PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Brandon Johnson,WR,DEN,NYJ,-137,43.50,-2.50,23.00,3200,2.88,0.9,0.0,0.0,1.8,1.8,0.6
John Metchie,WR,HOU,ATL,108,41.50,1.50,20.00,3100,2.87,0.9,0.0,0.0,1.8,1.8,0.6
Quez Watkins,WR,PHI,LAR,-211,50.50,-4.50,27.50,3500,2.86,0.8,0.0,0.0,1.7,1.7,0.5
Josh Oliver,TE,MIN,KC,156,53.00,3.50,24.75,2500,2.02,0.8,0.0,0.0,1.2,1.2,0.5
Kyle Philips,WR,TEN,IND,-139,43.00,-2.50,22.75,3000,2.31,0.8,0.0,0.0,1.6,1.6,0.5
Isaiah McKenzie,WR,IND,TEN,116,43.00,2.50,20.25,3000,2.37,0.8,0.0,0.2,1.2,1.4,0.5
Sterling Shepard,WR,NYG,MIA,485,47.50,12.00,17.75,3000,2.29,0.8,0.0,0.0,1.5,1.5,0.5
Melvin Gordon,RB,BAL,PIT,-210,38.00,-4.50,21.25,4600,3.37,0.7,0.0,3.5,1.3,4.8,1.0
Devin Duvernay,WR,BAL,PIT,-210,38.00,-4.50,21.25,3000,2.05,0.7,0.0,0.2,1.0,1.2,0.4
Adam Trautman,TE,DEN,NYJ,-137,43.50,-2.50,23.00,2700,1.83,0.7,0.0,0.0,1.1,1.1,0.4
Taysom Hill,TE,NO,NE,-108,39.00,1.00,19.00,3900,2.69,0.7,0.4,2.5,0.3,2.8,0.8
Zach Pascal,WR,ARI,CIN,139,44.50,3.00,20.75,3000,2.12,0.7,0.0,0.1,1.4,1.5,0.5
Brevin Jordan,TE,HOU,ATL,108,41.50,1.50,20.00,2500,1.45,0.6,0.0,0.0,1.0,1.0,0.4
Drew Sample,TE,CIN,ARI,-166,44.50,-3.00,23.75,2500,1.53,0.6,0.0,0.0,0.8,0.8,0.3
Lil'Jordan Humphrey,WR,DEN,NYJ,-137,43.50,-2.50,23.00,3000,1.86,0.6,0.0,0.0,1.1,1.1,0.4
Van Jefferson,WR,LAR,PHI,174,50.50,4.50,23.00,3800,2.09,0.6,0.0,0.0,1.3,1.3,0.3
Marvin Jones,WR,DET,CAR,-512,44.00,-9.50,26.75,3000,1.94,0.6,0.0,0.0,1.1,1.1,0.4
Mecole Hardman,WR,NYJ,DEN,115,43.50,2.50,20.50,3000,1.52,0.5,0.0,0.1,0.6,0.7,0.2
Brycen Hopkins,TE,LAR,PHI,174,50.50,4.50,23.00,2500,1.18,0.5,0.0,0.0,0.7,0.7,0.3
KhaDarel Hodge,WR,ATL,HOU,-128,41.50,-1.50,21.50,3000,1.63,0.5,0.0,0.0,1.0,1.0,0.3
Olamide Zaccheaus,WR,PHI,LAR,-211,50.50,-4.50,27.50,3200,1.64,0.5,0.0,0.1,0.9,1.0,0.3
Daniel Bellinger,TE,NYG,MIA,485,47.50,12.00,17.75,2500,1.14,0.5,0.0,0.0,0.7,0.7,0.3
Cordarrelle Patterson,RB,ATL,HOU,-128,41.50,-1.50,21.50,4000,1.84,0.5,0.0,1.3,0.4,1.7,0.4
Pharaoh Brown,TE,NE,NO,-111,39.00,-1.00,20.00,2500,1.15,0.5,0.0,0.0,0.7,0.7,0.3
Matt Breida,RB,NYG,MIA,485,47.50,12.00,17.75,5200,2.74,0.5,0.0,3.1,0.7,3.8,0.7
Robbie Chosen,WR,MIA,NYG,-673,47.50,-12.00,29.75,3000,1.07,0.4,0.0,0.1,0.6,0.7,0.2
Ian Thomas,TE,CAR,DET,385,44.00,9.50,17.25,2500,0.94,0.4,0.0,0.0,0.8,0.8,0.3
Kendre Miller,RB,NO,NE,-108,39.00,1.00,19.00,4200,1.61,0.4,0.0,1.2,0.6,1.8,0.4
Brock Wright,TE,DET,CAR,-512,44.00,-9.50,26.75,2500,0.91,0.4,0.0,0.0,0.5,0.5,0.2
C.J. Uzomah,TE,NYJ,DEN,115,43.50,2.50,20.50,2500,0.99,0.4,0.0,0.0,0.6,0.6,0.2
Trayveon Williams,RB,CIN,ARI,-166,44.50,-3.00,23.75,4600,1.78,0.4,0.0,1.9,0.5,2.4,0.5
Foster Moreau,TE,NO,NE,-108,39.00,1.00,19.00,2500,0.91,0.4,0.0,0.0,0.6,0.6,0.2
Keaontay Ingram,RB,ARI,CIN,139,44.50,3.00,20.75,4600,1.80,0.4,0.0,2.5,0.3,2.8,0.6
Teagan Quitoriano,TE,HOU,ATL,108,41.50,1.50,20.00,2500,0.66,0.3,0.0,0.0,0.5,0.5,0.2
Mo Alie-Cox,TE,IND,TEN,116,43.00,2.50,20.25,2600,0.88,0.3,0.0,0.0,0.5,0.5,0.2
Trey Sermon,RB,IND,TEN,116,43.00,2.50,20.25,4000,1.06,0.3,0.0,2.0,0.3,2.3,0.6
Montrell Washington,WR,KC,MIN,-188,53.00,-3.50,28.25,3000,0.82,0.3,0.0,0.0,0.0,0.0,0.0
Mitchell Wilcox,TE,CIN,ARI,-166,44.50,-3.00,23.75,2500,0.69,0.3,0.0,0.0,0.4,0.4,0.2
Chris Evans,RB,CIN,ARI,-166,44.50,-3.00,23.75,4200,1.08,0.3,0.0,0.7,0.4,1.1,0.3
