PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Josh Allen,QB,BUF,KC,101,49.00,1.50,23.75,8300,22.33,2.7,33.1,3.5,0.0,3.5,4.4
Geno Smith,QB,SEA,SF,555,46.00,13.50,16.25,5700,15.21,2.7,33.5,2.6,0.0,2.6,6.3
Bijan Robinson,RB,ATL,TB,-132,41.00,-2.00,21.50,6500,17.03,2.6,0.0,19.5,5.1,24.6,3.8
Patrick Mahomes,QB,KC,BUF,-120,49.00,-1.50,25.25,7900,20.41,2.6,38.9,4.5,0.0,4.5,5.5
Jared Goff,QB,DET,CHI,-172,43.50,-3.00,23.25,6400,16.88,2.6,33.9,1.2,0.0,1.2,5.5
Jonathan Mingo,WR,CAR,NO,221,39.00,6.00,16.50,3500,8.97,2.6,0.0,0.2,6.1,6.3,1.8
Baltimore Ravens,D,BAL,LAR,-361,39.50,-7.50,23.50,3300,8.30,2.5,0.0,0.0,0.0,0.0,0.0
Tua Tagovailoa,QB,MIA,TEN,-825,46.50,-13.00,29.75,8000,19.98,2.5,32.9,0.8,0.0,0.8,4.2
Christian McCaffrey,RB,SF,SEA,-805,46.00,-13.50,29.75,9200,22.57,2.5,0.0,16.9,4.5,21.4,2.3
Clyde Edwards-Helaire,RB,KC,BUF,-120,49.00,-1.50,25.25,4200,10.60,2.5,0.0,12.2,2.0,14.2,3.4
Ezekiel Elliott,RB,NE,PIT,210,39.50,-3.00,21.25,5400,13.33,2.5,0.0,15.4,3.9,19.3,3.6
Drake London,WR,ATL,TB,-132,41.00,-2.00,21.50,4600,11.50,2.5,0.0,0.0,6.8,6.8,1.5
Justin Herbert,QB,LAC,DEN,-146,44.00,-3.00,23.50,7500,18.42,2.5,34.0,2.9,0.0,2.9,4.9
Bryce Young,QB,CAR,NO,221,39.00,6.00,16.50,4900,11.56,2.4,35.0,2.5,0.0,2.5,7.7
Javonte Williams,RB,DEN,LAC,122,44.00,3.00,20.50,5800,13.70,2.4,0.0,15.2,3.2,18.4,3.2
Atlanta Falcons,D,ATL,TB,-132,41.00,-2.00,21.50,2900,7.01,2.4,0.0,0.0,0.0,0.0,0.0
Derek Carr,QB,NO,CAR,-273,39.00,-6.00,22.50,5600,13.62,2.4,32.4,0.8,0.0,0.8,5.9
Matthew Stafford,QB,LAR,BAL,286,39.50,7.50,16.00,6000,14.58,2.4,35.5,0.9,0.0,0.9,6.1
Zack Moss,RB,IND,CIN,115,44.00,2.50,20.75,5900,14.17,2.4,0.0,19.7,2.5,22.2,3.8
Zay Jones,WR,JAX,CLE,105,35.50,1.50,17.00,3700,8.92,2.4,0.0,0.1,6.0,6.1,1.7
Jaxon Smith-Njigba,WR,SEA,SF,555,46.00,13.50,16.25,4100,10.02,2.4,0.0,0.1,6.1,6.2,1.5
Cleveland Browns,D,CLE,JAX,-124,35.50,-1.50,18.50,3000,7.29,2.4,0.0,0.0,0.0,0.0,0.0
Tommy DeVito,QB,NYG,GB,243,37.00,6.50,15.25,5100,12.17,2.4,28.5,4.9,0.0,4.9,6.5
Will Levis,QB,TEN,MIA,571,46.50,13.00,16.75,5300,12.91,2.4,31.3,2.4,0.0,2.4,6.4
Kyle Pitts,TE,ATL,TB,-132,41.00,-2.00,21.50,3700,8.89,2.4,0.0,0.0,5.7,5.7,1.5
Miami Dolphins,D,MIA,TEN,-825,46.50,-13.00,29.75,3400,7.77,2.3,0.0,0.0,0.0,0.0,0.0
Quentin Johnston,WR,LAC,DEN,-146,44.00,-3.00,23.50,4000,9.01,2.3,0.0,0.1,5.0,5.1,1.3
Pittsburgh Steelers,D,PIT,NE,-260,39.50,3.00,18.25,4100,9.53,2.3,0.0,0.0,0.0,0.0,0.0
New England Patriots,D,NE,PIT,210,39.50,-3.00,21.25,3200,7.20,2.3,0.0,0.0,0.0,0.0,0.0
C.J. Stroud,QB,HOU,NYJ,-178,33.00,-3.00,18.00,7600,17.47,2.3,35.1,2.4,0.0,2.4,4.9
Aidan O'Connell,QB,LV,MIN,130,40.50,3.00,18.75,5100,11.77,2.3,30.1,2.1,0.0,2.1,6.3
Keenan Allen,WR,LAC,DEN,-146,44.00,-3.00,23.50,8600,19.98,2.3,0.0,0.2,11.2,11.4,1.3
DJ Moore,WR,CHI,DET,143,43.50,3.00,20.25,6500,14.97,2.3,0.0,0.9,8.5,9.4,1.4
Odell Beckham,WR,BAL,LAR,-361,39.50,-7.50,23.50,3800,8.65,2.3,0.0,0.1,4.4,4.5,1.2
Jake Ferguson,TE,DAL,PHI,-181,51.50,-3.50,27.50,4400,10.24,2.3,0.0,0.0,5.1,5.1,1.2
Alvin Kamara,RB,NO,CAR,-273,39.00,-6.00,22.50,8200,18.62,2.3,0.0,13.9,6.7,20.6,2.5
Jalen Guyton,WR,LAC,DEN,-146,44.00,-3.00,23.50,3200,7.33,2.3,0.0,0.3,3.6,3.9,1.2
Garrett Wilson,WR,NYJ,HOU,148,33.00,3.00,15.00,5500,12.36,2.3,0.0,0.4,7.8,8.2,1.5
Minnesota Vikings,D,MIN,LV,-156,40.50,-3.00,21.75,3100,7.19,2.3,0.0,0.0,0.0,0.0,0.0
Joe Mixon,RB,CIN,IND,-136,44.00,-2.50,23.25,6100,14.33,2.3,0.0,14.6,3.4,18.0,3.0
Isaiah Likely,TE,BAL,LAR,-361,39.50,-7.50,23.50,3500,7.91,2.3,0.0,0.0,4.3,4.3,1.2
CeeDee Lamb,WR,DAL,PHI,-181,51.50,-3.50,27.50,9000,20.59,2.3,0.0,1.0,9.9,10.9,1.2
Michael Pittman,WR,IND,CIN,115,44.00,2.50,20.75,7300,15.83,2.2,0.0,0.5,9.6,10.1,1.4
T.J. Hockenson,TE,MIN,LV,-156,40.50,-3.00,21.75,6000,12.98,2.2,0.0,0.0,7.5,7.5,1.3
Chicago Bears,D,CHI,DET,143,43.50,3.00,20.25,2400,5.24,2.2,0.0,0.0,0.0,0.0,0.0
Detroit Lions,D,DET,CHI,-172,43.50,-3.00,23.25,3400,7.45,2.2,0.0,0.0,0.0,0.0,0.0
Travis Kelce,TE,KC,BUF,-120,49.00,-1.50,25.25,7800,16.82,2.2,0.0,0.0,8.6,8.6,1.1
David Njoku,TE,CLE,JAX,-124,35.50,-1.50,18.50,4100,8.92,2.2,0.0,0.0,5.4,5.4,1.3
Evan Engram,TE,JAX,CLE,105,35.50,1.50,17.00,4800,10.40,2.2,0.0,0.0,7.0,7.0,1.5
Rashee Rice,WR,KC,BUF,-120,49.00,-1.50,25.25,5400,11.64,2.2,0.0,0.0,6.0,6.0,1.1
Josh Jacobs,RB,LV,MIN,130,40.50,3.00,18.75,6900,15.33,2.2,0.0,17.7,3.2,20.9,3.0
Justin Watson,WR,KC,BUF,-120,49.00,-1.50,25.25,3600,7.75,2.2,0.0,0.0,4.0,4.0,1.1
Elijah Moore,WR,CLE,JAX,-124,35.50,-1.50,18.50,4500,9.89,2.2,0.0,0.6,5.9,6.5,1.4
New Orleans Saints,D,NO,CAR,-273,39.00,-6.00,22.50,3900,8.46,2.2,0.0,0.0,0.0,0.0,0.0
Amon-Ra St. Brown,WR,DET,CHI,-172,43.50,-3.00,23.25,8200,17.72,2.2,0.0,0.6,9.5,10.1,1.2
Trevor Lawrence,QB,JAX,CLE,105,35.50,1.50,17.00,6700,14.88,2.2,33.4,3.3,0.0,3.3,5.5
Rachaad White,RB,TB,ATL,111,41.00,2.00,19.50,6800,15.10,2.2,0.0,13.8,4.7,18.5,2.7
Amari Cooper,WR,CLE,JAX,-124,35.50,-1.50,18.50,5800,12.85,2.2,0.0,0.0,7.5,7.5,1.3
San Francisco 49ers,D,SF,SEA,-805,46.00,-13.50,29.75,3700,8.23,2.2,0.0,0.0,0.0,0.0,0.0
Brevin Jordan,TE,HOU,NYJ,-178,33.00,-3.00,18.00,3100,6.68,2.2,0.0,0.0,4.1,4.1,1.3
Jayden Reed,WR,GB,NYG,-306,37.00,-6.50,21.75,4700,10.39,2.2,0.0,0.0,5.8,5.8,1.2
Najee Harris,RB,PIT,NE,-260,39.50,3.00,18.25,5300,11.48,2.2,0.0,14.2,3.1,17.3,3.3
Parker Washington,WR,JAX,CLE,105,35.50,1.50,17.00,3000,6.71,2.2,0.0,0.2,4.4,4.6,1.5
Josh Downs,WR,IND,CIN,115,44.00,2.50,20.75,4900,10.75,2.2,0.0,0.5,6.5,7.0,1.4
Kansas City Chiefs,D,KC,BUF,-120,49.00,-1.50,25.25,2600,5.33,2.1,0.0,0.0,0.0,0.0,0.0
Jacksonville Jaguars,D,JAX,CLE,105,35.50,1.50,17.00,3600,7.60,2.1,0.0,0.0,0.0,0.0,0.0
Mike Evans,WR,TB,ATL,111,41.00,2.00,19.50,7700,15.79,2.1,0.0,0.1,9.0,9.1,1.2
Ja'Marr Chase,WR,CIN,IND,-136,44.00,-2.50,23.25,7600,15.69,2.1,0.0,0.4,8.8,9.2,1.2
Tyler Conklin,TE,NYJ,HOU,148,33.00,3.00,15.00,3000,6.15,2.1,0.0,0.0,3.9,3.9,1.3
Saquon Barkley,RB,NYG,GB,243,37.00,6.50,15.25,7200,15.43,2.1,0.0,18.0,4.0,22.0,3.1
Cole Kmet,TE,CHI,DET,143,43.50,3.00,20.25,4300,8.95,2.1,0.0,0.0,5.6,5.6,1.3
Indianapolis Colts,D,IND,CIN,115,44.00,2.50,20.75,3500,7.30,2.1,0.0,0.0,0.0,0.0,0.0
Alexander Mattison,RB,MIN,LV,-156,40.50,-3.00,21.75,5500,11.28,2.1,0.0,13.9,2.2,16.1,2.9
Tony Pollard,RB,DAL,PHI,-181,51.50,-3.50,27.50,7000,14.82,2.1,0.0,13.0,3.9,16.9,2.4
Gerald Everett,TE,LAC,DEN,-146,44.00,-3.00,23.50,3400,7.22,2.1,0.0,0.0,4.2,4.2,1.2
Green Bay Packers,D,GB,NYG,-306,37.00,-6.50,21.75,3700,7.74,2.1,0.0,0.0,0.0,0.0,0.0
Chris Olave,WR,NO,CAR,-273,39.00,-6.00,22.50,7000,14.69,2.1,0.0,0.1,8.3,8.4,1.2
Diontae Johnson,WR,PIT,NE,-260,39.50,3.00,18.25,5100,10.74,2.1,0.0,0.6,7.4,8.0,1.6
Cade Otton,TE,TB,ATL,111,41.00,2.00,19.50,3100,6.37,2.1,0.0,0.0,4.1,4.1,1.3
Justin Jefferson,WR,MIN,LV,-156,40.50,-3.00,21.75,8500,18.12,2.1,0.0,0.3,9.7,10.0,1.2
Kyren Williams,RB,LAR,BAL,286,39.50,7.50,16.00,7300,15.58,2.1,0.0,16.4,5.0,21.4,2.9
Khalil Shakir,WR,BUF,KC,101,49.00,1.50,23.75,3900,8.36,2.1,0.0,0.2,4.1,4.3,1.1
Tyler Boyd,WR,CIN,IND,-136,44.00,-2.50,23.25,4400,9.14,2.1,0.0,0.1,4.8,4.9,1.1
Tee Higgins,WR,CIN,IND,-136,44.00,-2.50,23.25,5900,12.27,2.1,0.0,0.1,6.4,6.5,1.1
Jahmyr Gibbs,RB,DET,CHI,-172,43.50,-3.00,23.25,6600,14.05,2.1,0.0,9.7,5.1,14.8,2.2
Jaylen Warren,RB,PIT,NE,-260,39.50,3.00,18.25,5200,10.76,2.1,0.0,10.5,3.7,14.2,2.7
Trey Palmer,WR,TB,ATL,111,41.00,2.00,19.50,3200,6.69,2.1,0.0,0.0,4.1,4.1,1.3
Zay Flowers,WR,BAL,LAR,-361,39.50,-7.50,23.50,5700,11.95,2.1,0.0,0.6,6.9,7.5,1.3
Stefon Diggs,WR,BUF,KC,101,49.00,1.50,23.75,8800,18.31,2.1,0.0,0.1,9.8,9.9,1.1
Skyy Moore,WR,KC,BUF,-120,49.00,-1.50,25.25,3000,6.15,2.1,0.0,0.4,3.1,3.5,1.2
George Kittle,TE,SF,SEA,-805,46.00,-13.50,29.75,5900,12.17,2.1,0.0,0.0,5.4,5.4,0.9
Dallas Goedert,TE,PHI,DAL,151,51.50,3.50,24.00,4800,10.15,2.1,0.0,0.0,5.1,5.1,1.1
Jordan Addison,WR,MIN,LV,-156,40.50,-3.00,21.75,5500,11.38,2.1,0.0,0.3,6.8,7.1,1.3
Tyreek Hill,WR,MIA,TEN,-825,46.50,-13.00,29.75,9800,20.79,2.1,0.0,1.1,9.3,10.4,1.1
Bailey Zappe,QB,NE,PIT,210,39.50,-3.00,21.25,4800,10.08,2.1,33.1,1.8,0.0,1.8,7.3
Hunter Henry,TE,NE,PIT,210,39.50,-3.00,21.25,2900,6.18,2.1,0.0,0.0,4.4,4.4,1.5
Brandon Aiyuk,WR,SF,SEA,-805,46.00,-13.50,29.75,6900,14.43,2.1,0.0,0.5,6.5,7.0,1.0
Rashod Bateman,WR,BAL,LAR,-361,39.50,-7.50,23.50,3200,6.81,2.1,0.0,0.0,3.7,3.7,1.2
Davante Adams,WR,LV,MIN,130,40.50,3.00,18.75,7500,15.70,2.1,0.0,0.1,9.2,9.3,1.2
Tucker Kraft,TE,GB,NYG,-306,37.00,-6.50,21.75,3000,6.29,2.1,0.0,0.0,3.7,3.7,1.2
Brandin Cooks,WR,DAL,PHI,-181,51.50,-3.50,27.50,5000,9.96,2.0,0.0,0.1,5.1,5.2,1.0
Dontayvion Wicks,WR,GB,NYG,-306,37.00,-6.50,21.75,3800,7.46,2.0,0.0,0.2,4.7,4.9,1.3
New York Giants,D,NYG,GB,243,37.00,6.50,15.25,2700,5.42,2.0,0.0,0.0,0.0,0.0,0.0
New York Jets,D,NYJ,HOU,148,33.00,3.00,15.00,2900,5.93,2.0,0.0,0.0,0.0,0.0,0.0
Aaron Jones,RB,GB,NYG,-306,37.00,-6.50,21.75,6400,12.78,2.0,0.0,12.4,4.1,16.5,2.6
James Cook,RB,BUF,KC,101,49.00,1.50,23.75,6000,12.07,2.0,0.0,12.6,2.8,15.4,2.6
George Pickens,WR,PIT,NE,-260,39.50,3.00,18.25,4800,9.71,2.0,0.0,0.1,5.9,6.0,1.2
Juwan Johnson,TE,NO,CAR,-273,39.00,-6.00,22.50,3300,6.69,2.0,0.0,0.0,4.2,4.2,1.3
Jalin Hyatt,WR,NYG,GB,243,37.00,6.50,15.25,3200,6.53,2.0,0.0,0.0,4.0,4.0,1.3
Jameson Williams,WR,DET,CHI,-172,43.50,-3.00,23.25,3500,6.90,2.0,0.0,0.2,3.1,3.3,0.9
Chigoziem Okonkwo,TE,TEN,MIA,571,46.50,13.00,16.75,3000,5.91,2.0,0.0,0.0,3.7,3.7,1.2
Houston Texans,D,HOU,NYJ,-178,33.00,-3.00,18.00,4000,7.81,2.0,0.0,0.0,0.0,0.0,0.0
Jerick McKinnon,RB,KC,BUF,-120,49.00,-1.50,25.25,4800,9.62,2.0,0.0,5.2,3.5,8.7,1.8
Denver Broncos,D,DEN,LAC,122,44.00,3.00,20.50,2800,5.56,2.0,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,WR,JAX,CLE,105,35.50,1.50,17.00,6400,12.45,2.0,0.0,0.0,7.7,7.7,1.2
K.J. Osborn,WR,MIN,LV,-156,40.50,-3.00,21.75,4000,7.59,1.9,0.0,0.1,4.6,4.7,1.2
A.J. Brown,WR,PHI,DAL,151,51.50,3.50,24.00,8700,16.38,1.9,0.0,0.5,8.0,8.5,1.0
Travis Etienne,RB,JAX,CLE,105,35.50,1.50,17.00,7000,13.54,1.9,0.0,15.4,3.5,18.9,2.7
Austin Ekeler,RB,LAC,DEN,-146,44.00,-3.00,23.50,7600,14.50,1.9,0.0,11.8,4.7,16.5,2.2
Tyler Lockett,WR,SEA,SF,555,46.00,13.50,16.25,5600,10.41,1.9,0.0,0.0,6.1,6.1,1.1
Courtland Sutton,WR,DEN,LAC,122,44.00,3.00,20.50,6100,11.73,1.9,0.0,0.0,6.4,6.4,1.0
Carolina Panthers,D,CAR,NO,221,39.00,6.00,16.50,3000,5.72,1.9,0.0,0.0,0.0,0.0,0.0
Deebo Samuel,WR,SF,SEA,-805,46.00,-13.50,29.75,6800,13.11,1.9,0.0,2.2,5.6,7.8,1.1
Jerry Jeudy,WR,DEN,LAC,122,44.00,3.00,20.50,4700,8.83,1.9,0.0,0.2,5.4,5.6,1.2
Wan'Dale Robinson,WR,NYG,GB,243,37.00,6.50,15.25,3700,6.86,1.9,0.0,0.4,4.3,4.7,1.3
Romeo Doubs,WR,GB,NYG,-306,37.00,-6.50,21.75,5200,9.84,1.9,0.0,0.1,5.9,6.0,1.1
Jaylen Waddle,WR,MIA,TEN,-825,46.50,-13.00,29.75,7700,14.24,1.9,0.0,0.5,7.5,8.0,1.0
Kenneth Walker,RB,SEA,SF,555,46.00,13.50,16.25,6300,12.06,1.9,0.0,16.1,1.8,17.9,2.8
D'Andre Swift,RB,PHI,DAL,151,51.50,3.50,24.00,6300,12.11,1.9,0.0,13.1,2.6,15.7,2.5
Buffalo Bills,D,BUF,KC,101,49.00,1.50,23.75,2500,4.82,1.9,0.0,0.0,0.0,0.0,0.0
Hunter Long,TE,LAR,BAL,286,39.50,7.50,16.00,2500,4.69,1.9,0.0,0.0,3.4,3.4,1.4
Cedric Tillman,WR,CLE,JAX,-124,35.50,-1.50,18.50,3400,6.34,1.9,0.0,0.1,3.9,4.0,1.2
Philadelphia Eagles,D,PHI,DAL,151,51.50,3.50,24.00,2800,5.19,1.9,0.0,0.0,0.0,0.0,0.0
Jakobi Meyers,WR,LV,MIN,130,40.50,3.00,18.75,5700,10.69,1.9,0.0,0.1,6.0,6.1,1.1
Jerome Ford,RB,CLE,JAX,-124,35.50,-1.50,18.50,5500,9.68,1.8,0.0,11.2,2.4,13.6,2.5
Las Vegas Raiders,D,LV,MIN,130,40.50,3.00,18.75,3200,5.90,1.8,0.0,0.0,0.0,0.0,0.0
Dalton Kincaid,TE,BUF,KC,101,49.00,1.50,23.75,5500,10.01,1.8,0.0,0.0,5.6,5.6,1.0
Sam LaPorta,TE,DET,CHI,-172,43.50,-3.00,23.25,6100,11.13,1.8,0.0,0.0,6.2,6.2,1.0
Cooper Kupp,WR,LAR,BAL,286,39.50,7.50,16.00,7400,13.25,1.8,0.0,0.2,8.3,8.5,1.2
David Montgomery,RB,DET,CHI,-172,43.50,-3.00,23.25,6400,11.37,1.8,0.0,14.1,1.2,15.3,2.4
Breece Hall,RB,NYJ,HOU,148,33.00,3.00,15.00,6200,11.33,1.8,0.0,12.3,3.5,15.8,2.5
Chris Godwin,WR,TB,ATL,111,41.00,2.00,19.50,6000,10.74,1.8,0.0,0.1,6.8,6.9,1.1
DeVonta Smith,WR,PHI,DAL,151,51.50,3.50,24.00,7400,13.15,1.8,0.0,0.1,6.9,7.0,0.9
Noah Brown,WR,HOU,NYJ,-178,33.00,-3.00,18.00,5000,8.87,1.8,0.0,0.3,5.4,5.7,1.1
Dallas Cowboys,D,DAL,PHI,-181,51.50,-3.50,27.50,3100,5.58,1.8,0.0,0.0,0.0,0.0,0.0
De'Von Achane,RB,MIA,TEN,-825,46.50,-13.00,29.75,7100,12.99,1.8,0.0,11.1,2.9,14.0,2.0
Kadarius Toney,WR,KC,BUF,-120,49.00,-1.50,25.25,3100,5.47,1.8,0.0,0.4,2.3,2.7,0.9
Puka Nacua,WR,LAR,BAL,286,39.50,7.50,16.00,7100,12.95,1.8,0.0,0.0,7.9,7.9,1.1
Nico Collins,WR,HOU,NYJ,-178,33.00,-3.00,18.00,7600,13.97,1.8,0.0,0.0,8.6,8.6,1.1
Mike Gesicki,TE,NE,PIT,210,39.50,-3.00,21.25,2500,4.53,1.8,0.0,0.0,3.3,3.3,1.3
Los Angeles Chargers,D,LAC,DEN,-146,44.00,-3.00,23.50,3200,5.65,1.8,0.0,0.0,0.0,0.0,0.0
Raheem Mostert,RB,MIA,TEN,-825,46.50,-13.00,29.75,7000,12.81,1.8,0.0,12.8,2.1,14.9,2.1
DJ Chark,WR,CAR,NO,221,39.00,6.00,16.50,3300,5.99,1.8,0.0,0.0,4.0,4.0,1.2
DeAndre Hopkins,WR,TEN,MIA,571,46.50,13.00,16.75,6200,11.04,1.8,0.0,0.0,7.0,7.0,1.1
Derrick Henry,RB,TEN,MIA,571,46.50,13.00,16.75,6900,12.05,1.8,0.0,16.0,1.9,17.9,2.6
DK Metcalf,WR,SEA,SF,555,46.00,13.50,16.25,6700,12.33,1.8,0.0,0.2,7.4,7.6,1.1
John Metchie,WR,HOU,NYJ,-178,33.00,-3.00,18.00,3000,5.20,1.7,0.0,0.0,3.4,3.4,1.1
Cincinnati Bengals,D,CIN,IND,-136,44.00,-2.50,23.25,3100,5.32,1.7,0.0,0.0,0.0,0.0,0.0
Gabe Davis,WR,BUF,KC,101,49.00,1.50,23.75,5800,10.00,1.7,0.0,0.1,5.5,5.6,1.0
Pat Freiermuth,TE,PIT,NE,-260,39.50,3.00,18.25,4000,6.84,1.7,0.0,0.0,4.4,4.4,1.1
Dawson Knox,TE,BUF,KC,101,49.00,1.50,23.75,3000,5.19,1.7,0.0,0.0,2.4,2.4,0.8
Los Angeles Rams,D,LAR,BAL,286,39.50,7.50,16.00,2700,4.52,1.7,0.0,0.0,0.0,0.0,0.0
Tanner Hudson,TE,CIN,IND,-136,44.00,-2.50,23.25,2800,4.74,1.7,0.0,0.0,3.1,3.1,1.1
Tyquan Thornton,WR,NE,PIT,210,39.50,-3.00,21.25,3000,5.15,1.7,0.0,0.1,4.4,4.5,1.5
Tennessee Titans,D,TEN,MIA,571,46.50,13.00,16.75,2300,3.89,1.7,0.0,0.0,0.0,0.0,0.0
Kalif Raymond,WR,DET,CHI,-172,43.50,-3.00,23.25,3000,4.95,1.7,0.0,0.2,2.6,2.8,0.9
Jalen Tolbert,WR,DAL,PHI,-181,51.50,-3.50,27.50,3000,4.72,1.6,0.0,0.0,2.6,2.6,0.9
Josh Reynolds,WR,DET,CHI,-172,43.50,-3.00,23.25,3300,5.18,1.6,0.0,0.1,2.9,3.0,0.9
Roschon Johnson,RB,CHI,DET,143,43.50,3.00,20.25,4900,7.59,1.6,0.0,7.4,2.5,9.9,2.0
Keaton Mitchell,RB,BAL,LAR,-361,39.50,-7.50,23.50,4900,7.71,1.6,0.0,8.9,1.4,10.3,2.1
Adam Thielen,WR,CAR,NO,221,39.00,6.00,16.50,6300,10.29,1.6,0.0,0.0,7.1,7.1,1.1
Darius Slayton,WR,NYG,GB,243,37.00,6.50,15.25,3300,5.39,1.6,0.0,0.1,3.4,3.5,1.1
Tommy Tremble,TE,CAR,NO,221,39.00,6.00,16.50,2500,4.09,1.6,0.0,0.0,3.0,3.0,1.2
Alec Pierce,WR,IND,CIN,115,44.00,2.50,20.75,3700,5.79,1.6,0.0,0.0,3.4,3.4,0.9
Darnell Mooney,WR,CHI,DET,143,43.50,3.00,20.25,3300,5.19,1.6,0.0,0.2,3.1,3.3,1.0
Latavius Murray,RB,BUF,KC,101,49.00,1.50,23.75,4600,6.98,1.5,0.0,7.1,1.9,9.0,2.0
Jalen Reagor,WR,NE,PIT,210,39.50,-3.00,21.25,3000,4.63,1.5,0.0,0.5,3.4,3.9,1.3
Lynn Bowden,WR,NO,CAR,-273,39.00,-6.00,22.50,3000,4.63,1.5,0.0,0.3,2.6,2.9,1.0
Tampa Bay Buccaneers,D,TB,ATL,111,41.00,2.00,19.50,3800,5.83,1.5,0.0,0.0,0.0,0.0,0.0
Noah Gray,TE,KC,BUF,-120,49.00,-1.50,25.25,2500,3.74,1.5,0.0,0.0,2.0,2.0,0.8
Chuba Hubbard,RB,CAR,NO,221,39.00,6.00,16.50,5600,8.29,1.5,0.0,11.2,1.6,12.8,2.3
Seattle Seahawks,D,SEA,SF,555,46.00,13.50,16.25,2400,3.65,1.5,0.0,0.0,0.0,0.0,0.0
Kareem Hunt,RB,CLE,JAX,-124,35.50,-1.50,18.50,4800,7.17,1.5,0.0,10.6,1.1,11.7,2.4
Jonnu Smith,TE,ATL,TB,-132,41.00,-2.00,21.50,3100,4.24,1.4,0.0,0.0,2.6,2.6,0.8
Gus Edwards,RB,BAL,LAR,-361,39.50,-7.50,23.50,5900,8.23,1.4,0.0,11.0,0.7,11.7,2.0
Marquez Valdes-Scantling,WR,KC,BUF,-120,49.00,-1.50,25.25,3000,4.28,1.4,0.0,0.0,2.3,2.3,0.8
Treylon Burks,WR,TEN,MIA,571,46.50,13.00,16.75,3000,4.28,1.4,0.0,0.0,2.8,2.8,0.9
Tyjae Spears,RB,TEN,MIA,571,46.50,13.00,16.75,4600,6.26,1.4,0.0,4.0,3.1,7.1,1.5
Miles Sanders,RB,CAR,NO,221,39.00,6.00,16.50,4300,5.87,1.4,0.0,6.8,1.9,8.7,2.0
Ty Chandler,RB,MIN,LV,-156,40.50,-3.00,21.75,4600,6.37,1.4,0.0,7.1,1.2,8.3,1.8
A.T. Perry,WR,NO,CAR,-273,39.00,-6.00,22.50,3500,4.88,1.4,0.0,0.0,3.5,3.5,1.0
Michael Mayer,TE,LV,MIN,130,40.50,3.00,18.75,2900,4.08,1.4,0.0,0.0,2.4,2.4,0.8
Drew Sample,TE,CIN,IND,-136,44.00,-2.50,23.25,2500,3.41,1.4,0.0,0.0,1.8,1.8,0.7
Irv Smith,TE,CIN,IND,-136,44.00,-2.50,23.25,2500,3.58,1.4,0.0,0.0,2.1,2.1,0.8
Chase Brown,RB,CIN,IND,-136,44.00,-2.50,23.25,4400,5.56,1.3,0.0,5.4,1.2,6.6,1.5
Marvin Mims,WR,DEN,LAC,122,44.00,3.00,20.50,3300,4.39,1.3,0.0,0.0,2.6,2.6,0.8
