PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Jared Goff,QB,DET,BAL,129,43.00,3.00,20.00,6400,16.63,2.6,34.8,1.2,0.0,1.2,5.6
Matthew Stafford,QB,LAR,PIT,-166,44.00,-3.00,23.50,6500,16.71,2.6,36.7,0.9,0.0,0.9,5.8
Josh Allen,QB,BUF,NE,-425,41.00,-8.50,24.75,8200,21.01,2.6,33.1,4.4,0.0,4.4,4.6
Baltimore Ravens,D,BAL,DET,-154,43.00,-3.00,23.00,2500,6.58,2.6,0.0,0.0,0.0,0.0,0.0
Jaxon Smith-Njigba,WR,SEA,ARI,-365,44.50,-7.50,26.00,3900,10.29,2.6,0.0,0.1,5.1,5.2,1.3
Desmond Ridder,QB,ATL,TB,118,37.50,2.50,17.50,5200,12.96,2.5,31.0,2.6,0.0,2.6,6.5
Evan Engram,TE,JAX,NO,109,40.00,2.00,19.00,4500,11.16,2.5,0.0,0.0,7.0,7.0,1.6
Luke Musgrave,TE,GB,DEN,-118,45.00,-1.00,23.00,3300,7.92,2.4,0.0,0.0,4.5,4.5,1.4
D'Andre Swift,RB,PHI,MIA,-145,52.00,-2.50,27.25,6300,14.93,2.4,0.0,13.4,3.4,16.8,2.7
Christian McCaffrey,RB,SF,MIN,-300,44.00,-7.00,25.50,9400,22.30,2.4,0.0,18.1,4.6,22.7,2.4
Cleveland Browns,D,CLE,IND,-149,40.00,-2.50,21.25,3300,7.81,2.4,0.0,0.0,0.0,0.0,0.0
Tua Tagovailoa,QB,MIA,PHI,121,52.00,2.50,24.75,7700,18.78,2.4,32.9,0.8,0.0,0.8,4.4
Seattle Seahawks,D,SEA,ARI,-365,44.50,-7.50,26.00,3200,7.82,2.4,0.0,0.0,0.0,0.0,0.0
New England Patriots,D,NE,BUF,330,41.00,8.50,16.25,2100,5.04,2.4,0.0,0.0,0.0,0.0,0.0
Michael Thomas,WR,NO,JAX,-129,40.00,-2.00,21.00,4900,11.98,2.4,0.0,0.0,6.8,6.8,1.4
Wan'Dale Robinson,WR,NYG,WAS,122,39.00,2.50,18.25,3800,9.00,2.4,0.0,0.6,6.1,6.7,1.8
Drake London,WR,ATL,TB,118,37.50,2.50,17.50,5100,12.18,2.4,0.0,0.0,7.6,7.6,1.5
Trey McBride,TE,ARI,SEA,291,44.50,7.50,18.50,2600,6.27,2.4,0.0,0.0,3.9,3.9,1.5
Marquise Brown,WR,ARI,SEA,291,44.50,7.50,18.50,5300,12.64,2.4,0.0,0.2,8.3,8.5,1.6
San Francisco 49ers,D,SF,MIN,-300,44.00,-7.00,25.50,3500,8.14,2.3,0.0,0.0,0.0,0.0,0.0
Kansas City Chiefs,D,KC,LAC,-242,48.00,-5.50,26.75,2400,5.53,2.3,0.0,0.0,0.0,0.0,0.0
Kyle Pitts,TE,ATL,TB,118,37.50,2.50,17.50,4000,9.23,2.3,0.0,0.0,5.7,5.7,1.4
Zach Ertz,TE,ARI,SEA,291,44.50,7.50,18.50,3200,7.52,2.3,0.0,0.0,4.9,4.9,1.5
Pat Freiermuth,TE,PIT,LAR,140,44.00,3.00,20.50,3900,8.93,2.3,0.0,0.0,5.4,5.4,1.4
Christian Kirk,WR,JAX,NO,109,40.00,2.00,19.00,5700,13.41,2.3,0.0,0.2,7.7,7.9,1.4
Curtis Samuel,WR,WAS,NYG,-145,39.00,-2.50,20.75,4000,9.12,2.3,0.0,1.2,4.6,5.8,1.5
Kadarius Toney,WR,KC,LAC,-242,48.00,-5.50,26.75,3800,8.92,2.3,0.0,0.7,3.9,4.6,1.2
Justin Herbert,QB,LAC,KC,196,48.00,5.50,21.25,8000,18.79,2.3,36.4,2.9,0.0,2.9,4.9
Alvin Kamara,RB,NO,JAX,-129,40.00,-2.00,21.00,6900,16.17,2.3,0.0,14.7,5.4,20.1,2.9
Kirk Cousins,QB,MIN,SF,241,44.00,7.00,18.50,6900,15.77,2.3,35.7,1.9,0.0,1.9,5.4
Kenny Pickett,QB,PIT,LAR,140,44.00,3.00,20.50,5000,11.61,2.3,27.0,1.7,0.0,1.7,5.7
Austin Ekeler,RB,LAC,KC,196,48.00,5.50,21.25,8600,19.95,2.3,0.0,13.2,6.8,20.0,2.3
Terry McLaurin,WR,WAS,NYG,-145,39.00,-2.50,20.75,5400,12.38,2.3,0.0,0.3,7.3,7.6,1.4
Elijah Moore,WR,CLE,IND,-149,40.00,-2.50,21.25,4200,9.74,2.3,0.0,0.6,6.0,6.6,1.6
Dallas Goedert,TE,PHI,MIA,-145,52.00,-2.50,27.25,4700,10.88,2.3,0.0,0.0,5.2,5.2,1.1
Bijan Robinson,RB,ATL,TB,118,37.50,2.50,17.50,7300,16.16,2.2,0.0,15.3,4.6,19.9,2.7
Tutu Atwell,WR,LAR,PIT,-166,44.00,-3.00,23.50,4300,9.25,2.2,0.0,0.4,5.1,5.5,1.3
Jonnu Smith,TE,ATL,TB,118,37.50,2.50,17.50,3600,7.85,2.2,0.0,0.0,5.0,5.0,1.4
Travis Etienne,RB,JAX,NO,109,40.00,2.00,19.00,7200,15.99,2.2,0.0,18.7,3.5,22.2,3.1
Christian Watson,WR,GB,DEN,-118,45.00,-1.00,23.00,5600,12.10,2.2,0.0,0.4,6.5,6.9,1.2
Rashid Shaheed,WR,NO,JAX,-129,40.00,-2.00,21.00,3800,8.16,2.2,0.0,0.5,4.0,4.5,1.2
Kendrick Bourne,WR,NE,BUF,330,41.00,8.50,16.25,4400,9.45,2.2,0.0,0.6,5.7,6.3,1.4
Dawson Knox,TE,BUF,NE,-425,41.00,-8.50,24.75,2900,6.39,2.2,0.0,0.0,3.2,3.2,1.1
Javonte Williams,RB,DEN,GB,100,45.00,1.00,22.00,5400,12.01,2.2,0.0,11.7,2.9,14.6,2.7
George Pickens,WR,PIT,LAR,140,44.00,3.00,20.50,5500,12.26,2.2,0.0,0.1,7.1,7.2,1.3
Rachaad White,RB,TB,ATL,-141,37.50,-2.50,20.00,5100,11.03,2.2,0.0,12.8,3.6,16.4,3.2
Kylen Granson,TE,IND,CLE,124,40.00,2.50,18.75,3000,6.52,2.2,0.0,0.0,4.1,4.1,1.4
Deven Thompkins,WR,TB,ATL,-141,37.50,-2.50,20.00,3000,6.51,2.2,0.0,0.0,3.7,3.7,1.2
Amari Cooper,WR,CLE,IND,-149,40.00,-2.50,21.25,6100,13.46,2.2,0.0,0.0,7.5,7.5,1.2
Denver Broncos,D,DEN,GB,100,45.00,1.00,22.00,2600,5.65,2.2,0.0,0.0,0.0,0.0,0.0
Tyson Bagent,QB,CHI,LV,137,37.50,3.00,17.25,4900,10.94,2.2,27.0,1.5,0.0,1.5,5.8
Mac Jones,QB,NE,BUF,330,41.00,8.50,16.25,4900,10.71,2.2,27.0,2.2,0.0,2.2,6.0
Roschon Johnson,RB,CHI,LV,137,37.50,3.00,17.25,4600,10.16,2.2,0.0,9.9,3.2,13.1,2.8
Travis Kelce,TE,KC,LAC,-242,48.00,-5.50,26.75,8000,17.24,2.2,0.0,0.0,8.6,8.6,1.1
Logan Thomas,TE,WAS,NYG,-145,39.00,-2.50,20.75,3500,7.81,2.2,0.0,0.0,5.1,5.1,1.5
A.J. Brown,WR,PHI,MIA,-145,52.00,-2.50,27.25,7900,17.03,2.2,0.0,0.5,8.0,8.5,1.1
Cooper Kupp,WR,LAR,PIT,-166,44.00,-3.00,23.50,9500,19.43,2.1,0.0,0.3,10.6,10.9,1.2
Amon-Ra St. Brown,WR,DET,BAL,129,43.00,3.00,20.00,8000,17.05,2.1,0.0,0.6,9.5,10.1,1.3
Najee Harris,RB,PIT,LAR,140,44.00,3.00,20.50,5200,10.76,2.1,0.0,13.9,3.1,17.0,3.3
K.J. Osborn,WR,MIN,SF,241,44.00,7.00,18.50,4600,9.67,2.1,0.0,0.1,6.2,6.3,1.4
Washington Commanders,D,WAS,NYG,-145,39.00,-2.50,20.75,3500,7.36,2.1,0.0,0.0,0.0,0.0,0.0
New Orleans Saints,D,NO,JAX,-129,40.00,-2.00,21.00,3200,6.74,2.1,0.0,0.0,0.0,0.0,0.0
George Kittle,TE,SF,MIN,-300,44.00,-7.00,25.50,5300,10.98,2.1,0.0,0.0,5.2,5.2,1.0
Chris Olave,WR,NO,JAX,-129,40.00,-2.00,21.00,6300,13.42,2.1,0.0,0.1,7.7,7.8,1.2
Tyler Lockett,WR,SEA,ARI,-365,44.50,-7.50,26.00,6000,12.69,2.1,0.0,0.1,6.1,6.2,1.0
Arizona Cardinals,D,ARI,SEA,291,44.50,7.50,18.50,2300,4.75,2.1,0.0,0.0,0.0,0.0,0.0
Deebo Samuel,WR,SF,MIN,-300,44.00,-7.00,25.50,6000,12.39,2.1,0.0,2.3,6.1,8.4,1.4
Los Angeles Rams,D,LAR,PIT,-166,44.00,-3.00,23.50,3900,7.99,2.1,0.0,0.0,0.0,0.0,0.0
Mark Andrews,TE,BAL,DET,-154,43.00,-3.00,23.00,5700,12.16,2.1,0.0,0.0,6.7,6.7,1.2
Dalton Kincaid,TE,BUF,NE,-425,41.00,-8.50,24.75,3100,6.40,2.1,0.0,0.0,3.6,3.6,1.2
Chicago Bears,D,CHI,LV,137,37.50,3.00,17.25,2900,6.04,2.1,0.0,0.0,0.0,0.0,0.0
Stefon Diggs,WR,BUF,NE,-425,41.00,-8.50,24.75,8900,18.28,2.1,0.0,0.1,9.5,9.6,1.1
Jahmyr Gibbs,RB,DET,BAL,129,43.00,3.00,20.00,6300,13.45,2.1,0.0,12.6,4.4,17.0,2.7
Jameson Williams,WR,DET,BAL,129,43.00,3.00,20.00,3800,7.78,2.1,0.0,0.3,4.2,4.5,1.2
Diontae Johnson,WR,PIT,LAR,140,44.00,3.00,20.50,5000,10.49,2.1,0.0,0.6,6.8,7.4,1.5
Isiah Pacheco,RB,KC,LAC,-242,48.00,-5.50,26.75,6100,12.84,2.1,0.0,14.7,2.5,17.2,2.8
Zach Evans,RB,LAR,PIT,-166,44.00,-3.00,23.50,4000,8.23,2.1,0.0,11.4,1.7,13.1,3.3
Tampa Bay Buccaneers,D,TB,ATL,-141,37.50,-2.50,20.00,3600,7.63,2.1,0.0,0.0,0.0,0.0,0.0
Detroit Lions,D,DET,BAL,129,43.00,3.00,20.00,2700,5.57,2.1,0.0,0.0,0.0,0.0,0.0
Josh Downs,WR,IND,CLE,124,40.00,2.50,18.75,4500,8.93,2.0,0.0,0.4,5.6,6.0,1.3
Keenan Allen,WR,LAC,KC,196,48.00,5.50,21.25,8600,17.17,2.0,0.0,0.2,10.1,10.3,1.2
New York Giants,D,NYG,WAS,122,39.00,2.50,18.25,3000,5.84,2.0,0.0,0.0,0.0,0.0,0.0
Rhamondre Stevenson,RB,NE,BUF,330,41.00,8.50,16.25,5600,11.16,2.0,0.0,12.3,3.3,15.6,2.8
Skyy Moore,WR,KC,LAC,-242,48.00,-5.50,26.75,3500,7.02,2.0,0.0,0.5,3.8,4.3,1.2
Kenneth Walker,RB,SEA,ARI,-365,44.50,-7.50,26.00,7000,14.01,2.0,0.0,17.3,1.8,19.1,2.7
Philadelphia Eagles,D,PHI,MIA,-145,52.00,-2.50,27.25,2700,5.34,2.0,0.0,0.0,0.0,0.0,0.0
Davante Adams,WR,LV,CHI,-164,37.50,-3.00,20.25,8200,16.39,2.0,0.0,0.1,9.8,9.9,1.2
DK Metcalf,WR,SEA,ARI,-365,44.50,-7.50,26.00,6800,13.65,2.0,0.0,0.2,7.1,7.3,1.1
Braxton Berrios,WR,MIA,PHI,121,52.00,2.50,24.75,3000,6.13,2.0,0.0,0.7,2.8,3.5,1.2
Calvin Ridley,WR,JAX,NO,109,40.00,2.00,19.00,6400,12.85,2.0,0.0,0.0,7.5,7.5,1.2
DJ Moore,WR,CHI,LV,137,37.50,3.00,17.25,6500,12.79,2.0,0.0,0.7,7.7,8.4,1.3
Jaylen Waddle,WR,MIA,PHI,121,52.00,2.50,24.75,7500,14.81,2.0,0.0,0.4,7.5,7.9,1.1
Josh Jacobs,RB,LV,CHI,-164,37.50,-3.00,20.25,7400,14.45,2.0,0.0,17.3,3.2,20.5,2.8
Joshua Palmer,WR,LAC,KC,196,48.00,5.50,21.25,4800,9.50,2.0,0.0,0.1,5.1,5.2,1.1
Darren Waller,TE,NYG,WAS,122,39.00,2.50,18.25,5000,10.11,2.0,0.0,0.0,6.3,6.3,1.3
Las Vegas Raiders,D,LV,CHI,-164,37.50,-3.00,20.25,3800,7.69,2.0,0.0,0.0,0.0,0.0,0.0
Tyreek Hill,WR,MIA,PHI,121,52.00,2.50,24.75,9400,18.53,2.0,0.0,1.0,9.1,10.1,1.1
Allen Robinson,WR,PIT,LAR,140,44.00,3.00,20.50,3600,7.02,2.0,0.0,0.0,4.4,4.4,1.2
Rondale Moore,WR,ARI,SEA,291,44.50,7.50,18.50,3500,6.90,2.0,0.0,1.7,4.1,5.8,1.7
Brandon Aiyuk,WR,SF,MIN,-300,44.00,-7.00,25.50,6700,13.37,2.0,0.0,0.4,6.5,6.9,1.0
DeVonta Smith,WR,PHI,MIA,-145,52.00,-2.50,27.25,7000,13.83,2.0,0.0,0.1,6.9,7.0,1.0
Jerome Ford,RB,CLE,IND,-149,40.00,-2.50,21.25,5100,10.37,2.0,0.0,12.8,2.4,15.2,3.0
Sam LaPorta,TE,DET,BAL,129,43.00,3.00,20.00,5300,10.83,2.0,0.0,0.0,6.5,6.5,1.2
Atlanta Falcons,D,ATL,TB,118,37.50,2.50,17.50,2800,5.71,2.0,0.0,0.0,0.0,0.0,0.0
Michael Pittman,WR,IND,CLE,124,40.00,2.50,18.75,6600,12.94,2.0,0.0,0.4,8.1,8.5,1.3
Tyler Higbee,TE,LAR,PIT,-166,44.00,-3.00,23.50,3700,7.40,2.0,0.0,0.0,4.5,4.5,1.2
Cole Kmet,TE,CHI,LV,137,37.50,3.00,17.25,4200,7.89,1.9,0.0,0.0,5.2,5.2,1.2
Deonte Harty,WR,BUF,NE,-425,41.00,-8.50,24.75,3000,5.75,1.9,0.0,0.8,3.0,3.8,1.3
Chris Godwin,WR,TB,ATL,-141,37.50,-2.50,20.00,6900,13.04,1.9,0.0,0.1,7.4,7.5,1.1
Raheem Mostert,RB,MIA,PHI,121,52.00,2.50,24.75,7600,14.63,1.9,0.0,13.6,3.1,16.7,2.2
Jonathan Taylor,RB,IND,CLE,124,40.00,2.50,18.75,6500,12.59,1.9,0.0,13.0,2.9,15.9,2.4
Buffalo Bills,D,BUF,NE,-425,41.00,-8.50,24.75,4200,8.11,1.9,0.0,0.0,0.0,0.0,0.0
Odell Beckham,WR,BAL,DET,-154,43.00,-3.00,23.00,3900,7.33,1.9,0.0,0.1,4.0,4.1,1.0
Aaron Jones,RB,GB,DEN,-118,45.00,-1.00,23.00,6800,12.88,1.9,0.0,11.8,3.9,15.7,2.3
Zay Flowers,WR,BAL,DET,-154,43.00,-3.00,23.00,5700,10.83,1.9,0.0,0.5,6.0,6.5,1.1
Jaylen Warren,RB,PIT,LAR,140,44.00,3.00,20.50,5000,9.44,1.9,0.0,6.8,3.9,10.7,2.1
Jordan Addison,WR,MIN,SF,241,44.00,7.00,18.50,5800,11.17,1.9,0.0,0.3,6.9,7.2,1.2
Pittsburgh Steelers,D,PIT,LAR,140,44.00,3.00,20.50,3100,5.78,1.9,0.0,0.0,0.0,0.0,0.0
Puka Nacua,WR,LAR,PIT,-166,44.00,-3.00,23.50,7600,14.55,1.9,0.0,0.0,8.1,8.1,1.1
Romeo Doubs,WR,GB,DEN,-118,45.00,-1.00,23.00,4900,9.40,1.9,0.0,0.1,5.5,5.6,1.1
Darius Slayton,WR,NYG,WAS,122,39.00,2.50,18.25,3700,6.94,1.9,0.0,0.1,4.1,4.2,1.1
Jacksonville Jaguars,D,JAX,NO,109,40.00,2.00,19.00,3300,6.26,1.9,0.0,0.0,0.0,0.0,0.0
Jahan Dotson,WR,WAS,NYG,-145,39.00,-2.50,20.75,4600,8.64,1.9,0.0,0.0,5.9,5.9,1.3
Jerry Jeudy,WR,DEN,GB,100,45.00,1.00,22.00,5800,11.09,1.9,0.0,0.3,6.0,6.3,1.1
Los Angeles Chargers,D,LAC,KC,196,48.00,5.50,21.25,2200,4.24,1.9,0.0,0.0,0.0,0.0,0.0
Brandon Powell,WR,MIN,SF,241,44.00,7.00,18.50,3200,5.76,1.8,0.0,1.5,3.5,5.0,1.6
JuJu Smith-Schuster,WR,NE,BUF,330,41.00,8.50,16.25,3200,5.85,1.8,0.0,0.2,4.0,4.2,1.3
Jayden Reed,WR,GB,DEN,-118,45.00,-1.00,23.00,3700,6.51,1.8,0.0,0.0,3.7,3.7,1.0
T.J. Hockenson,TE,MIN,SF,241,44.00,7.00,18.50,6700,12.21,1.8,0.0,0.0,7.5,7.5,1.1
Mike Evans,WR,TB,ATL,-141,37.50,-2.50,20.00,7100,12.72,1.8,0.0,0.1,7.2,7.3,1.0
Calvin Austin,WR,PIT,LAR,140,44.00,3.00,20.50,3300,6.02,1.8,0.0,0.0,3.7,3.7,1.1
Noah Fant,TE,SEA,ARI,-365,44.50,-7.50,26.00,2800,5.00,1.8,0.0,0.0,2.8,2.8,1.0
Courtland Sutton,WR,DEN,GB,100,45.00,1.00,22.00,5200,9.42,1.8,0.0,0.0,5.4,5.4,1.0
Rashee Rice,WR,KC,LAC,-242,48.00,-5.50,26.75,4700,8.41,1.8,0.0,0.0,4.1,4.1,0.9
Indianapolis Colts,D,IND,CLE,124,40.00,2.50,18.75,3400,6.23,1.8,0.0,0.0,0.0,0.0,0.0
Gabe Davis,WR,BUF,NE,-425,41.00,-8.50,24.75,5900,10.78,1.8,0.0,0.1,5.3,5.4,0.9
Saquon Barkley,RB,NYG,WAS,122,39.00,2.50,18.25,8100,14.80,1.8,0.0,16.5,4.0,20.5,2.5
Gardner Minshew,QB,IND,CLE,124,40.00,2.50,18.75,5200,9.49,1.8,32.9,1.6,0.0,1.6,6.6
Jeff Wilson,RB,MIA,PHI,121,52.00,2.50,24.75,4000,7.35,1.8,0.0,6.7,1.8,8.5,2.1
Gerald Everett,TE,LAC,KC,196,48.00,5.50,21.25,3800,6.82,1.8,0.0,0.0,4.0,4.0,1.1
Quentin Johnston,WR,LAC,KC,196,48.00,5.50,21.25,3800,6.74,1.8,0.0,0.0,3.7,3.7,1.0
Jakobi Meyers,WR,LV,CHI,-164,37.50,-3.00,20.25,6200,11.16,1.8,0.0,0.1,6.5,6.6,1.1
Michael Wilson,WR,ARI,SEA,291,44.50,7.50,18.50,3800,6.50,1.7,0.0,0.0,4.1,4.1,1.1
Hunter Henry,TE,NE,BUF,330,41.00,8.50,16.25,4100,7.06,1.7,0.0,0.0,4.5,4.5,1.1
Brian Robinson,RB,WAS,NYG,-145,39.00,-2.50,20.75,5800,9.85,1.7,0.0,10.0,2.5,12.5,2.2
Kalif Raymond,WR,DET,BAL,129,43.00,3.00,20.00,3400,5.81,1.7,0.0,0.2,3.3,3.5,1.0
Demario Douglas,WR,NE,BUF,330,41.00,8.50,16.25,3000,4.99,1.7,0.0,0.1,3.3,3.4,1.1
Miami Dolphins,D,MIA,PHI,121,52.00,2.50,24.75,2700,4.61,1.7,0.0,0.0,0.0,0.0,0.0
Alexander Mattison,RB,MIN,SF,241,44.00,7.00,18.50,5500,9.32,1.7,0.0,9.8,2.8,12.6,2.3
Minnesota Vikings,D,MIN,SF,241,44.00,7.00,18.50,2800,4.66,1.7,0.0,0.0,0.0,0.0,0.0
DeVante Parker,WR,NE,BUF,330,41.00,8.50,16.25,3400,5.62,1.7,0.0,0.0,3.6,3.6,1.1
Justice Hill,RB,BAL,DET,-154,43.00,-3.00,23.00,4600,7.71,1.7,0.0,6.9,2.3,9.2,2.0
Nelson Agholor,WR,BAL,DET,-154,43.00,-3.00,23.00,3400,5.65,1.7,0.0,0.2,3.3,3.5,1.0
Kareem Hunt,RB,CLE,IND,-149,40.00,-2.50,21.25,5000,7.97,1.6,0.0,7.5,2.4,9.9,2.0
Darnell Mooney,WR,CHI,LV,137,37.50,3.00,17.25,3500,5.49,1.6,0.0,0.2,3.5,3.7,1.1
James Cook,RB,BUF,NE,-425,41.00,-8.50,24.75,6400,10.40,1.6,0.0,11.0,2.1,13.1,2.0
Jamal Agnew,WR,JAX,NO,109,40.00,2.00,19.00,3000,4.90,1.6,0.0,0.9,2.1,3.0,1.0
Gus Edwards,RB,BAL,DET,-154,43.00,-3.00,23.00,4800,7.58,1.6,0.0,14.0,0.8,14.8,3.1
Keaontay Ingram,RB,ARI,SEA,291,44.50,7.50,18.50,4900,7.60,1.6,0.0,9.7,1.8,11.5,2.3
Josh Reynolds,WR,DET,BAL,129,43.00,3.00,20.00,4300,6.90,1.6,0.0,0.1,4.2,4.3,1.0
Mike Gesicki,TE,NE,BUF,330,41.00,8.50,16.25,2600,4.08,1.6,0.0,0.0,2.7,2.7,1.0
Olamide Zaccheaus,WR,PHI,MIA,-145,52.00,-2.50,27.25,3000,4.88,1.6,0.0,0.2,2.7,2.9,1.0
Green Bay Packers,D,GB,DEN,-118,45.00,-1.00,23.00,3700,5.77,1.6,0.0,0.0,0.0,0.0,0.0
Antonio Gibson,RB,WAS,NYG,-145,39.00,-2.50,20.75,4700,6.97,1.5,0.0,3.7,2.8,6.5,1.4
Rashod Bateman,WR,BAL,DET,-154,43.00,-3.00,23.00,3600,5.43,1.5,0.0,0.0,3.0,3.0,0.8
Drew Ogletree,TE,IND,CLE,124,40.00,2.50,18.75,2500,3.82,1.5,0.0,0.0,2.4,2.4,1.0
Latavius Murray,RB,BUF,NE,-425,41.00,-8.50,24.75,4400,6.65,1.5,0.0,6.2,1.9,8.1,1.8
Tyler Allgeier,RB,ATL,TB,118,37.50,2.50,17.50,4500,6.59,1.5,0.0,9.6,1.5,11.1,2.5
Zach Charbonnet,RB,SEA,ARI,-365,44.50,-7.50,26.00,4300,6.43,1.5,0.0,5.1,1.8,6.9,1.6
Alec Pierce,WR,IND,CLE,124,40.00,2.50,18.75,3300,4.84,1.5,0.0,0.0,2.9,2.9,0.9
Cade Otton,TE,TB,ATL,-141,37.50,-2.50,20.00,2900,4.28,1.5,0.0,0.0,2.7,2.7,0.9
Durham Smythe,TE,MIA,PHI,121,52.00,2.50,24.75,2800,4.19,1.5,0.0,0.0,2.2,2.2,0.8
Donovan Peoples-Jones,WR,CLE,IND,-149,40.00,-2.50,21.25,3200,4.64,1.5,0.0,0.1,2.6,2.7,0.8
Colby Parkinson,TE,SEA,ARI,-365,44.50,-7.50,26.00,2500,3.78,1.5,0.0,0.0,2.2,2.2,0.9
Kenneth Gainwell,RB,PHI,MIA,-145,52.00,-2.50,27.25,4500,6.30,1.4,0.0,4.4,2.0,6.4,1.4
Zack Moss,RB,IND,CLE,124,40.00,2.50,18.75,6200,8.42,1.4,0.0,9.0,2.2,11.2,1.8
D'Onta Foreman,RB,CHI,LV,137,37.50,3.00,17.25,4800,6.76,1.4,0.0,8.2,1.2,9.4,2.0
Ezekiel Elliott,RB,NE,BUF,330,41.00,8.50,16.25,4800,6.50,1.4,0.0,8.1,1.3,9.4,2.0
Marquez Valdes-Scantling,WR,KC,LAC,-242,48.00,-5.50,26.75,3200,4.39,1.4,0.0,0.0,2.3,2.3,0.7
Adam Trautman,TE,DEN,GB,100,45.00,1.00,22.00,2600,3.74,1.4,0.0,0.0,2.2,2.2,0.8
Jaleel McLaughlin,RB,DEN,GB,100,45.00,1.00,22.00,5000,6.80,1.4,0.0,6.8,1.7,8.5,1.7
Noah Gray,TE,KC,LAC,-242,48.00,-5.50,26.75,3000,3.83,1.3,0.0,0.0,2.0,2.0,0.7
Mack Hollins,WR,ATL,TB,118,37.50,2.50,17.50,3400,4.56,1.3,0.0,0.0,3.0,3.0,0.9
Marvin Mims,WR,DEN,GB,100,45.00,1.00,22.00,3600,4.62,1.3,0.0,0.0,2.6,2.6,0.7
Trey Palmer,WR,TB,ATL,-141,37.50,-2.50,20.00,3600,4.83,1.3,0.0,0.0,2.9,2.9,0.8
Jerick McKinnon,RB,KC,LAC,-242,48.00,-5.50,26.75,4700,5.88,1.3,0.0,1.2,2.8,4.0,0.9
Craig Reynolds,RB,DET,BAL,129,43.00,3.00,20.00,4900,6.03,1.2,0.0,8.2,0.6,8.8,1.8
Joshua Kelley,RB,LAC,KC,196,48.00,5.50,21.25,5200,5.97,1.2,0.0,7.7,0.6,8.3,1.6
Derius Davis,WR,LAC,KC,196,48.00,5.50,21.25,3300,3.96,1.2,0.0,0.1,2.4,2.5,0.8
AJ Dillon,RB,GB,DEN,-118,45.00,-1.00,23.00,5300,6.58,1.2,0.0,9.5,1.3,10.8,2.0
Parris Campbell,WR,NYG,WAS,122,39.00,2.50,18.25,3000,3.48,1.2,0.0,0.3,2.1,2.4,0.8
Damien Williams,RB,ARI,SEA,291,44.50,7.50,18.50,4000,4.55,1.1,0.0,6.0,1.1,7.1,1.8
Dyami Brown,WR,WAS,NYG,-145,39.00,-2.50,20.75,3000,3.18,1.1,0.0,0.0,2.0,2.0,0.7
Royce Freeman,RB,LAR,PIT,-166,44.00,-3.00,23.50,4000,4.40,1.1,0.0,3.3,1.5,4.8,1.2
Josh Oliver,TE,MIN,SF,241,44.00,7.00,18.50,2500,2.69,1.1,0.0,0.0,1.8,1.8,0.7
