PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Michael Gallup,WR,DAL,LAC,-131,50.50,-2.50,26.50,3500,8.81,2.5,0.0,0.0,5.0,5.0,1.4
Braxton Berrios,WR,MIA,CAR,-949,47.50,-13.50,30.50,3400,8.46,2.5,0.0,1.0,3.7,4.7,1.4
Kirk Cousins,QB,MIN,CHI,-145,43.50,-3.00,23.25,7100,17.76,2.5,35.7,1.9,0.0,1.9,5.3
Zach Ertz,TE,ARI,LAR,255,48.50,7.00,20.75,3600,8.93,2.5,0.0,0.0,5.9,5.9,1.6
Detroit Lions,D,DET,TB,-169,42.50,-3.00,22.75,2700,6.82,2.5,0.0,0.0,0.0,0.0,0.0
Tyrod Taylor,QB,NYG,BUF,668,44.50,14.50,15.00,5100,12.90,2.5,29.5,4.5,0.0,4.5,6.7
Brandon Powell,WR,MIN,CHI,-145,43.50,-3.00,23.25,3000,7.14,2.4,0.0,1.9,3.9,5.8,1.9
Miami Dolphins,D,MIA,CAR,-949,47.50,-13.50,30.50,3500,8.35,2.4,0.0,0.0,0.0,0.0,0.0
K.J. Osborn,WR,MIN,CHI,-145,43.50,-3.00,23.25,4400,10.59,2.4,0.0,0.1,6.2,6.3,1.4
Ja'Marr Chase,WR,CIN,SEA,-151,44.50,-2.50,23.50,8300,19.85,2.4,0.0,0.5,9.8,10.3,1.2
Jordan Addison,WR,MIN,CHI,-145,43.50,-3.00,23.25,5700,13.47,2.4,0.0,0.3,7.7,8.0,1.4
Kansas City Chiefs,D,KC,DEN,-603,47.00,-10.50,28.75,3300,7.88,2.4,0.0,0.0,0.0,0.0,0.0
Bijan Robinson,RB,ATL,WAS,-142,42.50,-2.50,22.50,7200,16.96,2.4,0.0,14.2,4.2,18.4,2.6
Jaxon Smith-Njigba,WR,SEA,CIN,127,44.50,2.50,21.00,3600,8.76,2.4,0.0,0.1,5.1,5.2,1.4
Noah Brown,WR,HOU,NO,105,42.50,1.50,20.50,3000,7.07,2.4,0.0,0.3,4.5,4.8,1.6
Cleveland Browns,D,CLE,SF,277,37.50,7.50,15.00,2200,5.24,2.4,0.0,0.0,0.0,0.0,0.0
Zay Jones,WR,JAX,IND,-194,44.50,-4.00,24.25,4100,9.88,2.4,0.0,0.1,5.6,5.7,1.4
Curtis Samuel,WR,WAS,ATL,118,42.50,2.50,20.00,3700,8.75,2.4,0.0,1.2,4.6,5.8,1.6
Josh Downs,WR,IND,JAX,161,44.50,4.00,20.25,4100,9.67,2.4,0.0,0.5,5.9,6.4,1.5
CeeDee Lamb,WR,DAL,LAC,-131,50.50,-2.50,26.50,7400,17.50,2.4,0.0,0.8,7.9,8.7,1.2
Logan Thomas,TE,WAS,ATL,118,42.50,2.50,20.00,3500,8.48,2.4,0.0,0.0,5.5,5.5,1.6
Tampa Bay Buccaneers,D,TB,DET,141,42.50,3.00,19.75,2300,5.37,2.3,0.0,0.0,0.0,0.0,0.0
Wan'Dale Robinson,WR,NYG,BUF,668,44.50,14.50,15.00,3700,8.68,2.3,0.0,0.6,6.1,6.7,1.8
Alvin Kamara,RB,NO,HOU,-125,42.50,-1.50,22.00,6800,15.42,2.3,0.0,14.8,4.7,19.5,2.9
Michael Thomas,WR,NO,HOU,-125,42.50,-1.50,22.00,4900,11.25,2.3,0.0,0.0,6.4,6.4,1.3
Zay Flowers,WR,BAL,TEN,-204,41.50,-4.00,22.75,5600,12.71,2.3,0.0,0.6,6.9,7.5,1.3
Roschon Johnson,RB,CHI,MIN,122,43.50,3.00,20.25,4600,10.39,2.3,0.0,10.5,3.0,13.5,2.9
Travis Kelce,TE,KC,DEN,-603,47.00,-10.50,28.75,7700,17.31,2.3,0.0,0.0,8.6,8.6,1.1
Raheem Mostert,RB,MIA,CAR,-949,47.50,-13.50,30.50,6400,14.98,2.3,0.0,13.7,3.1,16.8,2.6
Rashid Shaheed,WR,NO,HOU,-125,42.50,-1.50,22.00,3700,8.52,2.3,0.0,0.6,4.3,4.9,1.3
Stefon Diggs,WR,BUF,NYG,-1050,44.50,-14.50,29.50,8800,19.84,2.3,0.0,0.1,9.5,9.6,1.1
Terry McLaurin,WR,WAS,ATL,118,42.50,2.50,20.00,5500,12.56,2.3,0.0,0.3,7.5,7.8,1.4
Cooper Kupp,WR,LAR,ARI,-326,48.50,-7.00,27.75,9000,20.36,2.3,0.0,0.3,10.1,10.4,1.2
DeAndre Hopkins,WR,TEN,BAL,169,41.50,4.00,18.75,6000,13.95,2.3,0.0,0.0,8.5,8.5,1.4
Kyren Williams,RB,LAR,ARI,-326,48.50,-7.00,27.75,6500,14.61,2.3,0.0,14.7,3.7,18.4,2.8
Austin Ekeler,RB,LAC,DAL,111,50.50,2.50,24.00,8400,19.00,2.3,0.0,12.4,6.2,18.6,2.2
Buffalo Bills,D,BUF,NYG,-1050,44.50,-14.50,29.50,3700,8.33,2.3,0.0,0.0,0.0,0.0,0.0
Greg Dulcich,TE,DEN,KC,438,47.00,10.50,18.25,2500,5.65,2.3,0.0,0.0,3.9,3.9,1.6
Christian McCaffrey,RB,SF,CLE,-356,37.50,-7.50,22.50,9500,21.51,2.3,0.0,18.7,4.7,23.4,2.5
Rondale Moore,WR,ARI,LAR,255,48.50,7.00,20.75,3500,7.78,2.2,0.0,1.8,4.1,5.9,1.7
New England Patriots,D,NE,LV,132,41.50,3.00,19.25,2600,5.67,2.2,0.0,0.0,0.0,0.0,0.0
Joshua Palmer,WR,LAC,DAL,111,50.50,2.50,24.00,4700,10.34,2.2,0.0,0.2,6.4,6.6,1.4
Garrett Wilson,WR,NYJ,PHI,248,41.00,7.00,17.00,6000,13.08,2.2,0.0,0.4,8.2,8.6,1.4
Rachaad White,RB,TB,DET,141,42.50,3.00,19.75,5500,12.29,2.2,0.0,14.6,2.8,17.4,3.2
Travis Etienne,RB,JAX,IND,-194,44.50,-4.00,24.25,7100,15.34,2.2,0.0,18.1,3.3,21.4,3.0
T.J. Hockenson,TE,MIN,CHI,-145,43.50,-3.00,23.25,6600,14.60,2.2,0.0,0.0,8.3,8.3,1.3
Rashee Rice,WR,KC,DEN,-603,47.00,-10.50,28.75,4100,9.08,2.2,0.0,0.0,4.4,4.4,1.1
Tyler Conklin,TE,NYJ,PHI,248,41.00,7.00,17.00,3300,7.26,2.2,0.0,0.0,4.8,4.8,1.5
Nico Collins,WR,HOU,NO,105,42.50,1.50,20.50,5600,12.56,2.2,0.0,0.0,7.2,7.2,1.3
Tyler Lockett,WR,SEA,CIN,127,44.50,2.50,21.00,5700,12.39,2.2,0.0,0.1,6.5,6.6,1.2
Joe Mixon,RB,CIN,SEA,-151,44.50,-2.50,23.50,6300,13.96,2.2,0.0,16.0,2.9,18.9,3.0
Tony Pollard,RB,DAL,LAC,-131,50.50,-2.50,26.50,7600,16.99,2.2,0.0,15.5,3.9,19.4,2.6
Keenan Allen,WR,LAC,DAL,111,50.50,2.50,24.00,8400,18.44,2.2,0.0,0.2,10.1,10.3,1.2
D'Andre Swift,RB,PHI,NYJ,-312,41.00,-7.00,24.00,6100,13.38,2.2,0.0,15.0,2.6,17.6,2.9
Tyler Boyd,WR,CIN,SEA,-151,44.50,-2.50,23.50,4600,10.32,2.2,0.0,0.1,5.8,5.9,1.3
Tyreek Hill,WR,MIA,CAR,-949,47.50,-13.50,30.50,9300,20.43,2.2,0.0,1.1,9.1,10.2,1.1
Mark Andrews,TE,BAL,TEN,-204,41.50,-4.00,22.75,5500,11.97,2.2,0.0,0.0,6.3,6.3,1.1
Adam Thielen,WR,CAR,MIA,621,47.50,13.50,17.00,5900,13.12,2.2,0.0,0.0,8.4,8.4,1.4
Kendrick Bourne,WR,NE,LV,132,41.50,3.00,19.25,4200,8.91,2.1,0.0,0.5,5.0,5.5,1.3
Michael Pittman,WR,IND,JAX,161,44.50,4.00,20.25,6300,13.31,2.1,0.0,0.4,8.1,8.5,1.3
Minnesota Vikings,D,MIN,CHI,-145,43.50,-3.00,23.25,3000,6.35,2.1,0.0,0.0,0.0,0.0,0.0
Dallas Goedert,TE,PHI,NYJ,-312,41.00,-7.00,24.00,4800,10.06,2.1,0.0,0.0,5.1,5.1,1.1
DJ Moore,WR,CHI,MIN,122,43.50,3.00,20.25,6500,13.92,2.1,0.0,0.8,7.7,8.5,1.3
Jonathan Mingo,WR,CAR,MIA,621,47.50,13.50,17.00,3500,7.26,2.1,0.0,0.2,4.9,5.1,1.4
Philadelphia Eagles,D,PHI,NYJ,-312,41.00,-7.00,24.00,3800,8.11,2.1,0.0,0.0,0.0,0.0,0.0
Dalton Schultz,TE,HOU,NO,105,42.50,1.50,20.50,3600,7.59,2.1,0.0,0.0,4.8,4.8,1.3
Brandon Aiyuk,WR,SF,CLE,-356,37.50,-7.50,22.50,6200,12.74,2.1,0.0,0.4,6.7,7.1,1.2
Dawson Knox,TE,BUF,NYG,-1050,44.50,-14.50,29.50,3000,6.40,2.1,0.0,0.0,3.2,3.2,1.1
A.J. Brown,WR,PHI,NYJ,-312,41.00,-7.00,24.00,7800,16.24,2.1,0.0,0.5,8.0,8.5,1.1
Alexander Mattison,RB,MIN,CHI,-145,43.50,-3.00,23.25,5600,11.86,2.1,0.0,11.4,3.0,14.4,2.6
Josh Jacobs,RB,LV,NE,-157,41.50,-3.00,22.25,7000,14.72,2.1,0.0,17.0,3.2,20.2,2.9
Calvin Ridley,WR,JAX,IND,-194,44.50,-4.00,24.25,6700,14.08,2.1,0.0,0.0,7.7,7.7,1.1
David Njoku,TE,CLE,SF,277,37.50,7.50,15.00,3700,7.87,2.1,0.0,0.0,5.4,5.4,1.5
Davante Adams,WR,LV,NE,-157,41.50,-3.00,22.25,8100,17.32,2.1,0.0,0.1,9.8,9.9,1.2
Rhamondre Stevenson,RB,NE,LV,132,41.50,3.00,19.25,5400,11.05,2.1,0.0,14.2,3.3,17.5,3.2
DJ Chark,WR,CAR,MIA,621,47.50,13.50,17.00,4000,8.34,2.1,0.0,0.0,5.5,5.5,1.4
Deonte Harty,WR,BUF,NYG,-1050,44.50,-14.50,29.50,3000,6.33,2.1,0.0,0.9,3.0,3.9,1.3
Atlanta Falcons,D,ATL,WAS,-142,42.50,-2.50,22.50,3600,7.59,2.1,0.0,0.0,0.0,0.0,0.0
Chris Olave,WR,NO,HOU,-125,42.50,-1.50,22.00,6600,13.79,2.1,0.0,0.1,7.7,7.8,1.2
Baltimore Ravens,D,BAL,TEN,-204,41.50,-4.00,22.75,3600,7.51,2.1,0.0,0.0,0.0,0.0,0.0
Jonnu Smith,TE,ATL,WAS,-142,42.50,-2.50,22.50,3400,7.17,2.1,0.0,0.0,4.7,4.7,1.4
Jakobi Meyers,WR,LV,NE,-157,41.50,-3.00,22.25,5800,12.15,2.1,0.0,0.1,7.1,7.2,1.2
Tee Higgins,WR,CIN,SEA,-151,44.50,-2.50,23.50,6400,13.40,2.1,0.0,0.1,7.3,7.4,1.1
Javonte Williams,RB,DEN,KC,438,47.00,10.50,18.25,5400,11.18,2.1,0.0,11.7,2.9,14.6,2.7
George Kittle,TE,SF,CLE,-356,37.50,-7.50,22.50,5000,10.38,2.1,0.0,0.0,5.2,5.2,1.0
Houston Texans,D,HOU,NO,105,42.50,1.50,20.50,2900,5.76,2.0,0.0,0.0,0.0,0.0,0.0
Chicago Bears,D,CHI,MIN,122,43.50,3.00,20.25,2500,5.08,2.0,0.0,0.0,0.0,0.0,0.0
Chris Godwin,WR,TB,DET,141,42.50,3.00,19.75,6900,13.78,2.0,0.0,0.1,8.0,8.1,1.2
Dalton Kincaid,TE,BUF,NYG,-1050,44.50,-14.50,29.50,3300,6.43,2.0,0.0,0.0,3.6,3.6,1.1
Durham Smythe,TE,MIA,CAR,-949,47.50,-13.50,30.50,2900,5.80,2.0,0.0,0.0,2.8,2.8,1.0
San Francisco 49ers,D,SF,CLE,-356,37.50,-7.50,22.50,4000,8.15,2.0,0.0,0.0,0.0,0.0,0.0
Jake Ferguson,TE,DAL,LAC,-131,50.50,-2.50,26.50,3900,7.94,2.0,0.0,0.0,4.6,4.6,1.2
Brian Robinson,RB,WAS,ATL,118,42.50,2.50,20.00,5700,11.13,2.0,0.0,13.3,2.5,15.8,2.8
Kylen Granson,TE,IND,JAX,161,44.50,4.00,20.25,2900,5.74,2.0,0.0,0.0,3.5,3.5,1.2
Irv Smith,TE,CIN,SEA,-151,44.50,-2.50,23.50,3000,6.02,2.0,0.0,0.0,3.5,3.5,1.2
Amon-Ra St. Brown,WR,DET,TB,-169,42.50,-3.00,22.75,7700,15.73,2.0,0.0,0.5,8.5,9.0,1.2
Deebo Samuel,WR,SF,CLE,-356,37.50,-7.50,22.50,6100,12.41,2.0,0.0,2.2,6.2,8.4,1.4
Gabe Davis,WR,BUF,NYG,-1050,44.50,-14.50,29.50,5900,11.87,2.0,0.0,0.1,5.9,6.0,1.0
Jaylen Waddle,WR,MIA,CAR,-949,47.50,-13.50,30.50,7600,15.22,2.0,0.0,0.5,7.5,8.0,1.0
Antonio Gibson,RB,WAS,ATL,118,42.50,2.50,20.00,4500,9.04,2.0,0.0,4.8,3.6,8.4,1.9
Kadarius Toney,WR,KC,DEN,-603,47.00,-10.50,28.75,3800,7.71,2.0,0.0,0.6,3.0,3.6,0.9
Chigoziem Okonkwo,TE,TEN,BAL,169,41.50,4.00,18.75,3100,6.17,2.0,0.0,0.0,3.7,3.7,1.2
Brandin Cooks,WR,DAL,LAC,-131,50.50,-2.50,26.50,4600,9.29,2.0,0.0,0.1,5.7,5.8,1.3
DeVante Parker,WR,NE,LV,132,41.50,3.00,19.25,3500,6.81,2.0,0.0,0.0,4.1,4.1,1.2
Treylon Burks,WR,TEN,BAL,169,41.50,4.00,18.75,3900,7.91,2.0,0.0,0.0,5.0,5.0,1.3
Jahan Dotson,WR,WAS,ATL,118,42.50,2.50,20.00,4700,9.49,2.0,0.0,0.0,6.1,6.1,1.3
Tyler Higbee,TE,LAR,ARI,-326,48.50,-7.00,27.75,4000,7.69,1.9,0.0,0.0,4.4,4.4,1.1
DeVonta Smith,WR,PHI,NYJ,-312,41.00,-7.00,24.00,7000,13.21,1.9,0.0,0.1,6.9,7.0,1.0
New York Jets,D,NYJ,PHI,248,41.00,7.00,17.00,2800,5.32,1.9,0.0,0.0,0.0,0.0,0.0
Darren Waller,TE,NYG,BUF,668,44.50,14.50,15.00,5200,9.85,1.9,0.0,0.0,6.4,6.4,1.2
Amari Cooper,WR,CLE,SF,277,37.50,7.50,15.00,5800,11.21,1.9,0.0,0.0,7.0,7.0,1.2
Juwan Johnson,TE,NO,HOU,-125,42.50,-1.50,22.00,3100,5.98,1.9,0.0,0.0,3.6,3.6,1.2
Cincinnati Bengals,D,CIN,SEA,-151,44.50,-2.50,23.50,2900,5.51,1.9,0.0,0.0,0.0,0.0,0.0
Dallas Cowboys,D,DAL,LAC,-131,50.50,-2.50,26.50,3100,5.89,1.9,0.0,0.0,0.0,0.0,0.0
Kenneth Walker,RB,SEA,CIN,127,44.50,2.50,21.00,6700,12.89,1.9,0.0,17.0,1.8,18.8,2.8
Tennessee Titans,D,TEN,BAL,169,41.50,4.00,18.75,3000,5.81,1.9,0.0,0.0,0.0,0.0,0.0
Gerald Everett,TE,LAC,DAL,111,50.50,2.50,24.00,3700,7.01,1.9,0.0,0.0,4.0,4.0,1.1
Arizona Cardinals,D,ARI,LAR,255,48.50,7.00,20.75,2400,4.58,1.9,0.0,0.0,0.0,0.0,0.0
DK Metcalf,WR,SEA,CIN,127,44.50,2.50,21.00,6800,13.12,1.9,0.0,0.2,7.3,7.5,1.1
JuJu Smith-Schuster,WR,NE,LV,132,41.50,3.00,19.25,3300,6.37,1.9,0.0,0.2,4.0,4.2,1.3
Miles Sanders,RB,CAR,MIA,621,47.50,13.50,17.00,5000,9.56,1.9,0.0,13.0,2.2,15.2,3.0
Michael Wilson,WR,ARI,LAR,255,48.50,7.00,20.75,3800,7.16,1.9,0.0,0.0,4.5,4.5,1.2
Jerry Jeudy,WR,DEN,KC,438,47.00,10.50,18.25,6100,11.57,1.9,0.0,0.3,6.6,6.9,1.1
Josh Reynolds,WR,DET,TB,-169,42.50,-3.00,22.75,4500,8.38,1.9,0.0,0.1,4.2,4.3,1.0
New Orleans Saints,D,NO,HOU,-125,42.50,-1.50,22.00,3300,6.09,1.9,0.0,0.0,0.0,0.0,0.0
Emari Demercado,RB,ARI,LAR,255,48.50,7.00,20.75,4900,9.23,1.9,0.0,11.7,2.1,13.8,2.8
Jameson Williams,WR,DET,TB,-169,42.50,-3.00,22.75,3600,6.50,1.8,0.0,0.2,3.1,3.3,0.9
Noah Fant,TE,SEA,CIN,127,44.50,2.50,21.00,3000,5.32,1.8,0.0,0.0,3.2,3.2,1.1
Odell Beckham,WR,BAL,TEN,-204,41.50,-4.00,22.75,4000,7.27,1.8,0.0,0.1,4.0,4.1,1.0
Quentin Johnston,WR,LAC,DAL,111,50.50,2.50,24.00,3900,7.16,1.8,0.0,0.0,3.7,3.7,1.0
Las Vegas Raiders,D,LV,NE,-157,41.50,-3.00,22.25,3900,6.98,1.8,0.0,0.0,0.0,0.0,0.0
Tutu Atwell,WR,LAR,ARI,-326,48.50,-7.00,27.75,5100,9.18,1.8,0.0,0.4,5.0,5.4,1.1
Cade Otton,TE,TB,DET,141,42.50,3.00,19.75,3200,5.78,1.8,0.0,0.0,3.6,3.6,1.1
Saquon Barkley,RB,NYG,BUF,668,44.50,14.50,15.00,8100,14.55,1.8,0.0,16.5,4.0,20.5,2.5
Allen Lazard,WR,NYJ,PHI,248,41.00,7.00,17.00,3700,6.50,1.8,0.0,0.1,4.1,4.2,1.1
Puka Nacua,WR,LAR,ARI,-326,48.50,-7.00,27.75,8000,14.64,1.8,0.0,0.0,7.9,7.9,1.0
James Cook,RB,BUF,NYG,-1050,44.50,-14.50,29.50,6400,11.38,1.8,0.0,11.0,2.1,13.1,2.0
Washington Commanders,D,WAS,ATL,118,42.50,2.50,20.00,3100,5.55,1.8,0.0,0.0,0.0,0.0,0.0
Jerome Ford,RB,CLE,SF,277,37.50,7.50,15.00,5200,9.50,1.8,0.0,12.8,2.4,15.2,2.9
Sam LaPorta,TE,DET,TB,-169,42.50,-3.00,22.75,5600,10.28,1.8,0.0,0.0,5.7,5.7,1.0
Cole Kmet,TE,CHI,MIN,122,43.50,3.00,20.25,4600,8.39,1.8,0.0,0.0,5.2,5.2,1.1
Courtland Sutton,WR,DEN,KC,438,47.00,10.50,18.25,5200,9.21,1.8,0.0,0.0,5.8,5.8,1.1
David Montgomery,RB,DET,TB,-169,42.50,-3.00,22.75,7300,13.05,1.8,0.0,17.9,1.6,19.5,2.7
Donovan Peoples-Jones,WR,CLE,SF,277,37.50,7.50,15.00,3600,6.62,1.8,0.0,0.1,3.8,3.9,1.1
Hunter Henry,TE,NE,LV,132,41.50,3.00,19.25,4400,7.67,1.7,0.0,0.0,4.8,4.8,1.1
Seattle Seahawks,D,SEA,CIN,127,44.50,2.50,21.00,3000,5.21,1.7,0.0,0.0,0.0,0.0,0.0
Hayden Hurst,TE,CAR,MIA,621,47.50,13.50,17.00,3100,5.24,1.7,0.0,0.0,3.6,3.6,1.2
Mike Gesicki,TE,NE,LV,132,41.50,3.00,19.25,2600,4.44,1.7,0.0,0.0,2.7,2.7,1.0
Indianapolis Colts,D,IND,JAX,161,44.50,4.00,20.25,3200,5.33,1.7,0.0,0.0,0.0,0.0,0.0
Tyjae Spears,RB,TEN,BAL,169,41.50,4.00,18.75,4900,8.16,1.7,0.0,6.4,3.4,9.8,2.0
Darius Slayton,WR,NYG,BUF,668,44.50,14.50,15.00,4000,6.81,1.7,0.0,0.1,4.4,4.5,1.1
Gus Edwards,RB,BAL,TEN,-204,41.50,-4.00,22.75,5000,8.32,1.7,0.0,11.5,0.8,12.3,2.5
Skyy Moore,WR,KC,DEN,-603,47.00,-10.50,28.75,4000,6.65,1.7,0.0,0.5,3.4,3.9,1.0
Nelson Agholor,WR,BAL,TEN,-204,41.50,-4.00,22.75,3300,5.63,1.7,0.0,0.2,3.3,3.5,1.0
Los Angeles Chargers,D,LAC,DAL,111,50.50,2.50,24.00,2900,4.79,1.7,0.0,0.0,0.0,0.0,0.0
Tank Dell,WR,HOU,NO,105,42.50,1.50,20.50,5000,8.35,1.7,0.0,0.1,4.5,4.6,0.9
Mike Evans,WR,TB,DET,141,42.50,3.00,19.75,7100,12.23,1.7,0.0,0.1,7.1,7.2,1.0
Los Angeles Rams,D,LAR,ARI,-326,48.50,-7.00,27.75,3700,6.30,1.7,0.0,0.0,0.0,0.0,0.0
Jacksonville Jaguars,D,JAX,IND,-194,44.50,-4.00,24.25,3400,5.92,1.7,0.0,0.0,0.0,0.0,0.0
Jahmyr Gibbs,RB,DET,TB,-169,42.50,-3.00,22.75,5900,10.08,1.7,0.0,7.1,3.6,10.7,1.8
Derrick Henry,RB,TEN,BAL,169,41.50,4.00,18.75,7500,12.68,1.7,0.0,15.0,1.9,16.9,2.3
Justin Watson,WR,KC,DEN,-603,47.00,-10.50,28.75,3300,5.57,1.7,0.0,0.0,2.6,2.6,0.8
New York Giants,D,NYG,BUF,668,44.50,14.50,15.00,2100,3.36,1.6,0.0,0.0,0.0,0.0,0.0
Austin Hooper,TE,LV,NE,-157,41.50,-3.00,22.25,2500,4.06,1.6,0.0,0.0,1.6,1.6,0.6
Darnell Mooney,WR,CHI,MIN,122,43.50,3.00,20.25,3700,6.02,1.6,0.0,0.2,3.5,3.7,1.0
Luke Schoonmaker,TE,DAL,LAC,-131,50.50,-2.50,26.50,2500,4.02,1.6,0.0,0.0,2.5,2.5,1.0
Zach Charbonnet,RB,SEA,CIN,127,44.50,2.50,21.00,4200,6.85,1.6,0.0,6.7,1.8,8.5,2.0
Justice Hill,RB,BAL,TEN,-204,41.50,-4.00,22.75,4800,7.84,1.6,0.0,8.7,2.3,11.0,2.3
Tyler Allgeier,RB,ATL,WAS,-142,42.50,-2.50,22.50,4600,6.76,1.5,0.0,9.6,1.5,11.1,2.4
Ezekiel Elliott,RB,NE,LV,132,41.50,3.00,19.25,4700,7.07,1.5,0.0,8.1,1.3,9.4,2.0
Drew Ogletree,TE,IND,JAX,161,44.50,4.00,20.25,2600,3.97,1.5,0.0,0.0,2.4,2.4,0.9
Carolina Panthers,D,CAR,MIA,621,47.50,13.50,17.00,2000,3.05,1.5,0.0,0.0,0.0,0.0,0.0
Zack Moss,RB,IND,JAX,161,44.50,4.00,20.25,6200,9.41,1.5,0.0,10.5,1.9,12.4,2.0
Marquez Valdes-Scantling,WR,KC,DEN,-603,47.00,-10.50,28.75,3500,5.30,1.5,0.0,0.0,2.6,2.6,0.7
