first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Mecole,Hardman Jr.,WR,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,3000,23,0.0,1.1,3.7,1.1,0.37
Gary,Brightwell,RB,Q,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,4600,24,0.0,2.0,5.6,1.1,0.24
Jack,Stoll,TE,,5,2023-10-08,,PHI,LAR,-4,50,27,2500,23,0.0,0.3,1.6,1.1,0.44
Brycen,Hopkins,TE,,5,2023-10-08,,LAR,PHI,+4,50,23,2500,30,0.0,0.9,3.1,1.1,0.44
Justyn,Ross,WR,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,3000,32,0.0,0.4,1.6,1.1,0.37
Pharaoh,Brown,TE,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,2500,4,0.0,3.0,15.1,1.1,0.44
Tommy,Tremble,TE,,5,2023-10-08,,CAR,DET,+10,44,17,2500,31,0.0,0.7,2.5,1.0,0.40
Chris,Evans,RB,,5,2023-10-08,,CIN,ARI,-3,45,24,4200,31,0.0,3.0,7.8,1.0,0.24
Boston,Scott,RB,,5,2023-10-08,,PHI,LAR,-4,50,27,4300,9,0.0,3.4,8.1,0.9,0.21
Mitchell,Wilcox,TE,,5,2023-10-08,,CIN,ARI,-3,45,24,2500,13,0.0,1.3,3.0,0.9,0.36
Trevon,Wesco,TE,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,2500,20,0.0,0.0,0.0,0.9,0.36
Trey,Sermon,RB,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,4000,3,0.7,2.6,6.5,0.9,0.23
Drew,Sample,TE,,5,2023-10-08,,CIN,ARI,-3,45,24,2500,13,0.0,0.6,1.7,0.8,0.32
Sterling,Shepard,WR,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,3000,24,0.0,4.1,9.9,0.8,0.27
Blake,Bell,TE,,5,2023-10-08,,KC,MIN,-3.5,53,28.3,2500,12,0.0,2.1,9.2,0.8,0.32
Chase,Brown,RB,,5,2023-10-08,,CIN,ARI,-3,45,24,4000,31,0.0,0.3,0.7,0.7,0.18
Teagan,Quitoriano,TE,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,2500,29,0.0,2.7,11.3,0.7,0.28
Miles,Boykin,WR,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,3000,16,0.0,0.3,1.5,0.7,0.23
James,Mitchell,TE,,5,2023-10-08,,DET,CAR,-10,44,27,2500,17,0.0,0.3,1.7,0.7,0.28
Mike,Boone,RB,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,4000,2,0.0,2.7,4.9,0.7,0.18
Craig,Reynolds,RB,,5,2023-10-08,,DET,CAR,-10,44,27,4400,28,0.0,0.6,1.5,0.7,0.16
Scotty,Miller,WR,,5,2023-10-08,,ATL,HOU,-2,41.5,21.8,3000,3,0.0,0.0,0.0,0.7,0.23
Salvon,Ahmed,RB,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,4500,17,0.0,3.3,7.8,0.6,0.13
Raheem,Blackshear,RB,,5,2023-10-08,,CAR,DET,+10,44,17,4000,6,0.0,4.3,11.9,0.5,0.13
Foster,Moreau,TE,,5,2023-10-08,,NO,NE,-0.5,39.5,20,2500,5,0.0,3.7,8.5,0.5,0.20
Ben,Skowronek,WR,Q,5,2023-10-08,,LAR,PHI,+4,50,23,3000,28,0.0,1.1,3.1,0.5,0.17
Ty,Chandler,RB,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,4000,7,0.0,2.4,4.1,0.5,0.13
Demarcus,Robinson,WR,,5,2023-10-08,,LAR,PHI,+4,50,23,3000,28,0.0,2.6,12.9,0.4,0.13
Kayshon,Boutte,WR,,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,3000,21,0.0,0.0,0.0,0.4,0.13
Rashaad,Penny,RB,,5,2023-10-08,,PHI,LAR,-4,50,27,4000,9,1.5,9.8,31.7,0.4,0.10
Zach,Evans,RB,,5,2023-10-08,,LAR,PHI,+4,50,23,4000,5,,,,0.4,0.10
Adam,Prentice,RB,,5,2023-10-08,,NO,NE,-0.5,39.5,20,4000,20,0.0,0.2,1.0,0.4,0.10
Chris,Brooks,RB,,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,4000,17,0.0,1.7,6.6,0.4,0.10
Zonovan,Knight,RB,,5,2023-10-08,,DET,CAR,-10,44,27,4000,28,1.3,2.9,6.4,0.4,0.10
Giovanni,Ricci,TE,Q,5,2023-10-08,,CAR,DET,+10,44,17,2500,31,0.0,0.2,1.2,0.3,0.12
Greg,Dortch,WR,,5,2023-10-08,,ARI,CIN,+3,45,21,3000,13,0.0,1.7,8.5,0.3,0.10
Ty,Montgomery II,WR,Q,5,2023-10-08,,NE,NO,+0.5,39.5,19.5,3000,21,0.0,2.8,10.3,0.3,0.10
Albert,Okwuegbunam,TE,,5,2023-10-08,,PHI,LAR,-4,50,27,2500,23,0.0,5.1,13.5,0.3,0.12
Israel,Abanikanda,RB,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,4000,32,,,,0.3,0.08
Xavier,Hutchinson,WR,,5,2023-10-08,,HOU,ATL,+2,41.5,19.8,3000,10,0.0,0.5,1.9,0.3,0.10
Brandon,Powell,WR,,5,2023-10-08,,MIN,KC,+3.5,53,24.8,3000,12,-1.0,0.6,2.7,0.3,0.10
Jake,Funk,RB,,5,2023-10-08,,IND,TEN,+2.5,43,20.3,4000,3,0.0,0.6,3.2,0.3,0.08
Patrick,Ricard,RB,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,4000,27,0.0,0.5,2.4,0.2,0.05
Josh,Whyle,TE,,5,2023-10-08,,TEN,IND,-2.5,43,22.8,2500,20,0.0,2.7,10.6,0.2,0.08
Charlie,Kolar,TE,,5,2023-10-08,,BAL,PIT,-4,37.5,20.8,2500,6,0.0,1.8,8.9,0.2,0.08
Eric,Gray,RB,,5,2023-10-08,,NYG,MIA,+12,47.5,17.8,4000,24,0.0,0.0,0.0,0.2,0.05
Godwin,Igwebuike,RB,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,4000,13,0.0,0.3,1.7,0.2,0.05
Jason,Brownlee,WR,,5,2023-10-08,,NYJ,DEN,+2.5,43.5,20.5,3000,23,,,,0.1,0.03
Gunner,Olszewski,WR,,5,2023-10-08,,PIT,BAL,+4,37.5,16.8,3000,16,0.0,0.8,1.7,0.1,0.03
River,Cracraft,WR,O,5,2023-10-08,,MIA,NYG,-12,47.5,29.8,3000,8,0.0,4.4,13.0,0.0,0.00
