PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Joe Burrow,QB,CIN,BUF,-127,49.50,-2.00,25.75,6400,20.87,3.3,34.3,2.6,0.0,2.6,5.8
Baker Mayfield,QB,TB,HOU,124,40.00,2.50,18.75,5200,15.57,3.0,32.1,3.6,0.0,3.6,6.9
New York Giants,D,NYG,LV,107,37.50,1.50,18.00,2300,6.96,3.0,0.0,0.0,0.0,0.0,0.0
Patrick Mahomes,QB,KC,MIA,-127,51.00,-1.50,26.25,8100,23.52,2.9,34.4,4.1,0.0,4.1,4.8
Jalen Hurts,QB,PHI,DAL,-165,47.00,-3.00,25.00,8000,23.09,2.9,26.9,10.0,0.0,10.0,4.6
Taylor Heinicke,QB,ATL,MIN,-195,37.50,-4.00,20.75,5000,14.33,2.9,30.4,3.6,0.0,3.6,6.8
Deshaun Watson,QB,CLE,ARI,-371,37.50,-8.50,23.00,5400,14.89,2.8,31.4,4.8,0.0,4.8,6.7
Will Levis,QB,TEN,PIT,134,37.00,3.00,17.00,5100,14.09,2.8,28.4,4.6,0.0,4.6,6.5
Bryce Young,QB,CAR,IND,117,44.00,2.50,20.75,5100,14.06,2.8,35.0,1.2,0.0,1.2,7.1
Wan'Dale Robinson,WR,NYG,LV,107,37.50,1.50,18.00,3500,9.94,2.8,0.0,0.6,6.1,6.7,1.9
Derek Carr,QB,NO,CHI,-387,41.00,-8.50,24.75,5700,15.99,2.8,32.4,0.8,0.0,0.8,5.8
Gardner Minshew,QB,IND,CAR,-141,44.00,-2.50,23.25,5200,14.06,2.7,32.8,1.5,0.0,1.5,6.6
Michael Thomas,WR,NO,CHI,-387,41.00,-8.50,24.75,4700,12.49,2.7,0.0,0.0,6.8,6.8,1.4
Clayton Tune,QB,ARI,CLE,291,37.50,8.50,14.50,4400,11.67,2.7,29.5,5.2,0.0,5.2,7.9
Geno Smith,QB,SEA,BAL,217,44.00,6.00,19.00,6000,15.93,2.7,31.8,2.6,0.0,2.6,5.7
Green Bay Packers,D,GB,LAR,-163,38.50,-3.00,20.75,2800,7.19,2.6,0.0,0.0,0.0,0.0,0.0
Mac Jones,QB,NE,WAS,-161,41.00,-3.00,22.00,4900,12.83,2.6,29.0,1.4,0.0,1.4,6.2
Kenny Pickett,QB,PIT,TEN,-160,37.00,-3.00,20.00,4900,12.82,2.6,29.7,1.9,0.0,1.9,6.4
Daniel Jones,QB,NYG,LV,107,37.50,1.50,18.00,5600,14.65,2.6,30.1,5.6,0.0,5.6,6.4
Diontae Johnson,WR,PIT,TEN,-160,37.00,-3.00,20.00,5100,12.91,2.5,0.0,0.7,8.1,8.8,1.7
Noah Brown,WR,HOU,TB,-148,40.00,-2.50,21.25,3100,7.74,2.5,0.0,0.3,4.8,5.1,1.6
Dak Prescott,QB,DAL,PHI,138,47.00,3.00,22.00,6500,16.50,2.5,31.0,2.7,0.0,2.7,5.2
Jordan Love,QB,GB,LAR,-163,38.50,-3.00,20.75,5500,13.87,2.5,27.5,2.6,0.0,2.6,5.5
Zach Wilson,QB,NYJ,LAC,150,40.00,3.50,18.25,4800,11.97,2.5,33.4,1.2,0.0,1.2,7.2
Ja'Marr Chase,WR,CIN,BUF,-127,49.50,-2.00,25.75,8300,20.54,2.5,0.0,0.5,9.8,10.3,1.2
Lamar Jackson,QB,BAL,SEA,-268,44.00,-6.00,25.00,8200,20.41,2.5,27.8,9.5,0.0,9.5,4.5
David Njoku,TE,CLE,ARI,-371,37.50,-8.50,23.00,3800,9.60,2.5,0.0,0.0,5.4,5.4,1.4
Tyler Conklin,TE,NYJ,LAC,150,40.00,3.50,18.25,3000,7.38,2.5,0.0,0.0,4.8,4.8,1.6
Sam Howell,QB,WAS,NE,135,41.00,3.00,19.00,5800,14.31,2.5,36.0,3.5,0.0,3.5,6.8
New England Patriots,D,NE,WAS,-161,41.00,-3.00,22.00,2900,7.36,2.5,0.0,0.0,0.0,0.0,0.0
C.J. Stroud,QB,HOU,TB,-148,40.00,-2.50,21.25,6200,15.50,2.5,31.0,2.0,0.0,2.0,5.3
