PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Kadarius Toney,WR,KC,LAC,-260,52.00,-4.50,28.25,3800,8.93,2.3,0.0,0.7,3.9,4.6,1.2
Brandon Aiyuk,WR,SF,MIN,-315,46.50,2.00,22.25,6700,15.67,2.3,0.0,0.5,7.6,8.1,1.2
Curtis Samuel,WR,WAS,NYG,-160,35.00,6.50,14.25,4000,9.02,2.3,0.0,1.2,4.6,5.8,1.5
Austin Ekeler,RB,LAC,KC,210,52.00,4.50,23.75,8600,19.95,2.3,0.0,13.2,6.8,20.0,2.3
Cooper Kupp,WR,LAR,PIT,-180,38.50,2.00,18.25,9500,21.45,2.3,0.0,0.4,11.7,12.1,1.3
Baltimore Ravens,D,BAL,DET,-165,43.50,-27.00,35.25,2500,5.58,2.2,0.0,0.0,0.0,0.0,0.0
George Pickens,WR,PIT,LAR,150,38.50,-2.00,20.25,5500,12.26,2.2,0.0,0.1,7.1,7.2,1.3
Dawson Knox,TE,BUF,NE,-410,44.00,-2.50,23.25,2900,6.33,2.2,0.0,0.0,3.2,3.2,1.1
Jerome Ford,RB,CLE,IND,-185,63.00,-4.00,33.50,5100,11.15,2.2,0.0,13.2,2.7,15.9,3.1
Amari Cooper,WR,CLE,IND,-185,63.00,-4.00,33.50,6100,13.52,2.2,0.0,0.0,7.5,7.5,1.2
Jonnu Smith,TE,ATL,TB,130,39.00,1.50,18.75,3600,8.05,2.2,0.0,0.0,5.0,5.0,1.4
Travis Kelce,TE,KC,LAC,-260,52.00,-4.50,28.25,8000,17.39,2.2,0.0,0.0,8.6,8.6,1.1
Tyreek Hill,WR,MIA,PHI,140,48.50,6.00,21.25,9400,20.44,2.2,0.0,1.1,10.0,11.1,1.2
Deven Thompkins,WR,TB,ATL,-150,39.00,-1.50,20.25,3000,6.51,2.2,0.0,0.0,3.7,3.7,1.2
Noah Fant,TE,SEA,ARI,-450,37.50,-8.50,23.00,2800,6.26,2.2,0.0,0.0,3.5,3.5,1.3
Tutu Atwell,WR,LAR,PIT,-180,38.50,2.00,18.25,4300,9.26,2.2,0.0,0.4,5.1,5.5,1.3
Javonte Williams,RB,DEN,GB,-125,37.00,-5.00,21.00,5400,11.91,2.2,0.0,11.7,2.9,14.6,2.7
Bijan Robinson,RB,ATL,TB,130,39.00,1.50,18.75,7300,16.16,2.2,0.0,15.3,4.6,19.9,2.7
A.J. Brown,WR,PHI,MIA,-165,48.50,-6.00,27.25,7900,17.06,2.2,0.0,0.5,8.0,8.5,1.1
Chris Olave,WR,NO,JAX,-140,46.00,3.00,21.50,6300,13.54,2.2,0.0,0.1,7.7,7.8,1.2
Denver Broncos,D,DEN,GB,-125,37.00,-5.00,21.00,2600,5.64,2.2,0.0,0.0,0.0,0.0,0.0
Travis Etienne,RB,JAX,NO,120,46.00,-3.00,24.50,7200,15.99,2.2,0.0,18.7,3.5,22.2,3.1
Rashid Shaheed,WR,NO,JAX,-140,46.00,3.00,21.50,3800,8.20,2.2,0.0,0.5,4.0,4.5,1.2
Demario Douglas,WR,NE,BUF,315,44.00,2.50,20.75,3000,6.49,2.2,0.0,0.2,4.3,4.5,1.5
Logan Thomas,TE,WAS,NYG,-160,35.00,6.50,14.25,3500,7.81,2.2,0.0,0.0,5.1,5.1,1.5
Kendrick Bourne,WR,NE,BUF,315,44.00,2.50,20.75,4400,9.45,2.2,0.0,0.6,5.7,6.3,1.4
Isiah Pacheco,RB,KC,LAC,-260,52.00,-4.50,28.25,6100,12.85,2.1,0.0,14.7,2.5,17.2,2.8
Chicago Bears,D,CHI,LV,115,37.50,-15.00,26.25,2900,6.04,2.1,0.0,0.0,0.0,0.0,0.0
Christian Watson,WR,GB,DEN,105,37.00,5.00,16.00,5600,11.99,2.1,0.0,0.4,6.5,6.9,1.2
Jameson Williams,WR,DET,BAL,140,43.50,27.00,8.25,3800,7.78,2.1,0.0,0.3,4.2,4.5,1.2
Tampa Bay Buccaneers,D,TB,ATL,-150,39.00,-1.50,20.25,3600,7.64,2.1,0.0,0.0,0.0,0.0,0.0
Detroit Lions,D,DET,BAL,140,43.50,27.00,8.25,2700,5.57,2.1,0.0,0.0,0.0,0.0,0.0
Amon-Ra St. Brown,WR,DET,BAL,140,43.50,27.00,8.25,8000,17.05,2.1,0.0,0.6,9.5,10.1,1.3
Mark Andrews,TE,BAL,DET,-165,43.50,-27.00,35.25,5700,12.16,2.1,0.0,0.0,6.7,6.7,1.2
Los Angeles Rams,D,LAR,PIT,-180,38.50,2.00,18.25,3900,7.99,2.1,0.0,0.0,0.0,0.0,0.0
New Orleans Saints,D,NO,JAX,-140,46.00,3.00,21.50,3200,6.75,2.1,0.0,0.0,0.0,0.0,0.0
Najee Harris,RB,PIT,LAR,150,38.50,-2.00,20.25,5200,10.73,2.1,0.0,13.9,3.1,17.0,3.3
Washington Commanders,D,WAS,NYG,-160,35.00,6.50,14.25,3500,7.34,2.1,0.0,0.0,0.0,0.0,0.0
Drew Ogletree,TE,IND,CLE,155,63.00,4.00,29.50,2500,5.24,2.1,0.0,0.0,3.3,3.3,1.3
Christian McCaffrey,RB,SF,MIN,-315,46.50,2.00,22.25,9400,20.00,2.1,0.0,17.5,3.6,21.1,2.2
George Kittle,TE,SF,MIN,-315,46.50,2.00,22.25,5300,10.98,2.1,0.0,0.0,5.2,5.2,1.0
Dalton Kincaid,TE,BUF,NE,-410,44.00,-2.50,23.25,3100,6.35,2.1,0.0,0.0,3.6,3.6,1.2
Jordan Addison,WR,MIN,SF,255,46.50,-2.00,24.25,5800,12.30,2.1,0.0,0.3,7.6,7.9,1.4
Diontae Johnson,WR,PIT,LAR,150,38.50,-2.00,20.25,5000,10.44,2.1,0.0,0.6,6.8,7.4,1.5
T.J. Hockenson,TE,MIN,SF,255,46.50,-2.00,24.25,6700,13.52,2.0,0.0,0.0,8.3,8.3,1.2
Skyy Moore,WR,KC,LAC,-260,52.00,-4.50,28.25,3500,7.06,2.0,0.0,0.5,3.8,4.3,1.2
Rhamondre Stevenson,RB,NE,BUF,315,44.00,2.50,20.75,5600,11.21,2.0,0.0,12.3,3.3,15.6,2.8
Jaylen Waddle,WR,MIA,PHI,140,48.50,6.00,21.25,7500,14.78,2.0,0.0,0.4,7.5,7.9,1.1
Braxton Berrios,WR,MIA,PHI,140,48.50,6.00,21.25,3000,6.13,2.0,0.0,0.7,2.8,3.5,1.2
Jake Bobo,WR,SEA,ARI,-450,37.50,-8.50,23.00,3200,6.31,2.0,0.0,0.0,3.8,3.8,1.2
Allen Robinson,WR,PIT,LAR,150,38.50,-2.00,20.25,3600,7.02,2.0,0.0,0.0,4.4,4.4,1.2
Philadelphia Eagles,D,PHI,MIA,-165,48.50,-6.00,27.25,2700,5.34,2.0,0.0,0.0,0.0,0.0,0.0
Josh Downs,WR,IND,CLE,155,63.00,4.00,29.50,4500,8.80,2.0,0.0,0.4,5.6,6.0,1.3
DJ Moore,WR,CHI,LV,115,37.50,-15.00,26.25,6500,12.97,2.0,0.0,0.8,7.7,8.5,1.3
Darren Waller,TE,NYG,WAS,135,35.00,-6.50,20.75,5000,10.11,2.0,0.0,0.0,6.3,6.3,1.3
Brandon Powell,WR,MIN,SF,255,46.50,-2.00,24.25,3200,6.44,2.0,0.0,1.7,3.9,5.6,1.8
Atlanta Falcons,D,ATL,TB,130,39.00,1.50,18.75,2800,5.71,2.0,0.0,0.0,0.0,0.0,0.0
Josh Jacobs,RB,LV,CHI,-135,37.50,15.00,11.25,7400,14.47,2.0,0.0,17.3,3.2,20.5,2.8
Tyler Higbee,TE,LAR,PIT,-180,38.50,2.00,18.25,3700,7.40,2.0,0.0,0.0,4.5,4.5,1.2
Keenan Allen,WR,LAC,KC,210,52.00,4.50,23.75,8600,17.17,2.0,0.0,0.2,10.1,10.3,1.2
Las Vegas Raiders,D,LV,CHI,-135,37.50,15.00,11.25,3800,7.69,2.0,0.0,0.0,0.0,0.0,0.0
DeVonta Smith,WR,PHI,MIA,-165,48.50,-6.00,27.25,7000,13.89,2.0,0.0,0.1,6.9,7.0,1.0
Davante Adams,WR,LV,CHI,-135,37.50,15.00,11.25,8200,16.46,2.0,0.0,0.1,9.8,9.9,1.2
Sam LaPorta,TE,DET,BAL,140,43.50,27.00,8.25,5300,10.83,2.0,0.0,0.0,6.5,6.5,1.2
Joshua Palmer,WR,LAC,KC,210,52.00,4.50,23.75,4800,9.50,2.0,0.0,0.1,5.1,5.2,1.1
Rondale Moore,WR,ARI,SEA,350,37.50,8.50,14.50,3500,6.90,2.0,0.0,1.6,4.1,5.7,1.6
Arizona Cardinals,D,ARI,SEA,350,37.50,8.50,14.50,2300,4.64,2.0,0.0,0.0,0.0,0.0,0.0
Stefon Diggs,WR,BUF,NE,-410,44.00,-2.50,23.25,8900,18.13,2.0,0.0,0.1,9.5,9.6,1.1
Calvin Ridley,WR,JAX,NO,120,46.00,-3.00,24.50,6400,12.92,2.0,0.0,0.0,7.5,7.5,1.2
Zay Flowers,WR,BAL,DET,-165,43.50,-27.00,35.25,5700,10.83,1.9,0.0,0.5,6.0,6.5,1.1
Cole Kmet,TE,CHI,LV,115,37.50,-15.00,26.25,4200,8.01,1.9,0.0,0.0,5.2,5.2,1.2
Los Angeles Chargers,D,LAC,KC,210,52.00,4.50,23.75,2200,4.24,1.9,0.0,0.0,0.0,0.0,0.0
Raheem Mostert,RB,MIA,PHI,140,48.50,6.00,21.25,7600,14.63,1.9,0.0,13.6,3.1,16.7,2.2
Jaylen Warren,RB,PIT,LAR,150,38.50,-2.00,20.25,5000,9.44,1.9,0.0,6.8,3.9,10.7,2.1
Odell Beckham,WR,BAL,DET,-165,43.50,-27.00,35.25,3900,7.36,1.9,0.0,0.1,4.0,4.1,1.0
Michael Pittman,WR,IND,CLE,155,63.00,4.00,29.50,6600,12.76,1.9,0.0,0.4,8.1,8.5,1.3
Jacksonville Jaguars,D,JAX,NO,120,46.00,-3.00,24.50,3300,6.26,1.9,0.0,0.0,0.0,0.0,0.0
Colby Parkinson,TE,SEA,ARI,-450,37.50,-8.50,23.00,2500,4.85,1.9,0.0,0.0,2.8,2.8,1.1
Pittsburgh Steelers,D,PIT,LAR,150,38.50,-2.00,20.25,3100,5.78,1.9,0.0,0.0,0.0,0.0,0.0
D'Onta Foreman,RB,CHI,LV,115,37.50,-15.00,26.25,4800,9.12,1.9,0.0,12.0,1.2,13.2,2.8
Romeo Doubs,WR,GB,DEN,105,37.00,5.00,16.00,4900,9.40,1.9,0.0,0.1,5.5,5.6,1.1
Buffalo Bills,D,BUF,NE,-410,44.00,-2.50,23.25,4200,8.06,1.9,0.0,0.0,0.0,0.0,0.0
Chris Godwin,WR,TB,ATL,-150,39.00,-1.50,20.25,6900,13.06,1.9,0.0,0.1,7.4,7.5,1.1
Puka Nacua,WR,LAR,PIT,-180,38.50,2.00,18.25,7600,14.55,1.9,0.0,0.0,8.1,8.1,1.1
New York Giants,D,NYG,WAS,135,35.00,-6.50,20.75,3000,5.78,1.9,0.0,0.0,0.0,0.0,0.0
Aaron Jones,RB,GB,DEN,105,37.00,5.00,16.00,6800,12.82,1.9,0.0,11.8,3.9,15.7,2.3
Jerry Jeudy,WR,DEN,GB,-125,37.00,-5.00,21.00,5800,10.99,1.9,0.0,0.3,6.0,6.3,1.1
Deonte Harty,WR,BUF,NE,-410,44.00,-2.50,23.25,3000,5.70,1.9,0.0,0.8,3.0,3.8,1.3
Darius Slayton,WR,NYG,WAS,135,35.00,-6.50,20.75,3700,6.94,1.9,0.0,0.1,4.1,4.2,1.1
Alexander Mattison,RB,MIN,SF,255,46.50,-2.00,24.25,5500,10.23,1.9,0.0,10.8,3.1,13.9,2.5
Jahan Dotson,WR,WAS,NYG,-160,35.00,6.50,14.25,4600,8.64,1.9,0.0,0.0,5.9,5.9,1.3
Jakobi Meyers,WR,LV,CHI,-135,37.50,15.00,11.25,6200,11.21,1.8,0.0,0.1,6.5,6.6,1.1
Jeff Wilson,RB,MIA,PHI,140,48.50,6.00,21.25,4000,7.35,1.8,0.0,6.7,1.8,8.5,2.1
Jayden Reed,WR,GB,DEN,105,37.00,5.00,16.00,3700,6.51,1.8,0.0,0.0,3.7,3.7,1.0
Gabe Davis,WR,BUF,NE,-410,44.00,-2.50,23.25,5900,10.78,1.8,0.0,0.1,5.3,5.4,0.9
Connor Heyward,TE,PIT,LAR,150,38.50,-2.00,20.25,2500,4.46,1.8,0.0,0.3,2.9,3.2,1.3
Jonathan Taylor,RB,IND,CLE,155,63.00,4.00,29.50,6500,11.96,1.8,0.0,13.0,2.9,15.9,2.4
Rashee Rice,WR,KC,LAC,-260,52.00,-4.50,28.25,4700,8.41,1.8,0.0,0.0,4.1,4.1,0.9
Saquon Barkley,RB,NYG,WAS,135,35.00,-6.50,20.75,8100,14.60,1.8,0.0,16.5,4.0,20.5,2.5
Quentin Johnston,WR,LAC,KC,210,52.00,4.50,23.75,3800,6.74,1.8,0.0,0.0,3.7,3.7,1.0
Mike Evans,WR,TB,ATL,-150,39.00,-1.50,20.25,7100,12.81,1.8,0.0,0.1,7.2,7.3,1.0
Courtland Sutton,WR,DEN,GB,-125,37.00,-5.00,21.00,5200,9.34,1.8,0.0,0.0,5.4,5.4,1.0
Calvin Austin,WR,PIT,LAR,150,38.50,-2.00,20.25,3300,6.02,1.8,0.0,0.0,3.7,3.7,1.1
Gerald Everett,TE,LAC,KC,210,52.00,4.50,23.75,3800,6.82,1.8,0.0,0.0,4.0,4.0,1.1
Indianapolis Colts,D,IND,CLE,155,63.00,4.00,29.50,3400,6.23,1.8,0.0,0.0,0.0,0.0,0.0
Justice Hill,RB,BAL,DET,-165,43.50,-27.00,35.25,4600,7.73,1.7,0.0,6.9,2.3,9.2,2.0
Michael Wilson,WR,ARI,SEA,350,37.50,8.50,14.50,3800,6.50,1.7,0.0,0.0,4.1,4.1,1.1
Kalif Raymond,WR,DET,BAL,140,43.50,27.00,8.25,3400,5.83,1.7,0.0,0.2,3.3,3.5,1.0
Royce Freeman,RB,LAR,PIT,-180,38.50,2.00,18.25,4000,6.94,1.7,0.0,8.8,2.1,10.9,2.7
DeVante Parker,WR,NE,BUF,315,44.00,2.50,20.75,3400,5.62,1.7,0.0,0.0,3.6,3.6,1.1
Minnesota Vikings,D,MIN,SF,255,46.50,-2.00,24.25,2800,4.66,1.7,0.0,0.0,0.0,0.0,0.0
Nelson Agholor,WR,BAL,DET,-165,43.50,-27.00,35.25,3400,5.68,1.7,0.0,0.2,3.3,3.5,1.0
Miami Dolphins,D,MIA,PHI,140,48.50,6.00,21.25,2700,4.61,1.7,0.0,0.0,0.0,0.0,0.0
Hunter Henry,TE,NE,BUF,315,44.00,2.50,20.75,4100,7.06,1.7,0.0,0.0,4.5,4.5,1.1
Brian Robinson,RB,WAS,NYG,-160,35.00,6.50,14.25,5800,9.85,1.7,0.0,10.0,2.5,12.5,2.2
Jauan Jennings,WR,SF,MIN,-315,46.50,2.00,22.25,3800,6.32,1.7,0.0,0.0,4.0,4.0,1.1
Ray-Ray McCloud,WR,SF,MIN,-315,46.50,2.00,22.25,3000,4.70,1.6,0.0,0.2,2.4,2.6,0.9
Josh Reynolds,WR,DET,BAL,140,43.50,27.00,8.25,4300,6.94,1.6,0.0,0.1,4.2,4.3,1.0
Gus Edwards,RB,BAL,DET,-165,43.50,-27.00,35.25,4800,7.59,1.6,0.0,14.0,0.8,14.8,3.1
James Cook,RB,BUF,NE,-410,44.00,-2.50,23.25,6400,10.31,1.6,0.0,11.0,2.1,13.1,2.0
DeeJay Dallas,RB,SEA,ARI,-450,37.50,-8.50,23.00,4000,6.25,1.6,0.0,2.8,2.5,5.3,1.3
Keaontay Ingram,RB,ARI,SEA,350,37.50,8.50,14.50,4900,7.60,1.6,0.0,9.7,1.8,11.5,2.3
Mike Gesicki,TE,NE,BUF,315,44.00,2.50,20.75,2600,4.12,1.6,0.0,0.0,2.7,2.7,1.0
Green Bay Packers,D,GB,DEN,105,37.00,5.00,16.00,3700,5.77,1.6,0.0,0.0,0.0,0.0,0.0
Jamal Agnew,WR,JAX,NO,120,46.00,-3.00,24.50,3000,4.91,1.6,0.0,0.9,2.1,3.0,1.0
Darnell Mooney,WR,CHI,LV,115,37.50,-15.00,26.25,3500,5.57,1.6,0.0,0.2,3.5,3.7,1.1
Rashod Bateman,WR,BAL,DET,-165,43.50,-27.00,35.25,3600,5.45,1.5,0.0,0.0,3.0,3.0,0.8
Latavius Murray,RB,BUF,NE,-410,44.00,-2.50,23.25,4400,6.62,1.5,0.0,6.2,1.9,8.1,1.8
Cade Otton,TE,TB,ATL,-150,39.00,-1.50,20.25,2900,4.28,1.5,0.0,0.0,2.7,2.7,0.9
Tyler Allgeier,RB,ATL,TB,130,39.00,1.50,18.75,4500,6.59,1.5,0.0,9.6,1.5,11.1,2.5
Olamide Zaccheaus,WR,PHI,MIA,-165,48.50,-6.00,27.25,3000,4.37,1.5,0.0,0.1,2.4,2.5,0.8
Alec Pierce,WR,IND,CLE,155,63.00,4.00,29.50,3300,4.84,1.5,0.0,0.0,2.9,2.9,0.9
Durham Smythe,TE,MIA,PHI,140,48.50,6.00,21.25,2800,4.19,1.5,0.0,0.0,2.2,2.2,0.8
Antonio Gibson,RB,WAS,NYG,-160,35.00,6.50,14.25,4700,6.96,1.5,0.0,3.7,2.8,6.5,1.4
Donovan Peoples-Jones,WR,DET,BAL,140,43.50,27.00,8.25,3200,4.64,1.5,0.0,0.1,2.6,2.7,0.8
Kareem Hunt,RB,CLE,IND,-185,63.00,-4.00,33.50,5000,7.65,1.5,0.0,7.3,2.2,9.5,1.9
Jaleel McLaughlin,RB,DEN,GB,-125,37.00,-5.00,21.00,5000,6.78,1.4,0.0,6.8,1.7,8.5,1.7
Zack Moss,RB,IND,CLE,155,63.00,4.00,29.50,6200,8.42,1.4,0.0,9.0,2.2,11.2,1.8
Adam Trautman,TE,DEN,GB,-125,37.00,-5.00,21.00,2600,3.71,1.4,0.0,0.0,2.2,2.2,0.8
Marquez Valdes-Scantling,WR,KC,LAC,-260,52.00,-4.50,28.25,3200,4.43,1.4,0.0,0.0,2.3,2.3,0.7
Ezekiel Elliott,RB,NE,BUF,315,44.00,2.50,20.75,4800,6.57,1.4,0.0,8.1,1.3,9.4,2.0
Kenneth Gainwell,RB,PHI,MIA,-165,48.50,-6.00,27.25,4500,6.30,1.4,0.0,4.4,2.0,6.4,1.4
Noah Gray,TE,KC,LAC,-260,52.00,-4.50,28.25,3000,3.86,1.3,0.0,0.0,2.0,2.0,0.7
Trey Palmer,WR,TB,ATL,-150,39.00,-1.50,20.25,3600,4.83,1.3,0.0,0.0,2.9,2.9,0.8
Craig Reynolds,RB,DET,BAL,140,43.50,27.00,8.25,4900,6.34,1.3,0.0,8.2,1.4,9.6,2.0
Mack Hollins,WR,ATL,TB,130,39.00,1.50,18.75,3400,4.56,1.3,0.0,0.0,3.0,3.0,0.9
Marvin Mims,WR,DEN,GB,-125,37.00,-5.00,21.00,3600,4.62,1.3,0.0,0.0,2.6,2.6,0.7
Jerick McKinnon,RB,KC,LAC,-260,52.00,-4.50,28.25,4700,5.93,1.3,0.0,1.2,2.8,4.0,0.9
AJ Dillon,RB,GB,DEN,105,37.00,5.00,16.00,5300,6.56,1.2,0.0,9.5,1.3,10.8,2.0
Harrison Bryant,TE,CLE,IND,-185,63.00,-4.00,33.50,2500,2.98,1.2,0.0,0.0,1.6,1.6,0.6
Parris Campbell,WR,NYG,WAS,135,35.00,-6.50,20.75,3000,3.48,1.2,0.0,0.3,2.1,2.4,0.8
Darnell Washington,TE,PIT,LAR,150,38.50,-2.00,20.25,2500,3.05,1.2,0.0,0.0,1.8,1.8,0.7
Derius Davis,WR,LAC,KC,210,52.00,4.50,23.75,3300,3.96,1.2,0.0,0.1,2.4,2.5,0.8
Joshua Kelley,RB,LAC,KC,210,52.00,4.50,23.75,5200,5.97,1.2,0.0,7.7,0.6,8.3,1.6
Josh Oliver,TE,MIN,SF,255,46.50,-2.00,24.25,2500,2.69,1.1,0.0,0.0,1.8,1.8,0.7
Dyami Brown,WR,WAS,NYG,-160,35.00,6.50,14.25,3000,3.18,1.1,0.0,0.0,2.0,2.0,0.7
Hunter Renfrow,WR,LV,CHI,-135,37.50,15.00,11.25,3100,3.49,1.1,0.0,0.1,2.1,2.2,0.7
Will Dissly,TE,SEA,ARI,-450,37.50,-8.50,23.00,2600,2.95,1.1,0.0,0.0,1.8,1.8,0.7
