pos,name,salary
QB,Justin Herbert,5400
TE,Travis Kelce,5800
TE,Will Dissly,3500
WR,Jakobi Meyers,5100
RB,De'Von Achane,7500
RB,Christian Mccaffrey,8500
WR,Deandre Hopkins,5400
DST,Denver Broncos,3200
WR,Jauan Jennings,5600
