Pos,Name,Salary
QB,"Roethlisberger, Ben",6600
WR,"Adams, Davante",8500
WR,"Johnson, Diontae",7200
TE,"Kittle, George",7800
RB,"Williams, Javonte",7000
RB,"Taylor, Jonathan",10200
WR,"Jefferson, Justin",8600
Def,Kansas City,3700
