Pos,Name,Salary
QB,"Darnold, Sam",7600
RB,"Ekeler, Austin",7700
RB,"Hunt, Kareem",7000
WR,"Samuel, Deebo",7700
WR,"Moore, D.J.",7900
WR,"Cooks, Brandin",6300
TE,"Gronkowski, Rob",6000
Def,New Orleans,4600
WR,"Osborn, K.J.",5200
