Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
9;2011;3743;Caldwell, Andre;WR;cin;a;ten;10.7;4800
9;2011;3444;Lloyd, Brandon;WR;stl;a;ari;10.5;7200
9;2011;3241;Burress, Plaxico;WR;nyj;a;buf;10.4;5900
9;2011;3586;Holmes, Santonio;WR;nyj;a;buf;10.4;6100
9;2011;5123;Brown, Vincent;WR;sdg;h;gnb;9.9;4500
9;2011;3737;Johnson, Steve;WR;buf;h;nyj;9.9;7200
9;2011;3571;White, Roddy;WR;atl;a;ind;9.6;8000
9;2011;3604;Moore, Lance;WR;nor;h;tam;9.5;5700
9;2011;5106;Salas, Greg;WR;stl;a;ari;9.4;5000
9;2011;3679;Jones, James;WR;gnb;a;sdg;8.6;6100
9;2011;3683;Rice, Sidney;WR;sea;a;dal;8.4;6900
9;2011;3830;Maclin, Jeremy;WR;phi;h;chi;8.3;7500
9;2011;5109;Moore, Denarius;WR;oak;h;den;8.1;4800
9;2011;3978;Roberts, Andre;WR;ari;h;stl;8;4800
9;2011;3862;Gibson, Brandon;WR;stl;a;ari;7.9;5200
9;2011;3602;Colston, Marques;WR;nor;h;tam;7.7;7000
9;2011;5078;Williams, Mike;WR;tam;a;nor;7.6;6300
9;2011;3872;Crabtree, Michael;WR;sfo;a;was;7.6;5900
9;2011;3891;Bryant, Dez;WR;dal;h;sea;7.6;7200
9;2011;5114;Hankerson, Leonard;WR;was;h;sfo;7.4;4500
9;2011;3969;Parker, Preston;WR;tam;a;nor;7.1;5300
9;2011;5124;Pettis, Austin;WR;stl;a;ari;6.3;4500
9;2011;3610;Austin, Miles;WR;dal;h;sea;6.3;7000
9;2011;3497;Cotchery, Jerricho;WR;pit;h;bal;6.2;4500
9;2011;3527;Williams, Roy;WR;chi;a;phi;6.1;5000
9;2011;3573;Williams, Mike;WR;sea;a;dal;5.6;5000
9;2011;3863;Collie, Austin;WR;ind;h;atl;5.2;5800
9;2011;3889;Briscoe, Dezmon;WR;tam;a;nor;5.1;5300
9;2011;3303;Wayne, Reggie;WR;ind;h;atl;5;7000
9;2011;5136;Baldwin, Doug;WR;sea;a;dal;4.6;5300
9;2011;5090;Little, Greg;WR;cle;a;hou;4.3;5400
9;2011;5111;Kerley, Jeremy;WR;nyj;a;buf;4.3;4800
9;2011;3581;Washington, Nate;WR;ten;h;cin;4.3;6100
9;2011;3545;Edwards, Braylon;WR;sfo;a;was;4;5700
9;2011;5139;Williams, LaQuan;WR;bal;a;pit;3.8;4500
9;2011;3678;Jones, Jacoby;WR;hou;h;cle;3.8;5200
9;2011;3754;Garcon, Pierre;WR;ind;h;atl;3.7;7000
9;2011;3997;Thomas, Demaryius;WR;den;a;oak;3.4;4900
9;2011;3799;Barden, Ramses;WR;nyg;a;nwe;3.4;4500
9;2011;3312;Houshmandzadeh, T.J.;WR;oak;h;den;3.3;0
9;2011;3359;Branch, Deion;WR;nwe;h;nyg;3.1;6500
9;2011;3768;Schilens, Chaz;WR;oak;h;den;3;4500
9;2011;3611;Avant, Jason;WR;phi;h;chi;3;5800
9;2011;3820;Murphy, Louis;WR;oak;h;den;2.8;4800
9;2011;3885;Benn, Arrelious;WR;tam;a;nor;2.8;5400
9;2011;3058;Driver, Donald;WR;gnb;a;sdg;2.8;4800
9;2011;3506;Henderson, Devery;WR;nor;h;tam;2.3;4800
9;2011;3670;Ginn Jr., Ted;WR;sfo;a;was;1.9;4500
9;2011;3829;Knox, Johnny;WR;chi;a;phi;1.9;6100
9;2011;5076;Williams, Kyle;WR;sfo;a;was;1.7;4500
9;2011;5119;Baldwin, Jon;WR;kan;h;mia;1.7;4500
9;2011;3593;Hester, Devin;WR;chi;a;phi;1.7;5500
9;2011;3770;Jackson, DeSean;WR;phi;h;chi;1.6;7000
9;2011;3630;Obomanu, Ben;WR;sea;a;dal;1.6;5400
9;2011;3995;Tate, Golden;WR;sea;a;dal;1.3;4500
9;2011;3654;Spurlock, Micheal;WR;tam;a;nor;1.2;4500
9;2011;3949;Mariani, Marc;WR;ten;h;cin;1.1;4500
9;2011;3941;Jones, Donald;WR;buf;h;nyj;1.1;4800
9;2011;3828;Norwood, Jordan;WR;cle;a;hou;1.1;4700
9;2011;3498;Crayton, Patrick;WR;sdg;h;gnb;1;4800
9;2011;3496;Colbert, Keary;WR;kan;h;mia;1;4500
9;2011;3458;Walter, Kevin;WR;hou;h;cle;1;5700
9;2011;3981;Roosevelt, Naaman;WR;buf;h;nyj;0.8;4800
9;2011;3758;Bess, Davone;WR;mia;a;kan;0.5;5900
9;2011;3880;Austin, Terrence;WR;was;h;sfo;0.4;4800
9;2011;3898;Cooper, Riley;WR;phi;h;chi;0;4500
9;2011;3808;Massaquoi, Mohamed;WR;cle;a;hou;0;5200
9;2011;3976;Reed, David;WR;bal;a;pit;0;4500
9;2011;3957;Meier, Kerry;WR;atl;a;ind;0;4500
9;2011;3804;Turner, Patrick;WR;nyj;a;buf;0;4500
9;2011;3848;Heyward-Bey, Darrius;WR;oak;h;den;0;6400
9;2011;3876;Ogletree, Kevin;WR;dal;h;sea;0;4500
9;2011;5107;Gates, Edmond;WR;mia;a;kan;0;4500
9;2011;3439;Johnson, Bryant;WR;hou;h;cle;0;4500
9;2011;3782;Thomas, Devin;WR;nyg;a;nwe;0;4500
9;2011;3732;Weems, Eric;WR;atl;a;ind;0;4500
9;2011;3533;Copper, Terrance;WR;kan;h;mia;0;4500
9;2011;5110;Paul, Niles;WR;was;h;sfo;0;4500
9;2011;3681;Meachem, Robert;WR;nor;h;tam;0;5400
9;2011;3671;Gonzalez, Anthony;WR;ind;h;atl;0;4500
9;2011;3565;Roby, Courtney;WR;nor;h;tam;0;4500
9;2011;3628;Martin, Ruvell;WR;buf;h;nyj;0;4500
9;2011;3959;Mitchell, Carlton;WR;cle;a;hou;0;4500
9;2011;3778;Avery, Donnie;WR;ten;h;cin;0;4500
9;2011;5140;Hawkins, Andrew;WR;cin;a;ten;0;4500
9;2011;3215;Ward, Hines;WR;pit;h;bal;0;5700
9;2011;3860;Tate, Brandon;WR;cin;a;ten;0;4800
9;2011;3934;Holley, Jesse;WR;dal;h;sea;0;4500
9;2011;5102;Sampson, DeMarco;WR;ari;h;stl;0;4500
9;2011;1261;Smith, Brad;WR;buf;h;nyj;0;4800
9;2011;3727;Willis, Matt;WR;den;a;oak;0;4700
9;2011;3731;Douglas, Harry;WR;atl;a;ind;0;4800
9;2011;3858;Hartline, Brian;WR;mia;a;kan;0;5400
9;2011;3689;Stuckey, Chansi;WR;ari;h;stl;0;4500
9;2011;3314;Ochocinco, Chad;WR;nwe;h;nyg;0;4800
9;2011;5125;Cobb, Randall;WR;gnb;a;sdg;0;4800
9;2011;5070;Walters, Bryan;WR;sdg;h;gnb;0;4500
9;2011;3495;Clayton, Michael;WR;nyg;a;nwe;0;4500
9;2011;3915;Goodman, Richard;WR;sdg;h;gnb;0;4500
9;2011;3901;Curry, Dominique;WR;stl;a;ari;0;4500
9;2011;3801;Cosby, Quan;WR;den;a;oak;0;4500
9;2011;3865;Armstrong, Anthony;WR;was;h;sfo;0;4900
9;2011;3760;Slater, Matthew;WR;nwe;h;nyg;0;4500
9;2011;5137;Sanzenbacher, Dane;WR;chi;a;phi;0;4800
9;2011;3422;Battle, Arnaz;WR;pit;h;bal;0;4500
9;2011;3882;Banks, Brandon;WR;was;h;sfo;0;4500
9;2011;3126;Mason, Derrick;WR;hou;h;cle;0;4800
9;2011;3603;Hurd, Sam;WR;chi;a;phi;0;4500
9;2011;5122;Jernigan, Jerrel;WR;nyg;a;nwe;0;4500
9;2011;3826;Edelman, Julian;WR;nwe;h;nyg;-1.8;4500
9;2011;4494;Gronkowski, Rob;TE;nwe;h;nyg;20.1;7100
9;2011;4270;Gates, Antonio;TE;sdg;h;gnb;19.6;7500
9;2011;4327;Fasano, Anthony;TE;mia;a;kan;16.8;4700
9;2011;4262;Witten, Jason;TE;dal;h;sea;15.1;7400
9;2011;3881;Ballard, Jake;TE;nyg;a;nwe;14.7;5400
9;2011;4410;Finley, Jermichael;TE;gnb;a;sdg;12.9;6600
9;2011;4051;Gonzalez, Tony;TE;atl;a;ind;11.6;6400
9;2011;4498;Hernandez, Aaron;TE;nwe;h;nyg;11.5;7000
9;2011;4294;Winslow, Kellen;TE;tam;a;nor;10.9;5400
9;2011;4492;Graham, Jimmy;TE;nor;h;tam;10.8;7600
9;2011;4311;Miller, Heath;TE;pit;h;bal;9.8;5700
9;2011;4363;Celek, Brent;TE;phi;h;chi;9.5;5200
9;2011;4420;Keller, Dustin;TE;nyj;a;buf;8.4;5500
9;2011;4371;Spaeth, Matt;TE;chi;a;phi;8.3;4500
9;2011;4544;Cochart, Colin;TE;cin;a;ten;7.7;4500
9;2011;4516;Pitta, Dennis;TE;bal;a;pit;7.1;4700
9;2011;4252;Lee, Donald;TE;cin;a;ten;6.4;4500
9;2011;4425;Davis, Fred;TE;was;h;sfo;6.2;7000
9;2011;4504;McCoy, Anthony;TE;sea;a;dal;5.4;4500
9;2011;4335;Daniels, Owen;TE;hou;h;cle;4.7;6100
9;2011;4437;Cook, Jared;TE;ten;h;cin;4.7;5300
9;2011;4323;Davis, Vernon;TE;sfo;a;was;4.1;6000
9;2011;4376;Chandler, Scott;TE;buf;h;nyj;3.9;4900
9;2011;4306;Dreessen, Joel;TE;hou;h;cle;3.7;5200
9;2011;4292;Watson, Ben;TE;cle;a;hou;3.6;5400
9;2011;4484;Dray, Jim;TE;ari;h;stl;3.5;4500
9;2011;4548;Pianalto, Zack;TE;tam;a;nor;3.4;4500
9;2011;4248;Clark, Dallas;TE;ind;h;atl;3.1;6300
9;2011;4424;Stevens, Craig;TE;ten;h;cin;3;4500
9;2011;4450;Johnson, David;TE;pit;h;bal;3;4500
9;2011;4360;Walker, Delanie;TE;sfo;a;was;2.2;5000
9;2011;4443;Moore, Evan;TE;cle;a;hou;2.1;4800
9;2011;4370;Rosario, Dante;TE;den;a;oak;1.8;4500
9;2011;4482;Dickson, Ed;TE;bal;a;pit;1.8;4900
9;2011;4457;Myers, Brandon;TE;oak;h;den;1.6;4500
9;2011;4411;Tamme, Jacob;TE;ind;h;atl;1.6;4500
9;2011;4237;Gilmore, John;TE;nor;h;tam;1.4;4500
9;2011;4512;Palmer, Michael;TE;atl;a;ind;1.4;4500
9;2011;4325;Pope, Leonard;TE;kan;h;mia;1.4;4500
9;2011;4495;Harbor, Clay;TE;phi;h;chi;1.3;4500
9;2011;4533;Cameron, Jordan;TE;cle;a;hou;1.2;4500
9;2011;4458;Pascoe, Bear;TE;nyg;a;nwe;1.2;4500
9;2011;4538;Kendricks, Lance;TE;stl;a;ari;1.2;4500
9;2011;4485;Eldridge, Brody;TE;ind;h;atl;1.1;4500
9;2011;4337;Fells, Daniel;TE;den;a;oak;1.1;4800
9;2011;4348;Thomas, David;TE;nor;h;tam;0.9;4500
9;2011;4223;McMichael, Randy;TE;sdg;h;gnb;0.8;4500
9;2011;4440;O'Connell, Jake;TE;kan;h;mia;0.8;4500
9;2011;4403;Davis, Kellen;TE;chi;a;phi;0.4;4500
9;2011;4138;Zelenka, Joe;TE;atl;a;ind;0;4500
9;2011;4391;Harris, Clark;TE;cin;a;ten;0;4500
9;2011;4480;Crabtree, Tom;TE;gnb;a;sdg;0;4500
9;2011;4212;Graham, Daniel;TE;ten;h;cin;0;4500
9;2011;4340;King, Jeff;TE;ari;h;stl;0;4700
9;2011;4171;Leach, Mike;TE;ari;h;stl;0;4500
9;2011;4513;Paulsen, Logan;TE;was;h;sfo;0;4500
9;2011;4186;Snow, Justin;TE;ind;h;atl;0;4500
9;2011;4431;Mulligan, Matthew;TE;nyj;a;buf;0;4500
9;2011;4429;Beckum, Travis;TE;nyg;a;nwe;0;4500
9;2011;4375;Boss, Kevin;TE;oak;h;den;0;4700
9;2011;4534;Thomas, Julius;TE;den;a;oak;0;4500
9;2011;2838;Taylor, Ryan;TE;gnb;a;sdg;0;4500
9;2011;4433;Phillips, John;TE;dal;h;sea;0;4500
9;2011;4547;Adams, Kyle;TE;chi;a;phi;0;4500
9;2011;4407;Bennett, Martellus;TE;dal;h;sea;0;4500
9;2011;4503;Mastrud, Jeron;TE;mia;a;kan;0;4500
9;2011;4527;Saunders, Weslye;TE;pit;h;bal;0;4500
9;2011;4535;Smith, Lee;TE;buf;h;nyj;0;4500
9;2011;4467;Sperry, Kory;TE;sdg;h;gnb;0;4500
9;2011;4222;Peelle, Justin;TE;sfo;a;was;0;4500
9;2011;4314;Smith, Alex;TE;cle;a;hou;0;4500
9;2011;4367;Miller, Zach;TE;sea;a;dal;0;4700
9;2011;4499;Hoomanawanui, Michael;TE;stl;a;ari;0;4700
9;2011;4145;Becht, Anthony;TE;kan;h;mia;0;4500
9;2011;4545;Gordon, Richard;TE;oak;h;den;0;4500
9;2011;4532;Stocker, Luke;TE;tam;a;nor;0;4500
9;2011;4155;Jennings, Brian;TE;sfo;a;was;0;4500
9;2011;4536;Williams, D.J.;TE;gnb;a;sdg;0;4500
9;2011;4301;Bajema, Billy;TE;stl;a;ari;0;4500
9;2011;4074;Kelly, Reggie;TE;atl;a;ind;0;4500
9;2011;4518;Quarless, Andrew;TE;gnb;a;sdg;0;4500
9;2011;6001;Akers, David;PK;sfo;a;was;16;5800
9;2011;6049;Rackers, Neil;PK;hou;h;cle;14;5200
9;2011;6096;Gould, Robbie;PK;chi;a;phi;14;5400
9;2011;6072;Cundiff, Billy;PK;bal;a;pit;14;5900
9;2011;6194;Bailey, Dan;PK;dal;h;sea;12;5200
9;2011;6120;Folk, Nick;PK;nyj;a;buf;12;5400
9;2011;6166;Barth, Connor;PK;tam;a;nor;12;5200
9;2011;6079;Brown, Josh;PK;stl;a;ari;11;5000
9;2011;6016;Dawson, Phil;PK;cle;a;hou;10;5000
9;2011;6095;Novak, Nick;PK;sdg;h;gnb;10;5400
9;2011;6104;Crosby, Mason;PK;gnb;a;sdg;10;5800
9;2011;6098;Gostkowski, Stephen;PK;nwe;h;nyg;9;5300
9;2011;6027;Kasay, John;PK;nor;h;tam;9;5400
9;2011;6159;Prater, Matt;PK;den;a;oak;9;5000
9;2011;6097;Suisham, Shaun;PK;pit;h;bal;8;5400
9;2011;6163;Carpenter, Dan;PK;mia;a;kan;8;5700
9;2011;6167;Hauschka, Steven;PK;sea;a;dal;8;5200
9;2011;6071;Bryant, Matt;PK;atl;a;ind;7;5400
9;2011;6062;Feely, Jay;PK;ari;h;stl;7;5000
9;2011;6048;Janikowski, Sebastian;PK;oak;h;den;7;5400
9;2011;6199;Henery, Alex;PK;phi;h;chi;7;5300
9;2011;6090;Tynes, Lawrence;PK;nyg;a;nwe;6;5200
9;2011;6093;Nugent, Mike;PK;cin;a;ten;6;5400
9;2011;6094;Bironas, Rob;PK;ten;h;cin;6;5200
9;2011;6172;Gano, Graham;PK;was;h;sfo;5;5000
9;2011;6169;Succop, Ryan;PK;kan;h;mia;4;5000
9;2011;6053;Lindell, Rian;PK;buf;h;nyj;3;5300
9;2011;6037;Vinatieri, Adam;PK;ind;h;atl;1;5000
9;2011;6173;Buehler, David;PK;dal;h;sea;0;5000
9;2011;7001;Arizona Defense;Def;ari;h;stl;18;5000
9;2011;7012;Green Bay Defense;Def;gnb;a;sdg;16;5300
9;2011;7010;Denver Defense;Def;den;a;oak;14;5000
9;2011;7009;Dallas Defense;Def;dal;h;sea;13;5000
9;2011;7032;Houston Defense;Def;hou;h;cle;12;5300
9;2011;7016;Miami Defense;Def;mia;a;kan;12;5000
9;2011;7027;San Francisco Defense;Def;sfo;a;was;11;5400
9;2011;7020;New York G Defense;Def;nyg;a;nwe;11;5200
9;2011;7021;New York J Defense;Def;nyj;a;buf;10;5300
9;2011;7002;Atlanta Defense;Def;atl;a;ind;10;5000
9;2011;7023;Philadelphia Defense;Def;phi;h;chi;9;5200
9;2011;7025;St. Louis Defense;Def;stl;a;ari;8;5000
9;2011;7013;Indianapolis Defense;Def;ind;h;atl;8;5000
9;2011;7003;Baltimore Defense;Def;bal;a;pit;6;5700
9;2011;7004;Buffalo Defense;Def;buf;h;nyj;5;5400
9;2011;7007;Cincinnati Defense;Def;cin;a;ten;5;5400
9;2011;7006;Chicago Defense;Def;chi;a;phi;5;5400
9;2011;7031;Washington Defense;Def;was;h;sfo;5;5000
9;2011;7024;Pittsburgh Defense;Def;pit;h;bal;5;5000
9;2011;7018;New England Defense;Def;nwe;h;nyg;4;5000
9;2011;7029;Tampa Bay Defense;Def;tam;a;nor;2;5000
9;2011;7019;New Orleans Defense;Def;nor;h;tam;2;5200
9;2011;7028;Seattle Defense;Def;sea;a;dal;2;5200
9;2011;7008;Cleveland Defense;Def;cle;a;hou;1;5000
9;2011;7030;Tennessee Defense;Def;ten;h;cin;1;5200
9;2011;7026;San Diego Defense;Def;sdg;h;gnb;0;5000
9;2011;7015;Kansas City Defense;Def;kan;h;mia;-1;5300
9;2011;7022;Oakland Defense;Def;oak;h;den;-3;5000
Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
10;2011;1252;Rodgers, Aaron;QB;gnb;h;min;28.1;9800
10;2011;1131;Brady, Tom;QB;nwe;a;nyj;25.36;9100
10;2011;1369;Skelton, John;QB;ari;a;phi;24.1;5500
10;2011;1233;Romo, Tony;QB;dal;h;buf;22.8;8200
10;2011;1301;Ryan, Matt;QB;atl;h;nor;21.94;8000
10;2011;1339;Sanchez, Mark;QB;nyj;h;nwe;21.34;7100
10;2011;1151;Brees, Drew;QB;nor;a;atl;20.88;9400
10;2011;1225;Manning, Eli;QB;nyg;a;sfo;18.84;8200
10;2011;1234;Schaub, Matt;QB;hou;a;tam;17.78;7700
10;2011;1254;Smith, Alex;QB;sfo;h;nyg;17.38;6700
10;2011;1373;Tebow, Tim;QB;den;a;kan;17.06;8200
10;2011;1231;Rivers, Philip;QB;sdg;h;oak;16.36;8600
10;2011;1207;Palmer, Carson;QB;oak;a;sdg;16.16;6400
10;2011;1302;Flacco, Joe;QB;bal;a;sea;14;7700
10;2011;1060;Hasselbeck, Matt;QB;ten;a;car;13.86;7100
10;2011;1340;Stafford, Matthew;QB;det;a;chi;13.26;8600
10;2011;1378;Newton, Cam;QB;car;h;ten;12.98;9400
10;2011;1403;Dalton, Andy;QB;cin;h;pit;12.8;7000
10;2011;1232;Roethlisberger, Ben;QB;pit;a;cin;12.6;8500
10;2011;1155;Vick, Michael;QB;phi;h;ari;11.02;9400
10;2011;1330;Freeman, Josh;QB;tam;h;hou;10.3;7300
10;2011;1344;Bradford, Sam;QB;stl;a;cle;9.5;6500
10;2011;1241;Cassel, Matt;QB;kan;h;den;9.32;7100
10;2011;1361;McCoy, Colt;QB;cle;h;stl;9.12;6700
10;2011;1260;Jackson, Tarvaris;QB;sea;h;bal;8.98;5500
10;2011;1242;Fitzpatrick, Ryan;QB;buf;a;dal;8.84;7700
10;2011;1381;Gabbert, Blaine;QB;jac;a;ind;8.52;5600
10;2011;1386;Ponder, Christian;QB;min;a;gnb;8.3;6800
10;2011;1307;Flynn, Matt;QB;gnb;h;min;7.52;5000
10;2011;1298;Moore, Matt;QB;mia;h;was;6.76;6400
10;2011;1202;Grossman, Rex;QB;was;a;mia;6.6;5300
10;2011;1263;Cutler, Jay;QB;chi;h;det;4.72;7100
10;2011;1313;Palko, Tyler;QB;kan;h;den;2.68;5000
10;2011;1211;Wallace, Seneca;QB;cle;h;stl;2.6;5000
10;2011;5071;Webb, Joe;QB;min;a;gnb;2;5000
10;2011;1332;Painter, Curtis;QB;ind;h;jac;1.66;6200
10;2011;1249;Orlovsky, Dan;QB;ind;h;jac;0.68;5000
10;2011;1257;Young, Vince;QB;phi;h;ari;0;5500
10;2011;1015;Brunell, Mark;QB;nyj;h;nwe;0;5000
10;2011;1335;Hanie, Caleb;QB;chi;h;det;0;5000
10;2011;1158;Feeley, A.J.;QB;stl;a;cle;0;5500
10;2011;1334;Daniel, Chase;QB;nor;a;atl;0;5000
10;2011;1073;Kitna, Jon;QB;dal;h;buf;-0.1;5800
10;2011;1256;Leinart, Matt;QB;hou;a;tam;-0.1;5000
10;2011;1320;Johnson, Josh;QB;tam;h;hou;-2;5000
10;2011;2696;Foster, Arian;RB;hou;a;tam;32.6;9800
10;2011;2536;Bush, Michael;RB;oak;a;sdg;31.7;6800
10;2011;2831;Murray, DeMarco;RB;dal;h;buf;26.1;7000
10;2011;2645;Johnson, Chris;RB;ten;a;car;25.4;7600
10;2011;2552;Lynch, Marshawn;RB;sea;h;bal;25.2;6700
10;2011;2502;Jones-Drew, Maurice;RB;jac;a;ind;21.2;8600
10;2011;2635;Mendenhall, Rashard;RB;pit;a;cin;19.5;7000
10;2011;2495;Bush, Reggie;RB;mia;h;was;19.1;6400
10;2011;2707;McCoy, LeSean;RB;phi;h;ari;16.8;9700
10;2011;2608;Rice, Ray;RB;bal;a;sea;16.14;9700
10;2011;2418;Jackson, Steven;RB;stl;a;cle;14.6;8200
10;2011;2613;Forte, Matt;RB;chi;h;det;13.2;9400
10;2011;2779;Tate, Ben;RB;hou;a;tam;12.3;6100
10;2011;3953;McCluster, Dexter;RB;kan;h;den;12.3;4900
10;2011;2691;Ogbonnaya, Chris;RB;cle;h;stl;11.9;4500
10;2011;2520;Jackson, Fred;RB;buf;a;dal;11.5;8800
10;2011;2434;Turner, Michael;RB;atl;h;nor;11.1;8500
10;2011;2553;Peterson, Adrian;RB;min;a;gnb;11.1;9700
10;2011;2814;Hunter, Kendall;RB;sfo;h;nyg;10.9;4900
10;2011;2647;Tolbert, Mike;RB;sdg;h;oak;9.8;7100
10;2011;2435;Ward, Derrick;RB;hou;a;tam;9.6;4700
10;2011;2669;Ball, Lance;RB;den;a;kan;9.6;4900
10;2011;2563;Snelling, Jason;RB;atl;h;nor;9.5;4700
10;2011;2633;Ware, Danny;RB;nyg;a;sfo;9.3;4500
10;2011;2777;Starks, James;RB;gnb;h;min;8.9;6500
10;2011;2649;Lumpkin, Kregg;RB;tam;h;hou;8.6;5200
10;2011;2705;Brown, Donald;RB;ind;h;jac;8.5;5500
10;2011;2709;Greene, Shonn;RB;nyj;h;nwe;8.5;6700
10;2011;2472;Jacobs, Brandon;RB;nyg;a;sfo;8.2;6700
10;2011;2549;Kuhn, John;RB;gnb;h;min;7.9;4900
10;2011;2572;McClain, Le'Ron;RB;kan;h;den;7.9;4900
10;2011;2639;Hester, Jacob;RB;sdg;h;oak;7.3;4700
10;2011;2754;Mathews, Ryan;RB;sdg;h;oak;7.2;8300
10;2011;2270;Tomlinson, LaDainian;RB;nyj;h;nwe;7;6100
10;2011;2813;Helu, Roy;RB;was;a;mia;6.9;5600
10;2011;2454;Benson, Cedric;RB;cin;h;pit;6.7;6700
10;2011;2612;Stewart, Jonathan;RB;car;h;ten;6.5;6400
10;2011;2704;Wells, Beanie;RB;ari;a;phi;6.2;7100
10;2011;2601;Battle, Jackie;RB;kan;h;den;6.1;5600
10;2011;2598;Thomas, Pierre;RB;nor;a;atl;5.8;6500
10;2011;2310;Morris, Maurice;RB;det;a;chi;5.5;5800
10;2011;2706;Moreno, Knowshon;RB;den;a;kan;5.2;5900
10;2011;2689;Woodhead, Danny;RB;nwe;a;nyj;4.9;5000
10;2011;2668;Stephens-Howling, LaRod;RB;ari;a;phi;4.8;4900
10;2011;2750;Karim, Deji;RB;jac;a;ind;4.7;4700
10;2011;2189;Williams, Ricky;RB;bal;a;sea;4.7;5200
10;2011;2818;Rodgers, Jacquizz;RB;atl;h;nor;4.3;4700
10;2011;2794;Thomas, Daniel;RB;mia;h;was;4.2;5900
10;2011;2721;Blount, LeGarrette;RB;tam;h;hou;3.9;6400
10;2011;2622;Smith, Kevin;RB;det;a;chi;3.9;4500
10;2011;2820;Jones, Taiwan;RB;oak;a;sdg;3.9;4700
10;2011;2695;Scott, Bernard;RB;cin;h;pit;3.8;5500
10;2011;2500;Williams, DeAngelo;RB;car;h;ten;3.5;5900
10;2011;2673;Ringer, Javon;RB;ten;a;car;3.1;5500
10;2011;2846;Tanner, Phillip;RB;dal;h;buf;2.9;4700
10;2011;2621;Torain, Ryan;RB;was;a;mia;2.9;5500
10;2011;2580;Grant, Ryan;RB;gnb;h;min;2.8;5600
10;2011;2452;Barber III, Marion;RB;chi;h;det;2.7;5800
10;2011;2760;Miller, Brit;RB;stl;a;cle;2.7;4500
10;2011;2534;Booker, Lorenzo;RB;min;a;gnb;2.6;4500
10;2011;2484;Sproles, Darren;RB;nor;a;atl;2.3;7600
10;2011;2677;Redman, Isaac;RB;pit;a;cin;2.2;4900
10;2011;2337;Taylor, Chester;RB;ari;a;phi;2.2;4700
10;2011;2793;Ingram, Mark;RB;nor;a;atl;1.9;6400
10;2011;2648;Cox, Mike;RB;atl;h;nor;1.8;4500
10;2011;4436;Collins, Jed;RB;nor;a;atl;1.7;4700
10;2011;2657;Larsen, Spencer;RB;den;a;kan;1.7;4500
10;2011;2373;McGahee, Willis;RB;den;a;kan;1.7;6700
10;2011;2811;Carter, Delone;RB;ind;h;jac;1.4;5500
10;2011;2643;Schmitt, Owen;RB;phi;h;ari;1.3;4500
10;2011;2467;Gore, Frank;RB;sfo;h;nyg;1.3;8800
10;2011;2730;Dixon, Anthony;RB;sfo;h;nyg;1;4500
10;2011;2507;Washington, Leon;RB;sea;h;bal;0.9;4700
10;2011;4543;Clay, Charles;RB;mia;h;was;0.9;4900
10;2011;2057;Faulk, Kevin;RB;nwe;a;nyj;0.8;4700
10;2011;2650;Green-Ellis, BenJarvus;RB;nwe;a;nyj;0.8;6500
10;2011;2426;Moore, Mewelde;RB;pit;a;cin;0.7;4900
10;2011;2538;Clayton, Thomas;RB;cle;h;stl;0.6;4500
10;2011;2729;D'Imperio, Ryan;RB;min;a;gnb;0.6;4500
10;2011;2228;Jones, Thomas;RB;kan;h;den;0.4;5000
10;2011;2829;Ridley, Stevan;RB;nwe;a;nyj;0.4;4700
10;2011;2456;Brown, Ronnie;RB;phi;h;ari;0.4;4700
10;2011;2812;Marecic, Owen;RB;cle;h;stl;0.3;4500
10;2011;2642;Forsett, Justin;RB;sea;h;bal;0.3;4700
10;2011;2551;Leonard, Brian;RB;cin;h;pit;0.3;4700
10;2011;2665;Reece, Marcel;RB;oak;a;sdg;0.3;4900
10;2011;2791;Young, Darrel;RB;was;a;mia;0.2;4500
10;2011;2816;Lewis, Dion;RB;phi;h;ari;0.2;4500
10;2011;2775;Spiller, C.J.;RB;buf;a;dal;0.1;4700
10;2011;2787;Williams, Keiland;RB;det;a;chi;0.1;4900
10;2011;2632;Hilliard, Lex;RB;mia;h;was;0;4700
10;2011;2782;Tonga, Manase;RB;oak;a;sdg;0;4500
10;2011;4549;Baker, Josh;RB;nyj;h;nwe;0;4500
10;2011;4439;Casey, James;RB;hou;a;tam;0;4700
10;2011;2773;Smith, Alfonso;RB;ari;a;phi;0;4900
10;2011;2531;Owens, Montell;RB;jac;a;ind;0;4500
10;2011;2834;Miller, Bruce;RB;sfo;h;nyg;0;4900
10;2011;2815;Harper, Jamie;RB;ten;a;car;0;4500
10;2011;2419;Jones, Greg;RB;jac;a;ind;0;4500
10;2011;2530;Hall, Ahmard;RB;ten;a;car;0;4500
10;2011;2822;Sherman, Anthony;RB;ari;a;phi;0;4500
10;2011;2732;Dwyer, Jonathan;RB;pit;a;cin;0;4700
10;2011;3605;Robinson, Michael;RB;sea;h;bal;0;4500
10;2011;2736;Gerhart, Toby;RB;min;a;gnb;0;4500
10;2011;2769;Porter, Quinn;RB;stl;a;cle;0;4500
10;2011;2723;Brinkley, Curtis;RB;sdg;h;oak;0;4700
10;2011;2518;Vickers, Lawrence;RB;hou;a;tam;0;4500
10;2011;2726;Conner, John;RB;nyj;h;nwe;0;4900
