pos,name,salary
Def,New York Giants,2300
QB,Jalen Hurts,8000
WR,Diontae Johnson,5100
WR,Demario Douglas,4000
WR,George Pickens,5400
RB,Bijan Robinson,6100
RB,Alvin Kamara,8100
WR,Terry McLaurin,5600
TE,T.J. Hockenson,5200
