first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Bryce,Young,QB,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,4700,31,10.9,8.1,9.1,14.6,3.11,,
Aaron,Rodgers,QB,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,5300,12,14.4,15.3,14.8,14.6,2.75,,
Davante,Adams,WR,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,7000,18,12.0,16.4,13.5,14.6,2.09,,
Courtland,Sutton,WR,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,6300,23,22.2,16.0,14.3,14.4,2.29,,
James,Conner,RB,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,6600,3,17.0,15.4,15.8,14.4,2.18,,
Evan,Engram,TE,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,4800,4,10.3,13.0,10.7,13.9,2.9,,
Khalil,Shakir,WR,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,6100,10,14.8,13.1,13.1,13.7,2.25,,
Rhamondre,Stevenson,RB,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,5900,27,14.2,12.2,13.3,13.7,2.32,,
Brian,Thomas Jr.,WR,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,5500,24,12.0,13.5,13.6,13.5,2.45,,
DK,Metcalf,WR,Q,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,6400,1,12.0,14.3,15.6,13.5,2.11,,
Terry,McLaurin,WR,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,7100,3,16.4,18.0,16.0,13.5,1.9,,
Trevor,Lawrence,QB,Q,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,5400,22,20.4,17.0,16.9,13.4,2.48,,
Najee,Harris,RB,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,6000,9,14.1,13.6,13.1,13.3,2.22,,
Cedric,Tillman,WR,Q,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,5100,4,15.6,8.0,7.4,13.3,2.61,,
Jaxon,Smith-Njigba,WR,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,6300,1,20.5,17.3,16.1,13.2,2.1,,
Jakobi,Meyers,WR,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,5300,15,17.2,15.5,14.8,13.0,2.45,,
David,Njoku,TE,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,5400,10,14.3,12.8,11.3,12.8,2.37,,
Aidan,O'Connell,QB,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,4800,23,8.4,11.0,6.1,12.8,2.67,,
Darnell,Mooney,WR,Q,13,2024-12-01,Fri-Mon,ATL,LAC,1.5,48.5,23.5,5600,14,13.5,15.0,13.8,12.7,2.27,,
Tony,Pollard,RB,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,6300,17,15.2,14.2,14.6,12.5,1.98,,
Rachaad,White,RB,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,5300,32,17.8,13.7,13.7,12.4,2.34,,
Jerry,Jeudy,WR,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,5900,4,14.7,11.5,11.5,12.4,2.1,,
Cade,Otton,TE,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,4500,32,16.9,12.3,11.3,12.3,2.73,,
Michael,Pittman Jr.,WR,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,5200,25,7.9,10.0,9.7,12.3,2.37,,
Dallas,Goedert,TE,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,4300,24,8.1,9.8,10.6,12.2,2.84,,
Tank,Dell,WR,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,5900,30,12.7,10.3,10.2,12.2,2.07,,
Taysom,Hill,TE,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,5000,20,18.0,12.1,14.0,12.1,2.42,,
DeVonta,Smith,WR,Q,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,5800,31,10.1,14.2,13.0,12.0,2.07,,
T.J.,Hockenson,TE,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,4400,7,11.1,13.7,11.4,11.9,2.7,,
Marvin,Harrison Jr.,WR,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,6000,32,11.9,13.0,12.0,11.9,1.98,,
Jauan,Jennings,WR,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,5400,8,11.7,15.6,15.2,11.8,2.19,,
Mac,Jones,QB,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,4900,22,3.0,7.6,3.4,11.8,2.41,,
Xavier,Legette,WR,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,5100,26,9.4,8.6,8.5,11.7,2.29,,
Brandon,Allen,QB,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,5200,9,4.2,3.1,5.2,11.6,2.23,,
Javonte,Williams,RB,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,4700,7,8.7,10.8,10.3,11.6,2.47,,
Jaylen,Warren,RB,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,5500,9,10.5,7.8,7.8,11.4,2.07,,
DeAndre,Hopkins,WR,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,5500,9,12.7,10.0,9.3,11.4,2.07,,
Kareem,Hunt,RB,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,6000,23,13.9,14.6,15.5,11.4,1.9,,
Hunter,Henry,TE,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,4200,26,9.2,8.8,9.5,11.4,2.71,,
Deebo,Samuel Sr.,WR,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,6200,8,6.9,11.1,11.1,11.3,1.82,,
Gus,Edwards,RB,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,4300,12,3.6,4.1,4.0,11.2,2.6,,
Jordan,Addison,WR,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,5300,17,14.7,13.5,13.2,11.0,2.08,,
Nick,Chubb,RB,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,6400,14,8.8,12.0,8.8,10.6,1.66,,
Will,Dissly,TE,Q,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,4000,19,9.3,8.5,7.9,10.4,2.6,,
Zach,Ertz,TE,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,3800,8,11.6,10.2,9.8,10.2,2.68,,
Elijah,Moore,WR,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,4800,4,11.2,7.8,7.4,10.0,2.08,,
DeMario,Douglas,WR,Q,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,4700,19,9.0,10.1,8.6,10.0,2.13,,
George,Kittle,TE,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,6200,15,20.1,16.7,18.2,9.9,1.6,,
Travis,Etienne Jr.,RB,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,5700,6,5.7,8.9,8.4,9.7,1.7,,
Quentin,Johnston,WR,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,5000,28,10.7,10.1,10.8,9.6,1.92,,
Amari,Cooper,WR,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,5200,10,8.7,9.6,9.6,9.6,1.85,,
Adam,Thielen,WR,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,4800,26,7.4,8.8,8.4,9.6,2.0,,
Xavier,Worthy,WR,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,4900,9,8.1,8.3,9.5,9.6,1.96,,
Devaughn,Vele,WR,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,4400,23,9.5,9.3,9.3,9.5,2.16,,
Noah,Brown,WR,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,4400,3,9.6,8.1,8.1,9.5,2.16,,
Broncos,,DST,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,3300,29,6.4,9.7,9.1,9.3,2.82,,
Chiefs,,DST,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,3700,31,3.6,5.5,5.4,9.0,2.43,,
Tank,Bigsby,RB,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,5200,6,8.5,8.9,8.9,8.9,1.71,,
Kyle,Pitts,TE,,13,2024-12-01,Fri-Mon,ATL,LAC,1.5,48.5,23.5,4600,11,10.4,9.1,9.3,8.8,1.91,,
Joshua,Palmer,WR,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,4300,28,7.8,6.9,6.9,8.6,2.0,,
Ameer,Abdullah,RB,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,4800,1,7.2,6.1,5.6,8.6,1.79,,
Rashod,Bateman,WR,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,4400,12,8.8,11.1,10.5,8.4,1.91,,
Marquez,Valdes-Scantling,WR,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,4500,21,9.4,6.3,5.7,8.4,1.87,,
Mark,Andrews,TE,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,3900,3,11.6,10.3,9.6,8.3,2.13,,
David,Moore,WR,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,3500,26,7.2,4.3,4.1,8.3,2.37,,
Commanders,,DST,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,3400,32,4.2,6.1,5.2,8.2,2.41,,
Colts,,DST,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,2800,28,6.2,6.3,5.9,8.1,2.89,,
Nick,Westbrook-Ikhine,WR,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,4300,16,13.9,8.6,7.9,8.1,1.88,,
Texans,,DST,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,3500,19,12.4,9.0,9.1,7.8,2.23,,
Bills,,DST,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,3000,14,9.6,8.9,8.6,7.7,2.57,,
Dalton,Schultz,TE,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,3300,25,7.2,6.4,6.0,7.7,2.33,,
Alec,Pierce,WR,Q,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,4900,25,8.5,7.9,10.0,7.7,1.57,,
Tyler,Lockett,WR,Q,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,4500,1,6.7,8.6,9.1,7.7,1.71,,
Adonai,Mitchell,WR,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,3900,25,4.9,4.3,4.0,7.6,1.95,,
Jets,,DST,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,2500,26,3.2,5.9,5.6,7.5,3.0,,
Seahawks,,DST,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,3200,18,9.4,7.7,7.8,7.5,2.34,,
Ray-Ray,McCloud III,WR,,13,2024-12-01,Fri-Mon,ATL,LAC,1.5,48.5,23.5,4300,14,7.6,8.1,8.2,7.4,1.72,,
Tyler,Allgeier,RB,,13,2024-12-01,Fri-Mon,ATL,LAC,1.5,48.5,23.5,5000,5,4.7,7.2,6.8,7.4,1.48,,
Kayshon,Boutte,WR,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,3400,19,5.8,5.7,5.7,7.4,2.18,,
Pat,Freiermuth,TE,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,3500,30,7.0,8.1,8.0,7.3,2.09,,
Buccaneers,,DST,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,3600,21,4.2,6.0,5.7,7.1,1.97,,
Juwan,Johnson,TE,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,3100,20,7.0,5.4,5.9,7.1,2.29,,
Dawson,Knox,TE,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,3500,6,4.8,3.5,3.5,7.0,2.0,,
Tyjae,Spears,RB,Q,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,4400,17,7.1,8.8,6.8,7.0,1.59,,
Jerome,Ford,RB,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,4400,14,4.5,8.2,8.3,6.8,1.55,,
Vikings,,DST,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,3300,17,8.6,10.4,11.5,6.8,2.06,,
Michael,Wilson,WR,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,4200,32,5.9,7.8,7.7,6.8,1.62,,
Isaiah,Likely,TE,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,3700,3,4.6,5.4,7.5,6.7,1.81,,
Tre,Tucker,WR,Q,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,4500,15,7.4,8.3,7.9,6.7,1.49,,
Kendrick,Bourne,WR,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,3500,19,6.9,8.8,5.6,6.7,1.91,,
Mike,Gesicki,TE,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,4100,14,10.3,8.2,7.9,6.6,1.61,,
Cardinals,,DST,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,2400,20,7.8,6.2,6.5,6.6,2.75,,
Ravens,,DST,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,2900,12,5.6,5.4,5.4,6.5,2.24,,
Justice,Hill,RB,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,4800,4,7.2,8.4,8.4,6.5,1.35,,
Chargers,,DST,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,3100,15,7.6,7.2,7.8,6.4,2.06,,
Demarcus,Robinson,WR,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,4000,27,12.3,9.2,9.1,6.4,1.6,,
Jeremy,McNichols,RB,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,5400,10,2.5,4.8,4.0,6.4,1.19,,
Sterling,Shepard,WR,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,4000,13,5.8,5.8,5.9,6.3,1.58,,
Braelon,Allen,RB,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,5000,18,3.3,5.6,5.4,6.2,1.24,,
Noah,Fant,TE,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,3600,5,7.6,6.6,6.9,6.1,1.69,,
Noah,Gray,TE,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,3300,31,10.0,7.6,7.5,6.0,1.82,,
Patriots,,DST,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,2500,22,5.8,4.4,4.8,6.0,2.4,,
Bengals,,DST,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,2800,10,3.8,3.4,3.3,5.9,2.11,,
Steelers,,DST,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,3000,9,8.8,9.2,9.5,5.9,1.97,,
Browns,,DST,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,2600,8,4.0,6.1,5.7,5.9,2.27,,
Jaguars,,DST,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,2300,16,5.6,4.1,4.1,5.9,2.57,,
Calvin,Austin III,WR,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,3300,22,8.1,7.2,6.7,5.8,1.76,,
Austin,Hooper,TE,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,3200,26,7.8,6.1,5.6,5.8,1.81,,
Jalen,McMillan,WR,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,3700,13,3.7,4.5,4.5,5.7,1.54,,
Rams,,DST,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,2700,24,7.8,7.1,6.8,5.7,2.11,,
Zach,Charbonnet,RB,,13,2024-12-01,Fri-Mon,SEA,NYJ,-2.5,42.5,22.5,4400,11,4.7,8.8,9.1,5.7,1.3,,
Tyler,Boyd,WR,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,3800,16,4.3,5.2,5.2,5.7,1.5,,
Kimani,Vidal,RB,,13,2024-12-01,Fri-Mon,LAC,ATL,-1.5,48.5,25.0,4000,12,4.6,4.6,4.6,5.6,1.4,,
Cam,Akers,RB,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,4500,22,5.6,5.6,5.4,5.6,1.24,,
Lil'Jordan,Humphrey,WR,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,3200,23,6.0,5.2,5.1,5.5,1.72,,
Tyler,Conklin,TE,,13,2024-12-01,Fri-Mon,NYJ,SEA,2.5,42.5,20.0,3000,22,5.6,6.5,6.0,5.5,1.83,,
Audric,Estime,RB,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,4500,7,3.2,2.6,2.6,5.4,1.2,,
Saints,,DST,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,2600,13,3.8,5.4,6.2,5.4,2.08,,
Titans,,DST,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,2400,4,4.6,3.8,3.8,5.4,2.25,,
Mack,Hollins,WR,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,3600,10,6.3,4.8,5.3,5.3,1.47,,
Falcons,,DST,,13,2024-12-01,Fri-Mon,ATL,LAC,1.5,48.5,23.5,2700,5,1.4,3.6,3.6,5.2,1.93,,
Chig,Okonkwo,TE,,13,2024-12-01,Fri-Mon,TEN,WAS,5.5,44.5,19.5,3100,12,5.9,5.2,5.6,5.2,1.68,,
Tommy,Tremble,TE,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,2800,28,2.3,3.7,2.8,5.1,1.82,,
Jaleel,McLaughlin,RB,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,4300,7,5.0,5.9,5.5,5.1,1.19,,
Parker,Washington,WR,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,3900,24,3.3,2.1,2.0,5.1,1.31,,
Raiders,,DST,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,2200,11,2.6,2.5,2.4,5.1,2.32,,
Kevin,Austin Jr.,WR,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,3200,21,4.2,4.2,4.2,5.1,1.59,,
Panthers,,DST,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,2300,7,3.2,2.2,1.9,5.0,2.17,,
Marvin,Mims Jr.,WR,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,3700,23,6.1,4.0,3.5,5.0,1.35,,
Curtis,Samuel,WR,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,3800,10,6.3,4.6,4.6,4.9,1.29,,
Eagles,,DST,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,2600,1,9.6,8.0,7.6,4.8,1.85,,
John,Metchie III,WR,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,4100,30,6.4,3.4,3.8,4.7,1.15,,
Davis,Allen,TE,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,2700,18,2.0,1.5,1.1,4.7,1.74,,
Trey,Benson,RB,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,4300,3,5.2,4.0,4.0,4.6,1.07,,
Foster,Moreau,TE,Q,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,3000,20,4.5,4.0,5.0,4.6,1.53,,
Cedrick,Wilson Jr.,WR,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,4200,21,5.6,3.5,3.1,4.6,1.1,,
Troy,Franklin,WR,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,3400,23,4.3,5.1,4.6,4.5,1.32,,
Ray,Davis,RB,,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,4900,21,6.7,6.7,6.4,4.4,0.9,,
Keon,Coleman,WR,Q,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,5000,10,12.0,9.6,9.6,4.4,0.88,,
Ricky,Pearsall,WR,,13,2024-12-01,Fri-Mon,SF,BUF,6.5,44.5,19.0,4700,8,6.8,6.8,6.8,4.3,0.91,,
Michael,Burton,RB,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,4000,7,1.4,1.0,1.0,4.3,1.08,,
Jordan,Akins,TE,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,2800,10,4.8,4.6,4.7,4.3,1.54,,
JuJu,Smith-Schuster,WR,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,4100,9,5.3,5.1,4.5,4.3,1.05,,
Jonathon,Brooks,RB,,13,2024-12-01,Fri-Mon,CAR,TB,5.5,46.5,20.5,4700,25,0.7,0.7,0.7,4.2,0.89,,
Andrei,Iosivas,WR,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,3600,7,4.1,6.6,6.5,4.2,1.17,,
Jamari,Thrash,WR,,13,2024-12-02,Fri-Mon,CLE,DEN,5.5,41.5,18.0,3000,4,0.5,0.5,0.5,4.2,1.4,,
Jalen,Nailor,WR,,13,2024-12-01,Fri-Mon,MIN,ARI,-3.5,45.5,24.5,3500,17,4.0,6.2,6.4,4.2,1.2,,
Olamide,Zaccheaus,WR,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,3300,3,2.3,4.1,4.0,4.1,1.24,,
Dalton,Kincaid,TE,Q,13,2024-12-01,Fri-Mon,BUF,SF,-6.5,44.5,25.5,4900,6,8.8,8.2,8.2,3.8,0.78,,
Darnell,Washington,TE,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,2900,30,4.7,4.0,3.8,3.8,1.31,,
Justin,Watson,WR,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,3300,9,4.7,3.6,3.6,3.8,1.15,,
Jahan,Dotson,WR,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,3800,31,2.3,2.2,2.0,3.5,0.92,,
D'Ernest,Johnson,RB,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,4000,6,2.8,2.7,2.5,3.5,0.88,,
Dyami,Brown,WR,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,3100,3,2.5,3.7,3.4,3.5,1.13,,
Mike,Williams,WR,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,4000,22,2.4,3.6,3.2,3.4,0.85,,
Brenton,Strange,TE,,13,2024-12-01,Fri-Mon,JAX,HOU,3.5,43.5,20.0,2500,4,3.4,5.5,5.0,3.4,1.36,,
Samaje,Perine,RB,,13,2024-11-29,Fri-Mon,KC,LV,-12.5,42.5,27.5,4000,23,6.3,5.4,5.1,3.2,0.8,,
DJ,Turner,WR,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,3500,15,5.1,4.2,4.0,3.2,0.91,,
Greg,Dortch,WR,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,3400,32,2.4,3.7,4.3,3.2,0.94,,
Antonio,Gibson,RB,,13,2024-12-01,Fri-Mon,NE,IND,2.5,42.5,20.0,4900,27,2.8,4.8,5.1,3.2,0.65,,
Diontae,Johnson,WR,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,4200,12,0.9,8.5,8.1,3.1,0.74,,
Van,Jefferson,WR,,13,2024-12-01,Fri-Mon,PIT,CIN,2.5,47.5,22.5,3200,22,5.1,3.9,3.6,3.1,0.97,,
Sincere,McCormick,RB,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,4000,1,1.7,1.7,1.7,3.1,0.78,,
Jordan,Mims,RB,,13,2024-12-01,Fri-Mon,NO,LAR,2.5,49.5,23.5,4000,24,1.3,0.8,1.0,3.1,0.78,,
Blake,Corum,RB,,13,2024-12-01,Fri-Mon,LAR,NO,-2.5,49.5,26.0,4200,26,1.9,1.8,1.6,3.1,0.74,,
Kenneth,Gainwell,RB,,13,2024-12-01,Fri-Mon,PHI,BAL,2.5,51.5,24.5,5100,8,4.6,3.8,3.6,3.0,0.59,,
Tanner,Hudson,TE,,13,2024-12-01,Fri-Mon,CIN,PIT,-2.5,47.5,25.0,2700,14,4.6,3.7,3.7,3.0,1.11,,
Lucas,Krull,TE,,13,2024-12-02,Fri-Mon,DEN,CLE,-5.5,41.5,23.5,2500,27,1.6,2.3,2.5,3.0,1.2,,
Cade,Stover,TE,,13,2024-12-01,Fri-Mon,HOU,JAX,-3.5,43.5,23.5,2500,25,4.0,2.9,2.7,3.0,1.2,,
Alexander,Mattison,RB,Q,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,5100,1,11.1,10.8,10.8,3.0,0.59,,
Michael,Mayer,TE,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,2700,29,2.1,5.1,2.1,3.0,1.11,,
Elijah,Higgins,TE,,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,2500,9,2.9,3.6,3.6,3.0,1.2,,
Austin,Ekeler,RB,Q,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,5600,10,13.0,11.7,11.6,3.0,0.54,,
Luke,McCaffrey,WR,,13,2024-12-01,Fri-Mon,WAS,TEN,-5.5,44.5,25.0,3200,3,1.4,2.3,2.4,3.0,0.94,,
Nelson,Agholor,WR,,13,2024-12-01,Fri-Mon,BAL,PHI,-2.5,51.5,27.0,3200,12,4.8,4.2,3.8,2.9,0.91,,
Dylan,Laube,RB,,13,2024-11-29,Fri-Mon,LV,KC,12.5,42.5,15.0,4000,1,-0.3,-0.3,-0.3,2.8,0.7,,
Emari,Demercado,RB,Q,13,2024-12-01,Fri-Mon,ARI,MIN,3.5,45.5,21.0,4000,3,4.2,4.2,4.3,2.8,0.7,,
Kylen,Granson,TE,,13,2024-12-01,Fri-Mon,IND,NE,-2.5,42.5,22.5,2500,17,1.9,1.5,1.4,2.8,1.12,,
Sean,Tucker,RB,,13,2024-12-01,Fri-Mon,TB,CAR,-5.5,46.5,26.0,4500,32,3.6,5.8,5.3,2.7,0.6,,
