first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Lamar,Jackson,QB,Q,9,2024-11-03,Thu-Mon,BAL,DEN,-9.5,46.5,28,8000,4,28.9,27.7,27.1,23.3,2.91
Josh,Allen,QB,,9,2024-11-03,Thu-Mon,BUF,MIA,-6.5,49.5,28,7700,1,18.4,22.9,20.6,22.6,2.94
Jalen,Hurts,QB,,9,2024-11-03,Thu-Mon,PHI,JAX,-7.5,45.5,26.5,7800,31,22.6,19.4,22.5,22.3,2.86
Jayden,Daniels,QB,Q,9,2024-11-03,Thu-Mon,WAS,NYG,-4.5,43.5,24,7500,20,19.0,20.6,20.6,21.0,2.80
Justin,Jefferson,WR,,9,2024-11-03,Thu-Mon,MIN,IND,-5.5,46.5,26,8700,18,19.9,22.1,20.3,20.9,2.40
Alvin,Kamara,RB,Q,9,2024-11-03,Thu-Mon,NO,CAR,-7.5,43.5,25.5,7800,32,16.3,18.2,20.8,20.7,2.65
Ja'Marr,Chase,WR,,9,2024-11-03,Thu-Mon,CIN,LV,-7.5,45.5,26.5,8600,8,22.4,17.8,20.6,20.3,2.36
Joe,Burrow,QB,,9,2024-11-03,Thu-Mon,CIN,LV,-7.5,45.5,26.5,6900,18,20.7,19.2,19.8,20.2,2.93
Tony,Pollard,RB,Q,9,2024-11-03,Thu-Mon,TEN,NE,-3.5,37.5,20.5,6800,31,13.1,14.3,14.2,20.1,2.96
CeeDee,Lamb,WR,,9,2024-11-03,Thu-Mon,DAL,ATL,+3.5,51.5,24,8800,25,20.7,23.9,19.4,19.9,2.26
Sam,Darnold,QB,,9,2024-11-03,Thu-Mon,MIN,IND,-5.5,46.5,26,6000,24,17.5,14.9,17.7,19.6,3.27
Joe,Mixon,RB,,9,2024-10-31,Thu-Mon,HOU,NYJ,+2.5,42.5,20,7900,11,24.8,21.6,24.8,19.6,2.48
Saquon,Barkley,RB,,9,2024-11-03,Thu-Mon,PHI,JAX,-7.5,45.5,26.5,8200,28,20.5,20.8,22.3,19.5,2.38
Bijan,Robinson,RB,,9,2024-11-03,Thu-Mon,ATL,DAL,-3.5,51.5,27.5,7400,30,19.5,18.4,17.9,19.4,2.62
Derrick,Henry,RB,,9,2024-11-03,Thu-Mon,BAL,DEN,-9.5,46.5,28,8300,12,25.3,21.6,23.4,19.3,2.33
Dak,Prescott,QB,,9,2024-11-03,Thu-Mon,DAL,ATL,+3.5,51.5,24,6300,23,18.6,20.5,17.0,19.1,3.03
Kyler,Murray,QB,,9,2024-11-03,Thu-Mon,ARI,CHI,-1.5,44.5,23,6600,2,18.9,19.4,19.2,19.0,2.88
Geno,Smith,QB,,9,2024-11-03,Thu-Mon,SEA,LAR,+1.5,48.5,23.5,5800,15,18.5,18.2,18.2,19.0,3.28
Breece,Hall,RB,,9,2024-10-31,Thu-Mon,NYJ,HOU,-2.5,42.5,22.5,7500,5,14.9,19.6,17.1,18.9,2.52
Aaron,Jones,RB,,9,2024-11-03,Thu-Mon,MIN,IND,-5.5,46.5,26,6600,22,17.0,19.2,16.4,18.7,2.83
