PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Cincinnati Bengals,D,CIN,PHI,-143,48.00,-3.00,25.50,2800,5.73,2.1,0.0,0.0,0.0,0.0,0.0
Houston Texans,D,HOU,IND,-235,46.00,-5.00,25.50,3100,6.38,2.1,0.0,0.0,0.0,0.0,0.0
New Orleans Saints,D,NO,LAC,276,40.50,7.50,16.50,2600,5.50,2.1,0.0,0.0,0.0,0.0,0.0
Las Vegas Raiders,D,LV,KC,356,41.50,9.50,16.00,2400,5.13,2.1,0.0,0.0,0.0,0.0,0.0
Travis Kelce,TE,KC,LV,-467,41.50,-9.50,25.50,6000,12.42,2.1,0.0,0.1,6.8,6.9,1.1
Will Dissly,TE,LAC,NO,-351,40.50,-7.50,24.00,3000,6.32,2.1,0.0,0.0,3.5,3.5,1.2
San Francisco 49ers,D,SF,DAL,-201,46.00,-4.00,25.00,3000,6.18,2.1,0.0,0.0,0.0,0.0,0.0
DeVonta Smith,WR,PHI,CIN,119,48.00,3.00,22.50,6600,13.63,2.1,0.0,0.1,7.4,7.5,1.1
Kyren Williams,RB,LAR,MIN,124,48.00,3.00,22.50,8200,16.85,2.1,0.0,17.8,3.0,20.8,2.5
Tucker Kraft,TE,GB,JAX,-207,49.50,-4.00,26.75,4600,9.73,2.1,0.0,0.0,5.0,5.0,1.1
Alvin Kamara,RB,NO,LAC,276,40.50,7.50,16.50,7600,15.98,2.1,0.0,16.5,4.9,21.4,2.8
DJ Moore,WR,CHI,WAS,-149,43.00,-3.00,23.00,6600,13.69,2.1,0.0,0.2,7.3,7.5,1.1
DeMario Douglas,WR,NE,NYJ,266,41.00,7.00,17.00,4700,9.78,2.1,0.0,0.4,6.3,6.7,1.4
Javonte Williams,RB,DEN,CAR,-535,41.50,-10.50,26.00,6000,12.61,2.1,0.0,11.0,4.0,15.0,2.5
Brock Bowers,TE,LV,KC,356,41.50,9.50,16.00,6100,12.67,2.1,0.0,0.0,7.8,7.8,1.3
Terry McLaurin,WR,WAS,CHI,123,43.00,3.00,20.00,6900,14.69,2.1,0.0,0.1,7.9,8.0,1.2
Kenneth Walker,RB,SEA,BUF,136,47.00,3.00,22.00,7800,16.07,2.1,0.0,16.4,4.1,20.5,2.6
Khalil Shakir,WR,BUF,SEA,-163,47.00,-3.00,25.00,5900,12.51,2.1,0.0,0.1,6.2,6.3,1.1
Dallas Goedert,TE,PHI,CIN,119,48.00,3.00,22.50,4500,9.33,2.1,0.0,0.0,5.4,5.4,1.2
Noah Gray,TE,KC,LV,-467,41.50,-9.50,25.50,3000,6.34,2.1,0.0,0.0,3.3,3.3,1.1
Ray-Ray McCloud,WR,ATL,TB,-143,46.00,-2.50,24.25,4300,8.83,2.1,0.0,0.8,5.1,5.9,1.4
Elijah Moore,WR,CLE,BAL,342,44.50,8.50,18.00,3700,7.63,2.1,0.0,0.3,5.3,5.6,1.5
Malik Nabers,WR,NYG,PIT,216,36.50,6.00,15.25,7000,14.95,2.1,0.0,0.1,9.8,9.9,1.4
Noah Fant,TE,SEA,BUF,136,47.00,3.00,22.00,3700,7.69,2.1,0.0,0.0,4.4,4.4,1.2
Jauan Jennings,WR,SF,DAL,-201,46.00,-4.00,25.00,5100,10.64,2.1,0.0,0.1,5.3,5.4,1.1
Jonnu Smith,TE,MIA,ARI,-185,46.00,-3.50,24.75,3600,7.65,2.1,0.0,0.0,4.0,4.0,1.1
Sterling Shepard,WR,TB,ATL,120,46.00,2.50,21.75,3800,7.89,2.1,0.0,0.0,4.6,4.6,1.2
Erick All,TE,CIN,PHI,-143,48.00,-3.00,25.50,2600,5.16,2.0,0.0,0.0,2.7,2.7,1.0
Dalton Schultz,TE,HOU,IND,-235,46.00,-5.00,25.50,4100,8.37,2.0,0.0,0.0,4.4,4.4,1.1
Green Bay Packers,D,GB,JAX,-207,49.50,-4.00,26.75,3200,6.26,2.0,0.0,0.0,0.0,0.0,0.0
CeeDee Lamb,WR,DAL,SF,166,46.00,4.00,21.00,8600,16.75,2.0,0.0,0.8,8.9,9.7,1.1
Jake Ferguson,TE,DAL,SF,166,46.00,4.00,21.00,5300,10.46,2.0,0.0,0.0,6.2,6.2,1.2
David Montgomery,RB,DET,TEN,-673,45.00,-11.50,28.25,6400,12.83,2.0,0.0,13.4,1.5,14.9,2.3
Kyle Pitts,TE,ATL,TB,-143,46.00,-2.50,24.25,4400,8.84,2.0,0.0,0.0,4.9,4.9,1.1
Tank Dell,WR,HOU,IND,-235,46.00,-5.00,25.50,6300,12.37,2.0,0.0,0.9,5.6,6.5,1.0
Cole Kmet,TE,CHI,WAS,-149,43.00,-3.00,23.00,4700,9.32,2.0,0.0,0.0,5.2,5.2,1.1
David Njoku,TE,CLE,BAL,342,44.50,8.50,18.00,5100,10.10,2.0,0.0,0.0,6.7,6.7,1.3
Ja'Marr Chase,WR,CIN,PHI,-143,48.00,-3.00,25.50,8500,17.22,2.0,0.0,0.2,8.4,8.6,1.0
Rome Odunze,WR,CHI,WAS,-149,43.00,-3.00,23.00,5100,10.07,2.0,0.0,0.1,5.6,5.7,1.1
Jayden Reed,WR,GB,JAX,-207,49.50,-4.00,26.75,6700,13.47,2.0,0.0,1.2,6.1,7.3,1.1
Mark Andrews,TE,BAL,CLE,-441,44.50,-8.50,26.50,4000,8.11,2.0,0.0,0.0,4.0,4.0,1.0
Zay Flowers,WR,BAL,CLE,-441,44.50,-8.50,26.50,6800,13.85,2.0,0.0,0.5,7.1,7.6,1.1
Pat Freiermuth,TE,PIT,NYG,-269,36.50,-6.00,21.25,4300,8.74,2.0,0.0,0.0,5.5,5.5,1.3
Chase Brown,RB,CIN,PHI,-143,48.00,-3.00,25.50,5800,11.34,2.0,0.0,10.7,3.1,13.8,2.4
Trey Palmer,WR,TB,ATL,120,46.00,2.50,21.75,3500,7.03,2.0,0.0,0.4,4.2,4.6,1.3
Colby Parkinson,TE,LAR,MIN,124,48.00,3.00,22.50,3900,7.95,2.0,0.0,0.0,4.6,4.6,1.2
Calvin Ridley,WR,TEN,DET,483,45.00,11.50,16.75,5200,10.15,2.0,0.0,0.3,6.9,7.2,1.4
Romeo Doubs,WR,GB,JAX,-207,49.50,-4.00,26.75,5700,11.25,2.0,0.0,0.1,6.1,6.2,1.1
Troy Franklin,WR,DEN,CAR,-535,41.50,-10.50,26.00,4100,8.11,2.0,0.0,0.2,4.8,5.0,1.2
Diontae Johnson,WR,CAR,DEN,393,41.50,10.50,15.50,6300,12.30,2.0,0.0,0.1,8.9,9.0,1.4
Washington Commanders,D,WAS,CHI,123,43.00,3.00,20.00,2900,5.82,2.0,0.0,0.0,0.0,0.0,0.0
Jonathan Taylor,RB,IND,HOU,191,46.00,5.00,20.50,7500,14.95,2.0,0.0,17.2,2.5,19.7,2.6
Ricky Pearsall,WR,SF,DAL,-201,46.00,-4.00,25.00,3900,7.91,2.0,0.0,0.2,4.1,4.3,1.1
Stefon Diggs,WR,HOU,IND,-235,46.00,-5.00,25.50,7500,15.13,2.0,0.0,0.1,7.9,8.0,1.1
Deebo Samuel,WR,SF,DAL,-201,46.00,-4.00,25.00,6900,13.73,2.0,0.0,2.4,5.7,8.1,1.2
DK Metcalf,WR,SEA,BUF,136,47.00,3.00,22.00,6500,13.02,2.0,0.0,0.1,7.1,7.2,1.1
Derrick Henry,RB,BAL,CLE,-441,44.50,-8.50,26.50,8100,16.55,2.0,0.0,17.4,1.4,18.8,2.3
Miami Dolphins,D,MIA,ARI,-185,46.00,-3.50,24.75,3000,5.90,2.0,0.0,0.0,0.0,0.0,0.0
Justin Jefferson,WR,MIN,LAR,-148,48.00,-3.00,25.50,8800,17.38,2.0,0.0,0.1,9.0,9.1,1.0
A.J. Brown,WR,PHI,CIN,119,48.00,3.00,22.50,8200,16.41,2.0,0.0,0.1,8.4,8.5,1.0
Marvin Harrison,WR,ARI,MIA,153,46.00,3.50,21.25,6800,12.88,1.9,0.0,0.1,7.1,7.2,1.1
Buffalo Bills,D,BUF,SEA,-163,47.00,-3.00,25.00,3000,5.82,1.9,0.0,0.0,0.0,0.0,0.0
Los Angeles Rams,D,LAR,MIN,124,48.00,3.00,22.50,2800,5.37,1.9,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,D,TB,ATL,120,46.00,2.50,21.75,2800,5.28,1.9,0.0,0.0,0.0,0.0,0.0
Tyler Lockett,WR,SEA,BUF,136,47.00,3.00,22.00,5600,10.79,1.9,0.0,0.1,6.1,6.2,1.1
J.K. Dobbins,RB,LAC,NO,-351,40.50,-7.50,24.00,6900,13.33,1.9,0.0,15.1,2.6,17.7,2.6
Rashod Bateman,WR,BAL,CLE,-441,44.50,-8.50,26.50,4300,8.19,1.9,0.0,0.1,4.4,4.5,1.0
Cooper Kupp,WR,LAR,MIN,124,48.00,3.00,22.50,8000,15.12,1.9,0.0,0.3,8.1,8.4,1.0
James Conner,RB,ARI,MIA,153,46.00,3.50,21.25,6500,12.23,1.9,0.0,14.5,2.0,16.5,2.5
Saquon Barkley,RB,PHI,CIN,119,48.00,3.00,22.50,8300,16.02,1.9,0.0,17.9,3.3,21.2,2.6
James Cook,RB,BUF,SEA,-163,47.00,-3.00,25.00,7000,13.31,1.9,0.0,14.5,2.5,17.0,2.4
Michael Wilson,WR,ARI,MIA,153,46.00,3.50,21.25,4900,9.33,1.9,0.0,0.1,5.7,5.8,1.2
Rachaad White,RB,TB,ATL,120,46.00,2.50,21.75,5700,10.65,1.9,0.0,8.8,3.6,12.4,2.2
Rhamondre Stevenson,RB,NE,NYJ,266,41.00,7.00,17.00,6000,11.34,1.9,0.0,12.8,3.5,16.3,2.7
Jordan Addison,WR,MIN,LAR,-148,48.00,-3.00,25.50,5700,10.73,1.9,0.0,0.2,5.7,5.9,1.0
Zach Ertz,TE,WAS,CHI,123,43.00,3.00,20.00,4200,7.92,1.9,0.0,0.0,4.9,4.9,1.2
Jordan Mason,RB,SF,DAL,-201,46.00,-4.00,25.00,7900,14.71,1.9,0.0,15.9,2.2,18.1,2.3
Tyler Conklin,TE,NYJ,NE,-335,41.00,-7.00,24.00,3400,6.60,1.9,0.0,0.0,3.9,3.9,1.1
Arizona Cardinals,D,ARI,MIA,153,46.00,3.50,21.25,2900,5.59,1.9,0.0,0.0,0.0,0.0,0.0
Indianapolis Colts,D,IND,HOU,191,46.00,5.00,20.50,2700,5.03,1.9,0.0,0.0,0.0,0.0,0.0
Wan'Dale Robinson,WR,NYG,PIT,216,36.50,6.00,15.25,5900,11.22,1.9,0.0,0.7,7.6,8.3,1.4
Christian Watson,WR,GB,JAX,-207,49.50,-4.00,26.75,5200,10.06,1.9,0.0,0.3,5.0,5.3,1.0
Tony Pollard,RB,TEN,DET,483,45.00,11.50,16.75,6500,12.16,1.9,0.0,15.2,3.2,18.4,2.8
Darnell Mooney,WR,ATL,TB,-143,46.00,-2.50,24.25,5800,11.09,1.9,0.0,0.2,6.4,6.6,1.1
Tyler Boyd,WR,TEN,DET,483,45.00,11.50,16.75,3900,6.91,1.8,0.0,0.1,4.9,5.0,1.3
Cedric Tillman,WR,CLE,BAL,342,44.50,8.50,18.00,3300,5.79,1.8,0.0,0.1,4.1,4.2,1.3
Rico Dowdle,RB,DAL,SF,166,46.00,4.00,21.00,6000,10.59,1.8,0.0,11.7,2.8,14.5,2.4
Noah Brown,WR,WAS,CHI,123,43.00,3.00,20.00,3900,6.86,1.8,0.0,0.1,3.9,4.0,1.0
Xavier Hutchinson,WR,HOU,IND,-235,46.00,-5.00,25.50,3400,6.16,1.8,0.0,0.4,3.1,3.5,1.0
Jaxon Smith-Njigba,WR,SEA,BUF,136,47.00,3.00,22.00,6100,10.69,1.8,0.0,0.1,6.7,6.8,1.1
Dontayvion Wicks,WR,GB,JAX,-207,49.50,-4.00,26.75,5300,9.44,1.8,0.0,0.2,4.6,4.8,0.9
Kayshon Boutte,WR,NE,NYJ,266,41.00,7.00,17.00,3600,6.32,1.8,0.0,0.2,4.1,4.3,1.2
Chuba Hubbard,RB,CAR,DEN,393,41.50,10.50,15.50,6700,11.97,1.8,0.0,13.7,3.2,16.9,2.5
Sam LaPorta,TE,DET,TEN,-673,45.00,-11.50,28.25,4800,8.62,1.8,0.0,0.0,4.4,4.4,0.9
Tim Patrick,WR,DET,TEN,-673,45.00,-11.50,28.25,3500,6.33,1.8,0.0,0.1,3.3,3.4,1.0
Travis Etienne,RB,JAX,GB,170,49.50,4.00,22.75,5900,10.63,1.8,0.0,9.1,3.8,12.9,2.2
Gabe Davis,WR,JAX,GB,170,49.50,4.00,22.75,4500,8.09,1.8,0.0,0.1,4.8,4.9,1.1
Alexander Mattison,RB,LV,KC,356,41.50,9.50,16.00,5600,10.19,1.8,0.0,10.9,3.5,14.4,2.6
Bub Means,WR,NO,LAC,276,40.50,7.50,16.50,4000,7.36,1.8,0.0,0.0,4.9,4.9,1.2
Minnesota Vikings,D,MIN,LAR,-148,48.00,-3.00,25.50,3400,6.06,1.8,0.0,0.0,0.0,0.0,0.0
Brian Robinson,RB,WAS,CHI,123,43.00,3.00,20.00,6400,11.72,1.8,0.0,14.8,2.5,17.3,2.7
Tennessee Titans,D,TEN,DET,483,45.00,11.50,16.75,2200,3.91,1.8,0.0,0.0,0.0,0.0,0.0
Lil'Jordan Humphrey,WR,DEN,CAR,-535,41.50,-10.50,26.00,3300,5.85,1.8,0.0,0.0,3.5,3.5,1.1
Xavier Legette,WR,CAR,DEN,393,41.50,10.50,15.50,5000,8.86,1.8,0.0,0.2,6.2,6.4,1.3
Theo Johnson,TE,NYG,PIT,216,36.50,6.00,15.25,2700,4.47,1.7,0.0,0.0,3.0,3.0,1.1
Nick Chubb,RB,CLE,BAL,342,44.50,8.50,18.00,6100,10.41,1.7,0.0,13.1,1.9,15.0,2.5
Christian Kirk,WR,JAX,GB,170,49.50,4.00,22.75,5500,9.49,1.7,0.0,0.1,5.7,5.8,1.1
Josh Downs,WR,IND,HOU,191,46.00,5.00,20.50,5500,9.12,1.7,0.0,0.2,5.5,5.7,1.0
Najee Harris,RB,PIT,NYG,-269,36.50,-6.00,21.25,6100,10.21,1.7,0.0,12.6,2.2,14.8,2.4
Philadelphia Eagles,D,PHI,CIN,119,48.00,3.00,22.50,3100,5.38,1.7,0.0,0.0,0.0,0.0,0.0
Taysom Hill,TE,NO,LAC,276,40.50,7.50,16.50,3900,6.44,1.7,0.6,4.6,2.1,6.7,1.9
Keenan Allen,WR,CHI,WAS,-149,43.00,-3.00,23.00,5800,9.87,1.7,0.0,0.1,5.6,5.7,1.0
Tyjae Spears,RB,TEN,DET,483,45.00,11.50,16.75,4900,8.14,1.7,0.0,6.9,3.1,10.0,2.0
DJ Turner,WR,LV,KC,356,41.50,9.50,16.00,3400,5.88,1.7,0.0,0.7,3.5,4.2,1.2
Raheem Mostert,RB,MIA,ARI,-185,46.00,-3.50,24.75,5900,9.79,1.7,0.0,9.8,1.8,11.6,2.0
Joshua Palmer,WR,LAC,NO,-351,40.50,-7.50,24.00,4400,7.24,1.7,0.0,0.1,4.1,4.2,0.9
Xavier Worthy,WR,KC,LV,-467,41.50,-9.50,25.50,6200,10.21,1.7,0.0,0.2,5.2,5.4,0.9
Puka Nacua,WR,LAR,MIN,124,48.00,3.00,22.50,6700,11.22,1.7,0.0,0.4,5.8,6.2,0.9
Zack Moss,RB,CIN,PHI,-143,48.00,-3.00,25.50,5700,9.65,1.7,0.0,9.6,2.3,11.9,2.1
Michael Pittman,WR,IND,HOU,191,46.00,5.00,20.50,6000,10.33,1.7,0.0,0.1,6.4,6.5,1.1
Jalen Tolbert,WR,DAL,SF,166,46.00,4.00,21.00,5300,8.67,1.6,0.0,0.1,5.3,5.4,1.0
Olamide Zaccheaus,WR,WAS,CHI,123,43.00,3.00,20.00,3600,5.91,1.6,0.0,0.2,3.3,3.5,1.0
Austin Ekeler,RB,WAS,CHI,123,43.00,3.00,20.00,5600,9.03,1.6,0.0,6.1,3.7,9.8,1.8
Tre Tucker,WR,LV,KC,356,41.50,9.50,16.00,4400,7.10,1.6,0.0,0.5,4.4,4.9,1.1
Tutu Atwell,WR,LAR,MIN,124,48.00,3.00,22.50,5100,8.24,1.6,0.0,0.4,4.7,5.1,1.0
Bucky Irving,RB,TB,ATL,120,46.00,2.50,21.75,5800,9.48,1.6,0.0,9.3,2.3,11.6,2.0
Chigoziem Okonkwo,TE,TEN,DET,483,45.00,11.50,16.75,3100,4.98,1.6,0.0,0.1,3.1,3.2,1.0
Juwan Johnson,TE,NO,LAC,276,40.50,7.50,16.50,3300,5.34,1.6,0.0,0.0,3.3,3.3,1.0
