Rank,Player ID,Player Name,Team,Opp,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,FG,Pts Agn,Tack,Pts
151,16222,"Kraft, Tucker",GBP,@DET,TE,0.0,0.0,0.0,0.0,2.4,28.0,0.4,0.0,0.0,0.0,7.5
152,15418,"Bynum, Camryn",MIN,ATL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,7.5
153,14909,"Winfield, Antoine",TBB,LVR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,7.5
154,12447,"Mostert, Raheem",MIA,NYJ,RB,0.0,0.0,30.0,0.4,1.2,11.0,0.0,0.0,0.0,0.0,7.5
155,10768,"David, Lavonte",TBB,LVR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.5
156,13672,"Gesicki, Mike",CIN,@DAL,TE,0.0,0.0,0.0,0.0,3.2,33.0,0.2,0.0,0.0,0.0,7.4
157,11936,"Boswell, Chris",PIT,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,7.4
158,11728,"Mosley, C.J.",NYJ,@MIA,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.4
159,530,"49ers, San Francisco",SFO,CHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,7.4
160,521,"Bears, Chicago",CHI,@SFO,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,7.4
161,518,"Eagles, Philadelphia",PHI,CAR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,7.4
162,501,"Bills, Buffalo",BUF,@LAR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,7.4
163,16616,"Odunze, Rome",CHI,@SFO,WR,0.0,0.0,1.0,0.0,3.1,39.0,0.0,0.0,0.0,0.0,7.3
164,16286,"Moody, Jake",SFO,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,7.3
165,16169,"Charbonnet, Zach",SEA,@ARI,RB,0.0,0.0,22.0,0.2,2.1,15.0,0.0,0.0,0.0,0.0,7.3
166,16165,"Spears, Tyjae",TEN,JAC,RB,0.0,0.0,25.0,0.1,2.5,16.0,0.0,0.0,0.0,0.0,7.3
167,15329,"Pitts, Kyle",ATL,@MIN,TE,0.0,0.0,-0.1,0.0,2.7,36.0,0.2,0.0,0.0,0.0,7.3
168,16207,"Iosivas, Andrei",CIN,@DAL,WR,0.0,0.0,0.1,0.0,2.1,26.0,0.4,0.0,0.0,0.0,7.2
169,14218,"Okereke, Bobby",NYG,NOS,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.2
170,12752,"Byard, Kevin",CHI,@SFO,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.2
171,12437,"Myers, Jason",SEA,@ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,7.2
172,13832,"Sanders, Jason",MIA,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,7.1
173,13714,"James, Derwin",LAC,@KCC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.1
174,8851,"Folk, Nick",TEN,JAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,7.1
175,15979,"Dicker, Cameron",LAC,@KCC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,7.0
176,15076,"Rozeboom, Christian",LAR,BUF,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,7.0
177,14896,"Queen, Patrick",PIT,CLE,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.0
178,13806,"Elliott, DeShon",PIT,CLE,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,7.0
179,13702,"Jewell, Josey",CAR,@PHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,7.0
180,15365,"Moehrig, Trevon",LVR,@TBB,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.9
181,14180,"Murphy, Byron",MIN,ATL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.9
182,14179,"Love, Julian",SEA,@ARI,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.9
183,16164,"Bigsby, Tank",JAC,@TEN,RB,0.0,0.0,45.0,0.3,0.4,3.0,0.0,0.0,0.0,0.0,6.8
184,15869,"Bernard, Terrel",BUF,@LAR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,6.8
185,14322,"Edwards, T.J.",CHI,@SFO,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.8
186,13675,"Conklin, Tyler",NYJ,@MIA,TE,0.0,0.0,0.0,0.0,3.2,29.0,0.1,0.0,0.0,0.0,6.8
187,16643,"Sanders, Ja'Tavion",CAR,@PHI,TE,0.0,0.0,0.0,0.0,2.8,32.0,0.1,0.0,0.0,0.0,6.7
188,16603,"Davis, Ray",BUF,@LAR,RB,0.0,0.0,26.0,0.2,0.9,11.0,0.1,0.0,0.0,0.0,6.7
189,16280,"Henley, Daiyan",LAC,@KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.7
190,13763,"Dissly, Will",LAC,@KCC,TE,0.0,0.0,0.1,0.0,3.1,30.0,0.1,0.0,0.0,0.0,6.7
191,13325,"Woods, Xavier",CAR,@PHI,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.7
192,514,"Chargers, Los Angeles",LAC,@KCC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,6.7
193,14995,"Metellus, Josh",MIN,ATL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.6
194,13743,"Warner, Fred",SFO,CHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,6.6
