first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Jayden,Daniels,QB,,12,2024-11-24,Thu-Mon,WAS,DAL,-10.5,45.5,28,7000,28,14.3,17.8,18.7,23.5,3.36
Lamar,Jackson,QB,,12,2024-11-25,Thu-Mon,BAL,LAC,-2.5,50.5,26.5,8000,14,26.4,26.0,26.3,22.3,2.79
De'Von,Achane,RB,,12,2024-11-24,Thu-Mon,MIA,NE,-7.5,46.5,27,7500,22,20.0,17.0,17.0,21.7,2.89
Christian,McCaffrey,RB,,12,2024-11-24,Thu-Mon,SF,GB,+2.5,47.5,22.5,8500,18,24.3,24.9,15.7,21.6,2.54
Joe,Mixon,RB,,12,2024-11-24,Thu-Mon,HOU,TEN,-8.5,41.5,25,8000,14,26.1,24.5,24.8,21.5,2.69
Jalen,Hurts,QB,Q,12,2024-11-24,Thu-Mon,PHI,LAR,-2.5,48.5,25.5,7800,20,27.6,23.8,23.8,21.5,2.76
Patrick,Mahomes,QB,,12,2024-11-24,Thu-Mon,KC,CAR,-10.5,42.5,26.5,6800,25,18.4,17.2,17.2,20.1,2.96
Saquon,Barkley,RB,,12,2024-11-24,Thu-Mon,PHI,LAR,-2.5,48.5,25.5,8200,10,25.5,23.9,23.9,20.0,2.44
Justin,Herbert,QB,,12,2024-11-25,Thu-Mon,LAC,BAL,+2.5,50.5,24,5400,30,21.3,16.4,16.4,19.7,3.65
Geno,Smith,QB,,12,2024-11-24,Thu-Mon,SEA,ARI,+0.5,47.5,23.5,5700,13,17.8,19.0,19.0,19.2,3.37
Amon-Ra,St. Brown,WR,,12,2024-11-24,Thu-Mon,DET,IND,-7.5,50.5,29,8300,19,23.0,20.0,20.0,19.0,2.29
Kyler,Murray,QB,,12,2024-11-24,Thu-Mon,ARI,SEA,-0.5,47.5,24,6200,18,18.8,18.8,18.8,18.7,3.02
Justin,Jefferson,WR,,12,2024-11-24,Thu-Mon,MIN,CHI,-3.5,39.5,21.5,8100,3,18.5,19.0,19.0,18.2,2.25
Bo,Nix,QB,,12,2024-11-24,Thu-Mon,DEN,LV,-5.5,40.5,23,6300,26,22.1,19.2,18.6,18.1,2.87
Baker,Mayfield,QB,,12,2024-11-24,Thu-Mon,TB,NYG,-5.5,41.5,23.5,6100,17,23.2,23.0,23.0,18.1,2.97
Brock,Purdy,QB,Q,12,2024-11-24,Thu-Mon,SF,GB,+2.5,47.5,22.5,6400,8,23.3,20.3,20.3,17.9,2.80
Jordan,Love,QB,,12,2024-11-24,Thu-Mon,GB,SF,-2.5,47.5,25,6700,7,16.7,18.7,18.7,17.8,2.65
C.J.,Stroud,QB,,12,2024-11-24,Thu-Mon,HOU,TEN,-8.5,41.5,25,6500,21,11.0,14.8,15.1,17.8,2.74
Jared,Goff,QB,,12,2024-11-24,Thu-Mon,DET,IND,-7.5,50.5,29,6600,24,18.9,19.1,19.1,17.8,2.70
