Rank,Player ID,Player Name,Team,Opp,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,FG,Pts Agn,Tack,Pts
20,12611,"Goff, Jared",DET,TEN,QB,264.0,1.7,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.2
21,16579,"Williams, Caleb",CHI,@WAS,QB,198.0,1.4,38.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.1
22,16150,"Stroud, C.J.",HOU,IND,QB,250.0,1.5,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.1
23,13116,"Mahomes, Patrick",KCC,@LVR,QB,242.0,1.4,24.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.0
24,13131,"Mixon, Joe",HOU,IND,RB,0.0,0.0,67.0,0.6,2.7,22.0,0.3,0.0,0.0,0.0,16.9
25,10700,"Cousins, Kirk",ATL,@TBB,QB,279.0,1.5,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.9
26,16582,"Nix, Bo",DEN,CAR,QB,204.0,1.0,30.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,16.8
27,14136,"Samuel, Deebo",SFO,DAL,WR,0.0,0.0,8.0,0.2,4.6,76.0,0.4,0.0,0.0,0.0,16.8
28,11150,"Smith, Geno",SEA,BUF,QB,253.0,1.3,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.8
29,12801,"Hill, Tyreek",MIA,ARI,WR,0.0,0.0,3.0,0.0,6.0,75.0,0.5,0.0,0.0,0.0,16.7
30,13635,"Moore, D.J.",CHI,@WAS,WR,0.0,0.0,2.0,0.0,5.5,69.0,0.6,0.0,0.0,0.0,16.5
31,14104,"Brown, A.J.",PHI,@CIN,WR,0.0,0.0,0.0,0.0,5.4,80.0,0.5,0.0,0.0,0.0,16.4
32,15237,"Lawrence, Trevor",JAC,GBP,QB,225.0,1.3,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.1
33,16581,"Daniels, Jayden",WAS,CHI,QB,180.0,0.8,41.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,16.0
34,16615,"Nabers, Malik",NYG,@PIT,WR,0.0,0.0,1.0,0.0,6.0,68.0,0.5,0.0,0.0,0.0,15.8
35,16167,"Achane, De'Von",MIA,ARI,RB,0.0,0.0,61.0,0.4,3.2,27.0,0.2,0.0,0.0,0.0,15.7
36,16161,"Robinson, Bijan",ATL,@TBB,RB,0.0,0.0,64.0,0.4,3.4,28.0,0.1,0.0,0.0,0.0,15.6
37,12186,"Diggs, Stefon",HOU,IND,WR,0.0,0.0,1.0,0.1,6.0,65.0,0.4,0.0,0.0,0.0,15.6
38,10703,"Wilson, Russell",PIT,NYG,QB,194.0,1.1,18.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,15.6
39,14056,"Murray, Kyler",ARI,@MIA,QB,161.0,1.0,44.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,15.5
40,13164,"Kupp, Cooper",LAR,MIN,WR,0.0,0.0,2.0,0.0,6.0,69.0,0.4,0.0,0.0,0.0,15.4
41,11675,"Adams, Davante",NYJ,@NEP,WR,0.0,0.0,0.0,0.0,6.0,66.0,0.4,0.0,0.0,0.0,15.4
42,16184,"Reed, Jayden",GBP,@JAC,WR,0.0,0.0,8.0,0.1,5.0,60.0,0.5,0.0,0.0,0.0,15.3
43,14779,"Herbert, Justin",LAC,NOS,QB,232.0,1.2,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.3
44,15751,"London, Drake",ATL,@TBB,WR,0.0,0.0,0.0,0.0,5.7,69.0,0.4,0.0,0.0,0.0,15.2
45,14797,"Swift, D'Andre",CHI,@WAS,RB,0.0,0.0,65.0,0.5,2.8,25.0,0.0,0.0,0.0,0.0,15.0
46,16152,"Richardson, Anthony",IND,@HOU,QB,192.0,1.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,14.9
47,15972,"Mason, Jordan",SFO,DAL,RB,0.0,0.0,81.0,0.5,1.8,16.0,0.1,0.0,0.0,0.0,14.8
48,15715,"Cook, James",BUF,@SEA,RB,0.0,0.0,63.0,0.4,2.3,25.0,0.2,0.0,0.0,0.0,14.8
49,15282,"Smith, DeVonta",PHI,@CIN,WR,0.0,0.0,0.0,0.0,5.5,70.0,0.4,0.0,0.0,0.0,14.7
50,14802,"Taylor, Jonathan",IND,@HOU,RB,0.0,0.0,70.0,0.7,2.0,15.0,0.1,0.0,0.0,0.0,14.7
51,13319,"Jones, Aaron",MIN,@LAR,RB,0.0,0.0,68.0,0.3,3.0,26.0,0.1,0.0,0.0,0.0,14.6
52,15721,"White, Rachaad",TBB,ATL,RB,0.0,0.0,44.0,0.1,3.8,38.0,0.3,0.0,0.0,0.0,14.4
53,14071,"Montgomery, David",DET,TEN,RB,0.0,0.0,62.0,0.8,1.7,16.0,0.0,0.0,0.0,0.0,14.4
54,14778,"Tagovailoa, Tua",MIA,ARI,QB,231.0,1.2,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,14.3
55,511,"Broncos, Denver",DEN,CAR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,14.2
56,16628,"McMillan, Jalen",TBB,ATL,WR,0.0,0.0,0.0,0.0,4.6,51.0,0.7,0.0,0.0,0.0,14.1
57,16211,"Nacua, Puka",LAR,MIN,WR,0.0,0.0,4.0,0.0,5.4,70.0,0.2,0.0,0.0,0.0,14.1
58,13132,"Kamara, Alvin",NOS,@LAC,RB,0.0,0.0,45.0,0.4,4.0,25.0,0.1,0.0,0.0,0.0,14.1
59,7836,"Rodgers, Aaron",NYJ,@NEP,QB,235.0,1.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1
60,15256,"Williams, Javonte",DEN,CAR,RB,0.0,0.0,57.0,0.3,3.7,24.0,0.1,0.0,0.0,0.0,14.0
61,13592,"Darnold, Sam",MIN,@LAR,QB,186.0,1.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9
62,15762,"Pickens, George",PIT,NYG,WR,0.0,0.0,-0.3,0.0,4.4,77.0,0.3,0.0,0.0,0.0,13.8
63,16164,"Bigsby, Tank",JAC,GBP,RB,0.0,0.0,65.0,0.7,1.7,13.0,0.0,0.0,0.0,0.0,13.5
64,14800,"Dobbins, J.K.",LAC,NOS,RB,0.0,0.0,66.0,0.4,2.7,17.0,0.0,0.0,0.0,0.0,13.5
65,14059,"Jones, Daniel",FA,Bye,QB,184.0,0.7,34.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.5
66,16580,"Maye, Drake",NEP,NYJ,QB,202.0,1.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4
67,14073,"Jacobs, Josh",GBP,@JAC,RB,0.0,0.0,74.0,0.2,2.4,18.0,0.1,0.0,0.0,0.0,13.4
68,13138,"Hunt, Kareem",KCC,@LVR,RB,0.0,0.0,60.0,0.7,1.7,11.0,0.0,0.0,0.0,0.0,13.3
69,9431,"Stafford, Matthew",LAR,MIN,QB,238.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2
70,16618,"Thomas Jr., Brian",JAC,GBP,WR,0.0,0.0,1.0,0.0,4.1,62.0,0.4,0.0,0.0,0.0,13.1
71,16190,"Flowers, Zay",BAL,@CLE,WR,0.0,0.0,5.0,0.0,4.8,62.0,0.3,0.0,0.0,0.0,13.1
72,14842,"Pittman, Michael",IND,@HOU,WR,0.0,0.0,1.0,0.0,5.4,58.0,0.3,0.0,0.0,0.0,13.1
73,16641,"Bowers, Brock",LVR,KCC,TE,0.0,0.0,1.0,0.0,5.9,61.0,0.2,0.0,0.0,0.0,13.0
74,15753,"Wilson, Garrett",NYJ,@NEP,WR,0.0,0.0,0.0,0.0,6.0,60.0,0.2,0.0,0.0,0.0,13.0
75,15261,"Hubbard, Chuba",CAR,@DEN,RB,0.0,0.0,65.0,0.4,2.7,13.0,0.1,0.0,0.0,0.0,12.9
76,15779,"Doubs, Romeo",GBP,@JAC,WR,0.0,0.0,0.0,0.0,5.0,55.0,0.4,0.0,0.0,0.0,12.8
77,15716,"Robinson, Brian",WAS,CHI,RB,0.0,0.0,56.0,0.5,1.7,16.0,0.1,0.0,0.0,0.0,12.7
78,15254,"Harris, Najee",PIT,NYG,RB,0.0,0.0,66.0,0.4,1.8,15.0,0.0,0.0,0.0,0.0,12.6
79,14109,"McLaurin, Terry",WAS,CHI,WR,0.0,0.0,0.0,0.0,4.5,59.0,0.4,0.0,0.0,0.0,12.6
80,13299,"Kittle, George",SFO,DAL,TE,0.0,0.0,0.0,0.0,4.2,54.0,0.5,0.0,0.0,0.0,12.5
81,15284,"Waddle, Jaylen",MIA,ARI,WR,0.0,0.0,1.0,0.0,4.5,67.0,0.2,0.0,0.0,0.0,12.4
82,12175,"Cooper, Amari",BUF,@SEA,WR,0.0,0.0,0.0,0.0,3.8,56.0,0.5,0.0,0.0,0.0,12.4
83,14127,"Meyers, Jakobi",LVR,KCC,WR,0.0,0.0,2.0,0.1,4.2,51.0,0.4,0.0,0.0,0.0,12.3
84,16186,"Addison, Jordan",MIN,@LAR,WR,0.0,0.0,1.0,0.1,3.6,51.0,0.5,0.0,0.0,0.0,12.2
85,16181,"Brown, Chase",CIN,PHI,RB,0.0,0.0,45.0,0.5,2.3,14.0,0.2,0.0,0.0,0.0,12.2
86,14085,"Pollard, Tony",TEN,@DET,RB,0.0,0.0,54.0,0.4,2.6,15.0,0.0,0.0,0.0,0.0,12.2
87,13189,"Engram, Evan",JAC,GBP,TE,0.0,0.0,0.0,0.0,5.7,51.0,0.3,0.0,0.0,0.0,12.2
88,14867,"Kmet, Cole",CHI,@WAS,TE,0.0,0.0,0.0,0.0,4.4,47.0,0.5,0.0,0.0,0.0,12.0
89,14823,"Dowdle, Rico",DAL,@SFO,RB,0.0,0.0,45.0,0.2,2.7,22.0,0.2,0.0,0.0,0.0,11.9
90,13630,"Sutton, Courtland",DEN,CAR,WR,0.0,0.0,0.0,0.0,4.0,52.0,0.5,0.0,0.0,0.0,11.9
91,11222,"Allen, Keenan",CHI,@WAS,WR,0.0,0.0,0.0,0.0,4.5,47.0,0.4,0.0,0.0,0.0,11.8
92,16207,"Iosivas, Andrei",CIN,PHI,WR,0.0,0.0,1.0,0.0,4.1,44.0,0.5,0.0,0.0,0.0,11.7
93,15319,"Palmer, Joshua",LAC,NOS,WR,0.0,0.0,0.0,0.0,4.4,60.0,0.2,0.0,0.0,0.0,11.6
94,16187,"Downs, Josh",IND,@HOU,WR,0.0,0.0,-0.1,0.0,4.9,49.0,0.3,0.0,0.0,0.0,11.5
95,13610,"Chubb, Nick",CLE,BAL,RB,0.0,0.0,54.0,0.3,2.5,16.0,0.1,0.0,0.0,0.0,11.4
96,11244,"Kelce, Travis",KCC,@LVR,TE,0.0,0.0,0.0,0.0,5.2,49.0,0.2,0.0,0.0,0.0,11.4
97,13192,"Njoku, David",CLE,BAL,TE,0.0,0.0,0.0,0.0,4.9,46.0,0.3,0.0,0.0,0.0,11.3
98,524,"Vikings, Minnesota",MIN,@LAR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,11.3
99,14080,"Singletary, Devin",NYG,@PIT,RB,0.0,0.0,54.0,0.4,2.1,15.0,0.0,0.0,0.0,0.0,11.2
100,13633,"Kirk, Christian",JAC,GBP,WR,0.0,0.0,1.0,0.0,4.1,55.0,0.2,0.0,0.0,0.0,11.2
101,15789,"Watson, Christian",GBP,@JAC,WR,0.0,0.0,2.0,0.0,3.0,46.0,0.5,0.0,0.0,0.0,10.9
102,16614,"Harrison Jr., Marvin",ARI,@MIA,WR,0.0,0.0,0.0,0.0,4.0,44.0,0.4,0.0,0.0,0.0,10.8
103,15293,"Bateman, Rashod",BAL,@CLE,WR,0.0,0.0,0.0,0.0,3.3,53.0,0.4,0.0,0.0,0.0,10.8
104,14833,"Jeudy, Jerry",CLE,BAL,WR,0.0,0.0,0.0,0.0,4.0,44.0,0.4,0.0,0.0,0.0,10.8
105,15754,"Olave, Chris",NOS,@LAC,WR,0.0,0.0,0.0,0.0,4.0,51.0,0.3,0.0,0.0,0.0,10.7
106,15259,"Stevenson, Rhamondre",NEP,NYJ,RB,0.0,0.0,47.0,0.3,2.9,15.0,0.0,0.0,0.0,0.0,10.7
107,12140,"Winston, Jameis",CLE,BAL,QB,147.0,0.9,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.7
108,15761,"Shakir, Khalil",BUF,@SEA,WR,0.0,0.0,0.0,0.0,3.9,50.0,0.3,0.0,0.0,0.0,10.6
109,13404,"Ekeler, Austin",WAS,CHI,RB,0.0,0.0,36.0,0.2,2.7,27.0,0.0,0.0,0.0,0.0,10.5
110,510,"Steelers, Pittsburgh",PIT,NYG,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,10.4
111,12187,"Lockett, Tyler",SEA,BUF,WR,0.0,0.0,0.0,0.0,4.1,51.0,0.2,0.0,0.0,0.0,10.3
112,512,"Chiefs, Kansas City",KCC,@LVR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,10.3
113,15329,"Pitts, Kyle",ATL,@TBB,TE,0.0,0.0,-0.1,0.0,4.1,50.0,0.2,0.0,0.0,0.0,10.2
114,14974,"Mooney, Darnell",ATL,@TBB,WR,0.0,0.0,0.1,0.0,3.8,49.0,0.3,0.0,0.0,0.0,10.2
115,16204,"Dell, Tank",HOU,IND,WR,0.0,0.0,3.0,0.1,3.7,43.0,0.2,0.0,0.0,0.0,10.1
116,13696,"Smith, Roquan",BAL,@CLE,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,10.1
117,16185,"Smith-Njigba, Jaxon",SEA,BUF,WR,0.0,0.0,0.0,0.0,4.4,42.0,0.2,0.0,0.0,0.0,10.0
118,15799,"Ferguson, Jake",DAL,@SFO,TE,0.0,0.0,0.0,0.0,4.5,45.0,0.2,0.0,0.0,0.0,10.0
119,15757,"Robinson, Wan'Dale",NYG,@PIT,WR,0.0,0.0,2.0,0.0,4.8,37.0,0.2,0.0,0.0,0.0,10.0
120,15301,"Atwell, Tutu",LAR,MIN,WR,0.0,0.0,2.0,0.0,3.9,45.0,0.2,0.0,0.0,0.0,10.0
121,16598,"Irving, Bucky",TBB,ATL,RB,0.0,0.0,44.0,0.3,2.0,15.0,0.0,0.0,0.0,0.0,9.9
122,15794,"McBride, Trey",ARI,@MIA,TE,0.0,0.0,0.0,0.0,4.7,47.0,0.1,0.0,0.0,0.0,9.9
123,14223,"Mattison, Alexander",LVR,KCC,RB,0.0,0.0,39.0,0.3,1.9,17.0,0.1,0.0,0.0,0.0,9.9
124,14102,"Metcalf, DK",SEA,BUF,WR,0.0,0.0,0.0,0.0,3.3,51.0,0.3,0.0,0.0,0.0,9.9
125,11644,"Carr, Derek",NOS,@LAC,QB,154.0,1.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.9
126,16620,"Worthy, Xavier",KCC,@LVR,WR,0.0,0.0,4.0,0.2,3.5,40.0,0.2,0.0,0.0,0.0,9.8
127,12676,"Henry, Hunter",NEP,NYJ,TE,0.0,0.0,0.0,0.0,4.0,41.0,0.3,0.0,0.0,0.0,9.8
128,11232,"Hopkins, DeAndre",KCC,@LVR,WR,0.0,0.0,2.0,0.1,4.0,40.0,0.2,0.0,0.0,0.0,9.8
129,15802,"Otton, Cade",TBB,ATL,TE,0.0,0.0,-0.2,0.0,4.2,40.0,0.2,0.0,0.0,0.0,9.6
130,16222,"Kraft, Tucker",GBP,@JAC,TE,0.0,0.0,0.0,0.0,3.1,37.0,0.4,0.0,0.0,0.0,9.5
131,16195,"Wicks, Dontayvion",GBP,@JAC,WR,0.0,0.0,0.0,0.0,2.8,38.0,0.5,0.0,0.0,0.0,9.5
132,16627,"McConkey, Ladd",LAC,NOS,WR,0.0,0.0,2.0,0.0,3.7,42.0,0.2,0.0,0.0,0.0,9.4
133,16287,"Tucker, Tre",LVR,KCC,WR,0.0,0.0,3.0,0.1,3.4,43.0,0.2,0.0,0.0,0.0,9.4
134,14138,"Hockenson, T.J.",MIN,@LAR,TE,0.0,0.0,0.0,0.0,4.0,38.0,0.3,0.0,0.0,0.0,9.4
135,12447,"Mostert, Raheem",MIA,ARI,RB,0.0,0.0,45.0,0.4,1.3,8.0,0.0,0.0,0.0,0.0,9.3
136,16188,"Johnston, Quentin",LAC,NOS,WR,0.0,0.0,1.0,0.0,4.0,44.0,0.1,0.0,0.0,0.0,9.2
137,13671,"Andrews, Mark",BAL,@CLE,TE,0.0,0.0,0.0,0.0,2.9,38.0,0.4,0.0,0.0,0.0,9.2
138,13629,"Ridley, Calvin",TEN,@DET,WR,0.0,0.0,3.0,0.1,2.8,41.0,0.2,0.0,0.0,0.0,9.2
139,16191,"Tillman, Cedric",CLE,BAL,WR,0.0,0.0,0.0,0.0,4.0,45.0,0.1,0.0,0.0,0.0,9.1
140,13743,"Warner, Fred",SFO,DAL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,9.1
141,13595,"Rudolph, Mason",TEN,@DET,QB,153.0,0.7,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.1
142,9064,"Flacco, Joe",IND,@HOU,QB,120.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1
143,531,"Ravens, Baltimore",BAL,@CLE,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,9.1
144,15788,"Tolbert, Jalen",DAL,@SFO,WR,0.0,0.0,2.0,0.0,3.2,38.0,0.3,0.0,0.0,0.0,9.0
145,16214,"LaPorta, Sam",DET,TEN,TE,0.0,0.0,0.1,0.0,3.2,38.0,0.3,0.0,0.0,0.0,8.9
146,15712,"Allgeier, Tyler",ATL,@TBB,RB,0.0,0.0,50.0,0.2,1.2,11.0,0.0,0.0,0.0,0.0,8.9
147,14909,"Winfield, Antoine",TBB,ATL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,8.9
148,13813,"Oluokun, Foyesade",JAC,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,8.9
149,530,"49ers, San Francisco",SFO,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,8.9
150,16213,"Kincaid, Dalton",BUF,@SEA,TE,0.0,0.0,0.0,0.0,3.9,41.0,0.1,0.0,0.0,0.0,8.8
151,16148,"Young, Bryce",CAR,@DEN,QB,143.0,0.6,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.8
152,13837,"Franklin, Zaire",IND,@HOU,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,8.8
153,16169,"Charbonnet, Zach",SEA,BUF,RB,0.0,0.0,29.0,0.2,2.5,18.0,0.1,0.0,0.0,0.0,8.7
154,15979,"Dicker, Cameron",LAC,NOS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,8.7
155,15804,"Calcaterra, Grant",PHI,@CIN,TE,0.0,0.0,0.0,0.0,3.9,44.0,0.1,0.0,0.0,0.0,8.7
156,13987,"Spillane, Robert",LVR,KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.7
157,522,"Lions, Detroit",DET,TEN,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,8.7
158,14137,"Fant, Noah",SEA,BUF,TE,0.0,0.0,0.0,0.0,4.0,41.0,0.1,0.0,0.0,0.0,8.6
159,13772,"Schultz, Dalton",HOU,IND,TE,0.0,0.0,0.0,0.0,3.7,37.0,0.2,0.0,0.0,0.0,8.6
160,10775,"Wagner, Bobby",WAS,CHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,8.6
161,16846,"Bates, Jake",DET,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,8.4
162,16342,"Douglas, Demario",NEP,NYJ,WR,0.0,0.0,2.0,0.0,3.6,38.0,0.1,0.0,0.0,0.0,8.4
163,15742,"Warren, Jaylen",PIT,NYG,RB,0.0,0.0,34.0,0.1,2.6,16.0,0.0,0.0,0.0,0.0,8.3
164,15288,"Moore, Elijah",CLE,BAL,WR,0.0,0.0,0.0,0.0,4.0,40.0,0.1,0.0,0.0,0.0,8.3
165,14258,"Seibert, Austin",WAS,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,8.3
166,15768,"Pierce, Alec",IND,@HOU,WR,0.0,0.0,0.0,0.0,2.2,44.0,0.3,0.0,0.0,0.0,8.2
167,14322,"Edwards, T.J.",CHI,@WAS,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,8.2
168,12956,"Lutz, Wil",DEN,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,8.2
169,13763,"Dissly, Will",LAC,NOS,TE,0.0,0.0,0.0,0.0,3.5,38.0,0.1,0.0,0.0,0.0,8.1
170,16681,"Reichard, Will",MIN,@LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,8.0
171,16414,"Aubrey, Brandon",DAL,@SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,8.0
172,16751,"Means, Bub",NOS,@LAC,WR,0.0,0.0,1.0,0.0,3.3,38.0,0.1,0.0,0.0,0.0,7.9
173,16175,"Johnson, Roschon",CHI,@WAS,RB,0.0,0.0,30.0,0.4,1.6,12.0,0.0,0.0,0.0,0.0,7.9
174,15786,"Nailor, Jalen",MIN,@LAR,WR,0.0,0.0,0.0,0.0,2.2,35.0,0.4,0.0,0.0,0.0,7.9
175,14928,"Wilson, Logan",CIN,PHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,7.9
176,14798,"Moss, Zack",CIN,PHI,RB,0.0,0.0,27.0,0.1,2.0,17.0,0.1,0.0,0.0,0.0,7.9
177,13193,"Smith, Jonnu",MIA,ARI,TE,0.0,0.0,-0.1,0.0,3.3,37.0,0.2,0.0,0.0,0.0,7.9
178,502,"Colts, Indianapolis",IND,@HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,7.9
179,501,"Bills, Buffalo",BUF,@SEA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,7.9
180,15839,"Cross, Nick",IND,@HOU,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,7.8
181,14717,"McLaughlin, Chase",TBB,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,7.8
182,13354,"Butker, Harrison",KCC,@LVR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.8
183,15730,"Goodson, Tyler",IND,@HOU,RB,0.0,0.0,44.0,0.2,1.3,9.0,0.0,0.0,0.0,0.0,7.7
184,14218,"Okereke, Bobby",NYG,@PIT,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.7
185,13737,"Bates, Jessie",ATL,@TBB,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.7
186,15821,"Dean, Nakobe",PHI,@CIN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.6
187,14910,"Jones, Brandon",DEN,CAR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.6
188,14257,"Speed, E.J.",IND,@HOU,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,7.6
189,12785,"Robinson, Demarcus",LAR,MIN,WR,0.0,0.0,1.0,0.0,2.6,38.0,0.2,0.0,0.0,0.0,7.6
190,12650,"Boyd, Tyler",TEN,@DET,WR,0.0,0.0,0.0,0.0,3.6,36.0,0.1,0.0,0.0,0.0,7.6
191,517,"Giants, New York",NYG,@PIT,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,7.6
192,16390,"McLaughlin, Jaleel",DEN,CAR,RB,0.0,0.0,27.0,0.1,2.2,10.0,0.1,0.0,0.0,0.0,7.5
193,12860,"Fairbairn, Ka'imi",HOU,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,7.5
194,12752,"Byard, Kevin",CHI,@WAS,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5
