Rank,Player ID,Player Name,Team,Opp,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,FG,Pts Agn,Tack,Pts
23,16161,"Robinson, Bijan",ATL,@LVR,RB,0.0,0.0,68.0,0.5,3.8,29.0,0.1,0.0,0.0,0.0,17.4
24,16582,"Nix, Bo",DEN,IND,QB,216.0,1.4,23.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,17.3
25,12140,"Winston, Jameis",CLE,KCC,QB,239.0,1.5,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.2
26,14073,"Jacobs, Josh",GBP,@SEA,RB,0.0,0.0,75.0,0.9,2.1,20.0,0.1,0.0,0.0,0.0,17.1
27,14836,"Jefferson, Justin",MIN,CHI,WR,0.0,0.0,0.1,0.0,5.6,86.0,0.5,0.0,0.0,0.0,17.0
28,14779,"Herbert, Justin",LAC,TBB,QB,233.0,1.2,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,16.9
29,13124,"Rush, Cooper",DAL,@CAR,QB,248.0,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8
30,16152,"Richardson, Anthony",IND,@DEN,QB,197.0,1.0,30.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.6
31,13132,"Kamara, Alvin",NOS,WAS,RB,0.0,0.0,64.0,0.3,4.8,33.0,0.0,0.0,0.0,0.0,16.6
32,14860,"Jennings, Jauan",SFO,LAR,WR,0.0,0.0,4.0,0.0,5.4,71.0,0.6,0.0,0.0,0.0,16.5
33,14833,"Jeudy, Jerry",CLE,KCC,WR,0.0,0.0,0.0,0.0,5.1,87.0,0.4,0.0,0.0,0.0,16.5
34,16211,"Nacua, Puka",LAR,@SFO,WR,0.0,0.0,4.0,0.1,5.8,79.0,0.3,0.0,0.0,0.0,16.4
35,16167,"Achane, De'Von",MIA,@HOU,RB,0.0,0.0,45.0,0.4,4.0,30.0,0.4,0.0,0.0,0.0,16.3
36,13635,"Moore, D.J.",CHI,@MIN,WR,0.0,0.0,3.0,0.0,6.0,69.0,0.5,0.0,0.0,0.0,16.3
37,7836,"Rodgers, Aaron",NYJ,@JAC,QB,255.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3
38,16579,"Williams, Caleb",CHI,@MIN,QB,197.0,1.2,36.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.2
39,12611,"Goff, Jared",DET,BUF,QB,240.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1
40,11150,"Smith, Geno",SEA,GBP,QB,255.0,1.2,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.1
41,14071,"Montgomery, David",DET,BUF,RB,0.0,0.0,63.0,0.9,2.3,21.0,0.0,0.0,0.0,0.0,15.9
42,11675,"Adams, Davante",NYJ,@JAC,WR,0.0,0.0,0.0,0.0,6.1,69.0,0.5,0.0,0.0,0.0,15.9
43,14832,"Lamb, CeeDee",DAL,@CAR,WR,0.0,0.0,4.0,0.0,5.9,69.0,0.4,0.0,0.0,0.0,15.7
44,16150,"Stroud, C.J.",HOU,MIA,QB,246.0,1.2,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.6
45,14109,"McLaurin, Terry",WAS,@NOS,WR,0.0,0.0,0.0,0.0,4.9,71.0,0.6,0.0,0.0,0.0,15.6
46,14104,"Brown, A.J.",PHI,PIT,WR,0.0,0.0,0.0,0.0,5.5,80.0,0.4,0.0,0.0,0.0,15.6
47,13164,"Kupp, Cooper",LAR,@SFO,WR,0.0,0.0,0.0,0.0,5.6,67.0,0.5,0.0,0.0,0.0,15.4
48,9431,"Stafford, Matthew",LAR,@SFO,QB,245.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4
49,13629,"Ridley, Calvin",TEN,CIN,WR,0.0,0.0,1.0,0.1,5.2,75.0,0.4,0.0,0.0,0.0,15.2
50,11938,"Thielen, Adam",CAR,DAL,WR,0.0,0.0,1.0,0.0,5.9,68.0,0.4,0.0,0.0,0.0,15.2
51,10703,"Wilson, Russell",PIT,@PHI,QB,198.0,1.3,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.2
52,10700,"Cousins, Kirk",ATL,@LVR,QB,272.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1
53,15261,"Hubbard, Chuba",CAR,DAL,RB,0.0,0.0,75.0,0.6,2.6,11.0,0.0,0.0,0.0,0.0,15.0
54,14127,"Meyers, Jakobi",LVR,ATL,WR,0.0,0.0,2.0,0.1,6.0,68.0,0.3,0.0,0.0,0.0,15.0
55,16185,"Smith-Njigba, Jaxon",SEA,GBP,WR,0.0,0.0,1.0,0.0,5.5,70.0,0.4,0.0,0.0,0.0,14.9
56,16149,"Levis, Will",TEN,CIN,QB,229.0,1.2,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,14.9
57,13319,"Jones, Aaron",MIN,CHI,RB,0.0,0.0,72.0,0.3,2.8,21.0,0.1,0.0,0.0,0.0,14.7
58,511,"Broncos, Denver",DEN,IND,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,14.5
59,16186,"Addison, Jordan",MIN,CHI,WR,0.0,0.0,1.0,0.0,4.1,61.0,0.6,0.0,0.0,0.0,14.4
60,15753,"Wilson, Garrett",NYJ,@JAC,WR,0.0,0.0,0.0,0.0,6.0,70.0,0.2,0.0,0.0,0.0,14.3
61,16615,"Nabers, Malik",NYG,BAL,WR,0.0,0.0,1.0,0.0,6.1,64.0,0.2,0.0,0.0,0.0,14.2
62,13146,"Conner, James",ARI,NEP,RB,0.0,0.0,65.0,0.4,2.6,22.0,0.1,0.0,0.0,0.0,14.2
63,16618,"Thomas Jr., Brian",JAC,NYJ,WR,0.0,0.0,2.0,0.0,4.2,64.0,0.5,0.0,0.0,0.0,14.1
64,15794,"McBride, Trey",ARI,NEP,TE,0.0,0.0,0.0,0.1,6.5,69.0,0.1,0.0,0.0,0.0,14.1
65,11671,"Evans, Mike",TBB,@LAC,WR,0.0,0.0,1.0,0.0,4.3,61.0,0.6,0.0,0.0,0.0,14.1
66,11232,"Hopkins, DeAndre",KCC,@CLE,WR,0.0,0.0,1.0,0.0,4.7,58.0,0.6,0.0,0.0,0.0,14.1
67,15751,"London, Drake",ATL,@LVR,WR,0.0,0.0,-0.2,0.0,5.4,66.0,0.3,0.0,0.0,0.0,13.9
68,15284,"Waddle, Jaylen",MIA,@HOU,WR,0.0,0.0,1.0,0.0,5.1,69.0,0.2,0.0,0.0,0.0,13.9
69,14802,"Taylor, Jonathan",IND,@DEN,RB,0.0,0.0,73.0,0.5,1.8,12.0,0.1,0.0,0.0,0.0,13.9
70,16627,"McConkey, Ladd",LAC,TBB,WR,0.0,0.0,0.1,0.0,4.8,69.0,0.4,0.0,0.0,0.0,13.8
71,16148,"Young, Bryce",CAR,DAL,QB,213.0,1.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.8
72,15708,"Hall, Breece",NYJ,@JAC,RB,0.0,0.0,55.0,0.4,3.0,18.0,0.2,0.0,0.0,0.0,13.8
73,14823,"Dowdle, Rico",DAL,@CAR,RB,0.0,0.0,69.0,0.3,2.7,16.0,0.2,0.0,0.0,0.0,13.7
74,13630,"Sutton, Courtland",DEN,IND,WR,0.0,0.0,0.0,0.0,4.7,63.0,0.5,0.0,0.0,0.0,13.7
75,16441,"DeVito, Tommy",NYG,BAL,QB,186.0,0.6,31.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.6
76,15749,"Pacheco, Isiah",KCC,@CLE,RB,0.0,0.0,64.0,0.5,2.6,17.0,0.1,0.0,0.0,0.0,13.6
77,15761,"Shakir, Khalil",BUF,@DET,WR,0.0,0.0,0.0,0.0,5.5,68.0,0.2,0.0,0.0,0.0,13.5
78,15241,"Jones, Mac",JAC,NYJ,QB,201.0,0.9,7.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,13.5
79,15716,"Robinson, Brian",WAS,@NOS,RB,0.0,0.0,57.0,0.6,1.7,16.0,0.1,0.0,0.0,0.0,13.4
80,16159,"O'Connell, Aidan",LVR,ATL,QB,216.0,1.1,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3
81,15715,"Cook, James",BUF,@DET,RB,0.0,0.0,55.0,0.5,2.2,18.0,0.1,0.0,0.0,0.0,13.3
82,14136,"Samuel, Deebo",SFO,LAR,WR,0.0,0.0,8.0,0.1,4.4,63.0,0.2,0.0,0.0,0.0,13.3
83,16580,"Maye, Drake",NEP,@ARI,QB,172.0,1.0,31.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.2
84,16188,"Johnston, Quentin",LAC,TBB,WR,0.0,0.0,0.0,0.0,3.9,56.0,0.6,0.0,0.0,0.0,13.2
85,15721,"White, Rachaad",TBB,@LAC,RB,0.0,0.0,44.0,0.3,2.8,22.0,0.3,0.0,0.0,0.0,13.2
86,15711,"Walker III, Kenneth",SEA,GBP,RB,0.0,0.0,55.0,0.5,2.5,19.0,0.1,0.0,0.0,0.0,13.1
87,14842,"Pittman, Michael",IND,@DEN,WR,0.0,0.0,0.0,0.0,5.2,60.0,0.3,0.0,0.0,0.0,13.0
88,15259,"Stevenson, Rhamondre",NEP,@ARI,RB,0.0,0.0,54.0,0.4,3.1,16.0,0.1,0.0,0.0,0.0,12.9
89,11244,"Kelce, Travis",KCC,@CLE,TE,0.0,0.0,0.0,0.0,6.2,56.0,0.2,0.0,0.0,0.0,12.9
90,16641,"Bowers, Brock",LVR,ATL,TE,0.0,0.0,1.0,0.0,5.3,58.0,0.3,0.0,0.0,0.0,12.8
91,16598,"Irving, Bucky",TBB,@LAC,RB,0.0,0.0,49.0,0.4,2.8,24.0,0.0,0.0,0.0,0.0,12.7
92,16184,"Reed, Jayden",GBP,@SEA,WR,0.0,0.0,5.0,0.1,3.6,52.0,0.5,0.0,0.0,0.0,12.7
93,15282,"Smith, DeVonta",PHI,PIT,WR,0.0,0.0,0.0,0.0,4.5,58.0,0.4,0.0,0.0,0.0,12.7
94,16688,"Guerendo, Isaac",SFO,LAR,RB,0.0,0.0,56.0,0.5,2.0,20.0,0.1,0.0,0.0,0.0,12.6
95,16190,"Flowers, Zay",BAL,@NYG,WR,0.0,0.0,3.0,0.0,4.2,60.0,0.3,0.0,0.0,0.0,12.6
96,14102,"Metcalf, DK",SEA,GBP,WR,0.0,0.0,0.0,0.0,4.2,66.0,0.3,0.0,0.0,0.0,12.6
97,14085,"Pollard, Tony",TEN,CIN,RB,0.0,0.0,64.0,0.3,2.7,16.0,0.0,0.0,0.0,0.0,12.6
98,13192,"Njoku, David",CLE,KCC,TE,0.0,0.0,0.0,0.0,5.2,45.0,0.4,0.0,0.0,0.0,12.5
99,12175,"Cooper, Amari",BUF,@DET,WR,0.0,0.0,0.0,0.0,4.5,61.0,0.3,0.0,0.0,0.0,12.4
100,14835,"Higgins, Tee",CIN,@TEN,WR,0.0,0.0,0.0,0.0,4.0,55.0,0.5,0.0,0.0,0.0,12.2
101,16747,"Tracy, Tyrone",NYG,BAL,RB,0.0,0.0,55.0,0.5,2.3,17.0,0.0,0.0,0.0,0.0,11.9
102,15253,"Etienne, Travis",JAC,NYJ,RB,0.0,0.0,47.0,0.4,2.9,20.0,0.0,0.0,0.0,0.0,11.9
103,16169,"Charbonnet, Zach",SEA,GBP,RB,0.0,0.0,45.0,0.4,2.8,20.0,0.0,0.0,0.0,0.0,11.8
104,15256,"Williams, Javonte",DEN,IND,RB,0.0,0.0,44.0,0.3,3.2,19.0,0.1,0.0,0.0,0.0,11.8
105,13299,"Kittle, George",SFO,LAR,TE,0.0,0.0,0.0,0.0,3.7,57.0,0.4,0.0,0.0,0.0,11.8
106,16614,"Harrison Jr., Marvin",ARI,NEP,WR,0.0,0.0,0.0,0.0,3.8,51.0,0.5,0.0,0.0,0.0,11.7
107,16187,"Downs, Josh",IND,@DEN,WR,0.0,0.0,0.0,0.0,4.7,53.0,0.3,0.0,0.0,0.0,11.7
108,15254,"Harris, Najee",PIT,@PHI,RB,0.0,0.0,58.0,0.4,1.8,14.0,0.0,0.0,0.0,0.0,11.5
109,11222,"Allen, Keenan",CHI,@MIN,WR,0.0,0.0,0.0,0.0,4.5,46.0,0.4,0.0,0.0,0.0,11.4
110,13193,"Smith, Jonnu",MIA,@HOU,TE,0.0,0.0,-0.1,0.0,4.3,49.0,0.3,0.0,0.0,0.0,11.3
111,16287,"Tucker, Tre",LVR,ATL,WR,0.0,0.0,4.0,0.1,3.9,48.0,0.2,0.0,0.0,0.0,11.0
112,13671,"Andrews, Mark",BAL,@NYG,TE,0.0,0.0,0.0,0.0,3.5,41.0,0.6,0.0,0.0,0.0,11.0
113,14974,"Mooney, Darnell",ATL,@LVR,WR,0.0,0.0,0.0,0.0,3.7,57.0,0.2,0.0,0.0,0.0,10.9
114,15756,"Williams, Jameson",DET,BUF,WR,0.0,0.0,4.0,0.1,3.2,51.0,0.3,0.0,0.0,0.0,10.7
115,14138,"Hockenson, T.J.",MIN,CHI,TE,0.0,0.0,0.0,0.0,4.7,49.0,0.2,0.0,0.0,0.0,10.7
116,15777,"Austin III, Calvin",PIT,@PHI,WR,0.0,0.0,0.0,0.0,2.8,47.0,0.5,0.0,0.0,0.0,10.4
117,11644,"Carr, Derek",NOS,WAS,QB,158.0,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
118,16204,"Dell, Tank",HOU,MIA,WR,0.0,0.0,1.0,0.0,3.8,48.0,0.2,0.0,0.0,0.0,10.1
119,15109,"Westbrook-Ikhine, Nick",TEN,CIN,WR,0.0,0.0,0.0,0.0,2.4,39.0,0.6,0.0,0.0,0.0,10.1
120,16596,"Allen, Braelon",NYJ,@JAC,RB,0.0,0.0,55.0,0.1,2.0,17.0,0.0,0.0,0.0,0.0,10.0
121,15799,"Ferguson, Jake",DAL,@CAR,TE,0.0,0.0,0.0,0.0,4.7,44.0,0.2,0.0,0.0,0.0,10.0
122,14797,"Swift, D'Andre",CHI,@MIN,RB,0.0,0.0,47.0,0.3,1.9,17.0,0.0,0.0,0.0,0.0,10.0
123,524,"Vikings, Minnesota",MIN,CHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,10.0
124,16214,"LaPorta, Sam",DET,BUF,TE,0.0,0.0,0.1,0.0,3.3,37.0,0.5,0.0,0.0,0.0,9.9
125,16620,"Worthy, Xavier",KCC,@CLE,WR,0.0,0.0,3.0,0.1,3.4,39.0,0.3,0.0,0.0,0.0,9.7
126,16628,"McMillan, Jalen",TBB,@LAC,WR,0.0,0.0,3.0,0.0,3.3,37.0,0.4,0.0,0.0,0.0,9.6
127,15789,"Watson, Christian",GBP,@SEA,WR,0.0,0.0,3.0,0.0,2.8,51.0,0.2,0.0,0.0,0.0,9.6
128,14223,"Mattison, Alexander",LVR,ATL,RB,0.0,0.0,38.0,0.2,2.3,19.0,0.1,0.0,0.0,0.0,9.6
129,15757,"Robinson, Wan'Dale",NYG,BAL,WR,0.0,0.0,2.0,0.0,4.8,37.0,0.1,0.0,0.0,0.0,9.5
130,15288,"Moore, Elijah",CLE,KCC,WR,0.0,0.0,0.1,0.0,4.2,44.0,0.1,0.0,0.0,0.0,9.5
131,13138,"Hunt, Kareem",KCC,@CLE,RB,0.0,0.0,43.0,0.3,1.8,13.0,0.0,0.0,0.0,0.0,9.5
132,16639,"Legette, Xavier",CAR,DAL,WR,0.0,0.0,1.0,0.0,3.5,41.0,0.3,0.0,0.0,0.0,9.3
133,14867,"Kmet, Cole",CHI,@MIN,TE,0.0,0.0,0.0,0.0,3.7,38.0,0.3,0.0,0.0,0.0,9.2
134,16788,"Vele, Devaughn",DEN,IND,WR,0.0,0.0,0.1,0.0,3.7,47.0,0.1,0.0,0.0,0.0,9.1
135,15754,"Olave, Chris",NOS,WAS,WR,0.0,0.0,0.0,0.0,3.1,43.0,0.3,0.0,0.0,0.0,9.1
136,16269,"Strange, Brenton",JAC,NYJ,TE,0.0,0.0,0.0,0.0,4.4,36.0,0.1,0.0,0.0,0.0,9.0
137,16222,"Kraft, Tucker",GBP,@SEA,TE,0.0,0.0,0.0,0.0,2.7,32.0,0.5,0.0,0.0,0.0,8.9
138,15329,"Pitts, Kyle",ATL,@LVR,TE,0.0,0.0,-0.1,0.0,3.3,44.0,0.2,0.0,0.0,0.0,8.9
139,13610,"Chubb, Nick",CLE,KCC,RB,0.0,0.0,40.0,0.3,1.5,9.0,0.1,0.0,0.0,0.0,8.9
140,15779,"Doubs, Romeo",GBP,@SEA,WR,0.0,0.0,0.0,0.0,3.1,42.0,0.2,0.0,0.0,0.0,8.8
141,12860,"Fairbairn, Ka'imi",HOU,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,8.7
142,11247,"Ertz, Zach",WAS,@NOS,TE,0.0,0.0,0.0,0.0,3.4,32.0,0.3,0.0,0.0,0.0,8.7
143,16206,"Wilson, Michael",ARI,NEP,WR,0.0,0.0,1.0,0.0,3.1,38.0,0.3,0.0,0.0,0.0,8.6
144,15768,"Pierce, Alec",IND,@DEN,WR,0.0,0.0,0.0,0.0,2.3,44.0,0.3,0.0,0.0,0.0,8.6
145,15742,"Warren, Jaylen",PIT,@PHI,RB,0.0,0.0,35.0,0.1,2.5,19.0,0.0,0.0,0.0,0.0,8.6
146,14086,"Hill, Justice",BAL,@NYG,RB,0.0,0.0,22.0,0.1,2.8,22.0,0.1,0.0,0.0,0.0,8.6
147,13641,"McCloud, Ray-Ray",ATL,@LVR,WR,0.0,0.0,4.0,0.0,3.7,41.0,0.1,0.0,0.0,0.0,8.6
148,16616,"Odunze, Rome",CHI,@MIN,WR,0.0,0.0,1.0,0.0,3.2,39.0,0.2,0.0,0.0,0.0,8.5
149,14322,"Edwards, T.J.",CHI,@MIN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,8.5
150,13837,"Franklin, Zaire",IND,@DEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,8.5
151,13251,"Baker, Budda",ARI,NEP,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,8.5
152,16342,"Douglas, Demario",NEP,@ARI,WR,0.0,0.0,1.0,0.0,4.0,39.0,0.1,0.0,0.0,0.0,8.4
153,15319,"Palmer, Joshua",LAC,TBB,WR,0.0,0.0,0.0,0.0,3.1,46.0,0.1,0.0,0.0,0.0,8.4
154,13772,"Schultz, Dalton",HOU,MIA,TE,0.0,0.0,0.0,0.0,3.5,38.0,0.2,0.0,0.0,0.0,8.4
155,11674,"Cooks, Brandin",DAL,@CAR,WR,0.0,0.0,1.0,0.0,2.5,28.0,0.5,0.0,0.0,0.0,8.4
156,9064,"Flacco, Joe",IND,@DEN,QB,110.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
157,15839,"Cross, Nick",IND,@DEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,8.3
158,15331,"Freiermuth, Pat",PIT,@PHI,TE,0.0,0.0,0.0,0.0,3.0,32.0,0.3,0.0,0.0,0.0,8.3
159,15821,"Dean, Nakobe",PHI,PIT,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,8.2
160,15802,"Otton, Cade",TBB,@LAC,TE,0.0,0.0,-0.1,0.0,3.4,35.0,0.2,0.0,0.0,0.0,8.2
161,14893,"Baun, Zack",PHI,PIT,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,8.2
162,13850,"Edwards, Gus",LAC,TBB,RB,0.0,0.0,36.0,0.5,1.0,6.0,0.0,0.0,0.0,0.0,8.2
163,15404,"Jones, Ernest",SEA,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,8.1
164,13696,"Smith, Roquan",BAL,@NYG,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.1
165,12676,"Henry, Hunter",NEP,@ARI,TE,0.0,0.0,0.0,0.0,3.6,36.0,0.1,0.0,0.0,0.0,8.1
166,12187,"Lockett, Tyler",SEA,GBP,WR,0.0,0.0,0.0,0.0,3.2,39.0,0.2,0.0,0.0,0.0,8.1
167,15869,"Bernard, Terrel",BUF,@DET,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,7.9
168,14892,"Brooks, Jordyn",MIA,@HOU,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.9
169,12785,"Robinson, Demarcus",LAR,@SFO,WR,0.0,0.0,0.0,0.0,2.0,31.0,0.5,0.0,0.0,0.0,7.9
170,14122,"Slayton, Darius",NYG,BAL,WR,0.0,0.0,1.0,0.0,2.9,41.0,0.1,0.0,0.0,0.0,7.8
171,516,"Cowboys, Dallas",DAL,@CAR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,7.7
172,16681,"Reichard, Will",MIN,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,7.6
173,16617,"Coleman, Keon",BUF,@DET,WR,0.0,0.0,0.1,0.0,2.7,39.0,0.1,0.0,0.0,0.0,7.6
174,13325,"Woods, Xavier",CAR,DAL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,7.6
175,523,"Packers, Green Bay",GBP,@SEA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,7.6
176,16414,"Aubrey, Brandon",DAL,@CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,7.5
177,16280,"Henley, Daiyan",LAC,TBB,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,7.5
178,12956,"Lutz, Wil",DEN,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.5
179,11936,"Boswell, Chris",PIT,@PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,7.5
180,16846,"Bates, Jake",DET,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,7.4
181,15365,"Moehrig, Trevon",LVR,ATL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,7.4
182,14303,"Elliss, Kaden",ATL,@LVR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,7.4
183,14257,"Speed, E.J.",IND,@DEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.4
184,13987,"Spillane, Robert",LVR,ATL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,7.4
185,13762,"White, Kyzir",ARI,NEP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,7.4
186,10768,"David, Lavonte",TBB,@LAC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.4
187,14244,"Gay, Matt",IND,@DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.3
188,13702,"Jewell, Josey",CAR,DAL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.3
189,13672,"Gesicki, Mike",CIN,@TEN,TE,0.0,0.0,0.0,0.0,3.1,33.0,0.2,0.0,0.0,0.0,7.3
190,531,"Ravens, Baltimore",BAL,@NYG,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,7.3
191,14908,"McKinney, Xavier",GBP,@SEA,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,7.2
192,14896,"Queen, Patrick",PIT,@PHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,7.2
193,14861,"Johnson, Juwan",NOS,WAS,TE,0.0,0.0,0.0,0.0,2.7,29.0,0.3,0.0,0.0,0.0,7.2
194,14221,"Williams, Quincy",NYJ,@JAC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.2
