first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Saquon,Barkley,RB,,14,2024-12-08,Thu-Mon,PHI,CAR,-12.5,45.5,29,9000,32,30.9,25.7,25.9,25.6,2.84
Alvin,Kamara,RB,,14,2024-12-08,Thu-Mon,NO,NYG,-4.5,41.5,23,8000,29,19.3,17.5,20.4,24.7,3.09
Josh,Allen,QB,,14,2024-12-08,Thu-Mon,BUF,LAR,-3.5,49.5,26.5,8000,15,23.1,21.8,21.7,22.6,2.83
Jalen,Hurts,QB,,14,2024-12-08,Thu-Mon,PHI,CAR,-12.5,45.5,29,7800,27,22.6,22.6,22.5,21.9,2.81
Joe,Burrow,QB,,14,2024-12-09,Thu-Mon,CIN,DAL,-5.5,49.5,27.5,7300,28,27.6,25.6,23.5,21.4,2.93
Chase,Brown,RB,,14,2024-12-09,Thu-Mon,CIN,DAL,-5.5,49.5,27.5,6700,25,20.6,17.3,15.1,21.1,3.15
Ja'Marr,Chase,WR,,14,2024-12-09,Thu-Mon,CIN,DAL,-5.5,49.5,27.5,8500,20,27.4,26.2,23.4,19.9,2.34
De'Von,Achane,RB,,14,2024-12-08,Thu-Mon,MIA,NYJ,-5.5,44.5,25,8200,10,20.9,15.9,17.6,19.3,2.35
Justin,Jefferson,WR,,14,2024-12-08,Thu-Mon,MIN,ATL,-5.5,46.5,26,7800,28,14.0,17.0,17.7,19.3,2.47
Baker,Mayfield,QB,,14,2024-12-08,Thu-Mon,TB,LV,-6.5,46.5,26.5,6400,26,17.2,21.3,21.9,19.3,3.02
Sam,Darnold,QB,,14,2024-12-08,Thu-Mon,MIN,ATL,-5.5,46.5,26,6100,25,20.0,18.7,18.7,18.9,3.10
Patrick,Mahomes,QB,,14,2024-12-08,Thu-Mon,KC,LAC,-3.5,42.5,23,6800,10,21.5,18.9,18.4,18.7,2.75
Tua,Tagovailoa,QB,,14,2024-12-08,Thu-Mon,MIA,NYJ,-5.5,44.5,25,6300,8,21.8,17.7,19.2,18.5,2.94
Caleb,Williams,QB,,14,2024-12-08,Thu-Mon,CHI,SF,+3.5,44.5,20.5,5600,11,17.2,18.5,16.6,18.5,3.30
Kyler,Murray,QB,,14,2024-12-08,Thu-Mon,ARI,SEA,-2.5,43.5,23,6000,14,17.6,17.3,18.1,18.4,3.07
Amon-Ra,St. Brown,WR,,14,2024-12-05,Thu-Mon,DET,GB,-3.5,51.5,27.5,7600,6,20.6,19.5,18.7,18.3,2.41
Bijan,Robinson,RB,,14,2024-12-08,Thu-Mon,ATL,MIN,+5.5,46.5,20.5,7500,3,23.3,20.3,19.6,18.2,2.43
Puka,Nacua,WR,,14,2024-12-08,Thu-Mon,LAR,BUF,+3.5,49.5,23,7700,3,18.0,19.1,17.1,18.1,2.35
Brock,Purdy,QB,,14,2024-12-08,Thu-Mon,SF,CHI,-3.5,44.5,24,6200,3,19.1,19.6,18.8,18.1,2.92
CeeDee,Lamb,WR,,14,2024-12-09,Thu-Mon,DAL,CIN,+5.5,49.5,22,7300,22,13.2,16.9,16.8,17.9,2.45
Jordan,Love,QB,,14,2024-12-05,Thu-Mon,GB,DET,+3.5,51.5,24,6300,7,14.3,18.4,18.4,17.9,2.84
Justin,Herbert,QB,,14,2024-12-08,Thu-Mon,LAC,KC,+3.5,42.5,19.5,5800,23,17.6,16.4,15.6,17.7,3.05
A.J.,Brown,WR,,14,2024-12-08,Thu-Mon,PHI,CAR,-12.5,45.5,29,8100,15,14.7,16.0,17.7,17.7,2.19
Geno,Smith,QB,,14,2024-12-08,Thu-Mon,SEA,ARI,+2.5,43.5,20.5,5800,12,16.0,17.7,18.0,17.6,3.03
Jared,Goff,QB,,14,2024-12-05,Thu-Mon,DET,GB,-3.5,51.5,27.5,6500,9,17.5,19.3,18.3,17.6,2.71
Russell,Wilson,QB,,14,2024-12-08,Thu-Mon,PIT,CLE,-6.5,43.5,25,5900,13,17.4,18.5,18.6,17.6,2.98
Brock,Bowers,TE,,14,2024-12-08,Thu-Mon,LV,TB,+6.5,46.5,20,6500,27,20.3,17.3,17.0,17.6,2.71
Tee,Higgins,WR,,14,2024-12-09,Thu-Mon,CIN,DAL,-5.5,49.5,27.5,6500,20,22.6,18.5,18.8,17.5,2.69
Malik,Nabers,WR,,14,2024-12-08,Thu-Mon,NYG,NO,+4.5,41.5,18.5,6900,27,13.5,17.3,17.3,17.5,2.54
Mike,Evans,WR,Q,14,2024-12-08,Thu-Mon,TB,LV,-6.5,46.5,26.5,7200,11,15.7,16.8,15.1,16.9,2.35
Bucky,Irving,RB,Q,14,2024-12-08,Thu-Mon,TB,LV,-6.5,46.5,26.5,6600,19,19.4,16.3,14.6,16.8,2.55
Matthew,Stafford,QB,,14,2024-12-08,Thu-Mon,LAR,BUF,+3.5,49.5,23,5700,4,18.5,15.6,15.2,16.7,2.93
Will,Levis,QB,,14,2024-12-08,Thu-Mon,TEN,JAX,-3.5,39.5,21.5,5000,32,15.7,11.8,13.2,16.7,3.34
Cooper,Rush,QB,,14,2024-12-09,Thu-Mon,DAL,CIN,+5.5,49.5,22,4900,30,11.8,6.2,7.5,16.6,3.39
Jahmyr,Gibbs,RB,,14,2024-12-05,Thu-Mon,DET,GB,-3.5,51.5,27.5,7100,18,16.6,19.0,18.7,16.4,2.31
Drake,London,WR,,14,2024-12-08,Thu-Mon,ATL,MIN,+5.5,46.5,20.5,6400,32,12.4,16.7,15.7,16.4,2.56
Jameis,Winston,QB,,14,2024-12-08,Thu-Mon,CLE,PIT,+6.5,43.5,18.5,5400,2,23.7,12.6,12.6,16.4,3.04
Cooper,Kupp,WR,,14,2024-12-08,Thu-Mon,LAR,BUF,+3.5,49.5,23,7000,3,19.1,17.5,19.3,16.3,2.33
Josh,Jacobs,RB,,14,2024-12-05,Thu-Mon,GB,DET,+3.5,51.5,24,7200,2,23.6,18.4,17.8,16.2,2.25
James,Conner,RB,,14,2024-12-08,Thu-Mon,ARI,SEA,-2.5,43.5,23,6700,20,15.2,14.3,15.4,16.1,2.40
Trey,McBride,TE,,14,2024-12-08,Thu-Mon,ARI,SEA,-2.5,43.5,23,6100,20,19.6,15.5,14.9,16.1,2.64
Tony,Pollard,RB,,14,2024-12-08,Thu-Mon,TEN,JAX,-3.5,39.5,21.5,6400,31,14.3,13.7,14.2,16.1,2.52
Rico,Dowdle,RB,,14,2024-12-09,Thu-Mon,DAL,CIN,+5.5,49.5,22,6000,15,14.4,13.3,12.5,16.0,2.67
James,Cook,RB,,14,2024-12-08,Thu-Mon,BUF,LAR,-3.5,49.5,26.5,7400,23,20.1,18.1,17.6,15.8,2.14
Breece,Hall,RB,Q,14,2024-12-08,Thu-Mon,NYJ,MIA,+5.5,44.5,19.5,7000,16,14.2,15.4,16.4,15.8,2.26
Aaron,Jones,RB,,14,2024-12-08,Thu-Mon,MIN,ATL,-5.5,46.5,26,6500,8,12.9,14.9,14.9,15.8,2.43
George,Pickens,WR,,14,2024-12-08,Thu-Mon,PIT,CLE,-6.5,43.5,25,6800,24,14.8,14.4,13.5,15.7,2.31
Kyren,Williams,RB,,14,2024-12-08,Thu-Mon,LAR,BUF,+3.5,49.5,23,7300,30,13.0,17.9,17.3,15.6,2.14
Najee,Harris,RB,,14,2024-12-08,Thu-Mon,PIT,CLE,-6.5,43.5,25,6000,6,15.2,15.2,14.1,15.5,2.58
Kirk,Cousins,QB,,14,2024-12-08,Thu-Mon,ATL,MIN,+5.5,46.5,20.5,5500,18,14.7,15.5,15.1,15.4,2.80
Jaxon,Smith-Njigba,WR,,14,2024-12-08,Thu-Mon,SEA,ARI,+2.5,43.5,20.5,6300,17,21.9,15.8,15.7,15.3,2.43
Tyreek,Hill,WR,Q,14,2024-12-08,Thu-Mon,MIA,NYJ,-5.5,44.5,25,7100,1,14.6,11.7,12.7,15.3,2.15
Kenneth,Walker III,RB,Q,14,2024-12-08,Thu-Mon,SEA,ARI,+2.5,43.5,20.5,6800,17,11.2,17.0,17.0,15.2,2.24
Derek,Carr,QB,,14,2024-12-08,Thu-Mon,NO,NYG,-4.5,41.5,23,5100,16,15.8,16.8,15.7,15.0,2.94
Isaac,Guerendo,RB,,14,2024-12-08,Thu-Mon,SF,CHI,-3.5,44.5,24,5400,22,5.6,4.3,3.5,14.9,2.76
Aidan,O'Connell,QB,,14,2024-12-08,Thu-Mon,LV,TB,+6.5,46.5,20,4800,31,9.6,12.0,9.6,14.9,3.10
Travis,Kelce,TE,,14,2024-12-08,Thu-Mon,KC,LAC,-3.5,42.5,23,5500,8,15.0,14.5,12.7,14.8,2.69
Jakobi,Meyers,WR,,14,2024-12-08,Thu-Mon,LV,TB,+6.5,46.5,20,5600,25,17.7,14.9,14.9,14.6,2.61
Ladd,McConkey,WR,Q,14,2024-12-08,Thu-Mon,LAC,KC,+3.5,42.5,19.5,6300,12,15.6,15.3,14.4,14.5,2.30
DK,Metcalf,WR,Q,14,2024-12-08,Thu-Mon,SEA,ARI,+2.5,43.5,20.5,6200,17,12.4,15.1,15.1,14.3,2.31
Aaron,Rodgers,QB,,14,2024-12-08,Thu-Mon,NYJ,MIA,+5.5,44.5,19.5,5300,1,14.8,15.3,14.8,14.3,2.70
Davante,Adams,WR,,14,2024-12-08,Thu-Mon,NYJ,MIA,+5.5,44.5,19.5,6700,2,14.3,14.1,13.9,14.2,2.12
Garrett,Wilson,WR,,14,2024-12-08,Thu-Mon,NYJ,MIA,+5.5,44.5,19.5,6600,2,14.7,16.9,15.9,14.2,2.15
Calvin,Ridley,WR,,14,2024-12-08,Thu-Mon,TEN,JAX,-3.5,39.5,21.5,5700,30,13.7,10.7,11.7,14.2,2.49
Jauan,Jennings,WR,,14,2024-12-08,Thu-Mon,SF,CHI,-3.5,44.5,24,5200,4,12.9,14.5,14.5,14.0,2.69
David,Montgomery,RB,,14,2024-12-05,Thu-Mon,DET,GB,-3.5,51.5,27.5,6800,18,16.3,16.6,16.6,13.9,2.04
D'Andre,Swift,RB,Q,14,2024-12-08,Thu-Mon,CHI,SF,+3.5,44.5,20.5,5700,26,11.4,15.7,14.1,13.9,2.44
Jerry,Jeudy,WR,,14,2024-12-08,Thu-Mon,CLE,PIT,+6.5,43.5,18.5,5700,9,22.9,14.6,14.2,13.8,2.42
Mac,Jones,QB,,14,2024-12-08,Thu-Mon,JAX,TEN,+3.5,39.5,18,5000,24,6.3,8.7,6.3,13.7,2.74
Khalil,Shakir,WR,,14,2024-12-08,Thu-Mon,BUF,LAR,-3.5,49.5,26.5,5900,21,13.5,12.5,12.6,13.6,2.31
Deebo,Samuel Sr.,WR,,14,2024-12-08,Thu-Mon,SF,CHI,-3.5,44.5,24,5900,4,7.9,9.7,10.6,13.6,2.31
Tommy,DeVito,QB,Q,14,2024-12-08,Thu-Mon,NYG,NO,+4.5,41.5,18.5,4200,17,8.4,10.8,10.8,13.5,3.21
DJ,Moore,WR,Q,14,2024-12-08,Thu-Mon,CHI,SF,+3.5,44.5,20.5,6100,8,16.1,14.9,14.2,13.5,2.21
Bryce,Young,QB,,14,2024-12-08,Thu-Mon,CAR,PHI,+12.5,45.5,16.5,5200,5,15.7,10.1,10.7,13.4,2.58
Jayden,Reed,WR,,14,2024-12-05,Thu-Mon,GB,DET,+3.5,51.5,24,6200,29,12.4,13.4,14.8,13.2,2.13
Tyrone,Tracy Jr.,RB,,14,2024-12-08,Thu-Mon,NYG,NO,+4.5,41.5,18.5,5800,27,15.6,13.3,11.2,13.1,2.26
Jonnu,Smith,TE,,14,2024-12-08,Thu-Mon,MIA,NYJ,-5.5,44.5,25,5300,5,19.2,14.0,12.7,13.0,2.45
George,Kittle,TE,,14,2024-12-08,Thu-Mon,SF,CHI,-3.5,44.5,24,5800,19,15.9,16.6,16.6,13.0,2.24
Keenan,Allen,WR,Q,14,2024-12-08,Thu-Mon,CHI,SF,+3.5,44.5,20.5,5600,8,14.6,11.8,11.8,12.9,2.30
David,Njoku,TE,,14,2024-12-08,Thu-Mon,CLE,PIT,+6.5,43.5,18.5,5100,18,14.8,13.3,13.0,12.8,2.51
Chuba,Hubbard,RB,,14,2024-12-08,Thu-Mon,CAR,PHI,+12.5,45.5,16.5,6200,4,15.5,17.9,16.0,12.6,2.03
DeVonta,Smith,WR,,14,2024-12-08,Thu-Mon,PHI,CAR,-12.5,45.5,29,5800,15,10.1,14.2,13.0,12.2,2.10
Marvin,Harrison Jr.,WR,,14,2024-12-08,Thu-Mon,ARI,SEA,-2.5,43.5,23,6000,18,14.3,11.5,12.4,12.1,2.02
Brian,Thomas Jr.,WR,,14,2024-12-08,Thu-Mon,JAX,TEN,+3.5,39.5,18,5800,5,11.3,14.2,14.0,12.0,2.07
Jameson,Williams,WR,,14,2024-12-05,Thu-Mon,DET,GB,-3.5,51.5,27.5,5900,6,11.2,13.3,13.3,11.9,2.02
Evan,Engram,TE,,14,2024-12-08,Thu-Mon,JAX,TEN,+3.5,39.5,18,4800,7,10.8,12.2,10.8,11.9,2.48
Jaylen,Warren,RB,,14,2024-12-08,Thu-Mon,PIT,CLE,-6.5,43.5,25,5500,6,11.0,8.1,8.1,11.8,2.15
Rachaad,White,RB,,14,2024-12-08,Thu-Mon,TB,LV,-6.5,46.5,26.5,5300,19,13.7,13.0,13.3,11.8,2.23
Isiah,Pacheco,RB,,14,2024-12-08,Thu-Mon,KC,LAC,-3.5,42.5,23,6100,7,14.0,17.3,12.6,11.6,1.90
Darnell,Mooney,WR,,14,2024-12-08,Thu-Mon,ATL,MIN,+5.5,46.5,20.5,5500,32,12.5,13.7,13.1,11.5,2.09
Drew,Lock,QB,,14,2024-12-08,Thu-Mon,NYG,NO,+4.5,41.5,18.5,4700,17,6.1,8.9,4.6,11.5,2.45
Cade,Otton,TE,,14,2024-12-08,Thu-Mon,TB,LV,-6.5,46.5,26.5,4400,30,13.9,12.9,10.9,11.5,2.61
Christian,Watson,WR,,14,2024-12-05,Thu-Mon,GB,DET,+3.5,51.5,24,5100,29,9.5,7.4,7.6,11.1,2.18
Jordan,Addison,WR,,14,2024-12-08,Thu-Mon,MIN,ATL,-5.5,46.5,26,5300,28,15.7,12.9,12.9,11.1,2.09
DeAndre,Hopkins,WR,,14,2024-12-08,Thu-Mon,KC,LAC,-3.5,42.5,23,5400,13,14.3,11.1,9.6,10.8,2.00
T.J.,Hockenson,TE,,14,2024-12-08,Thu-Mon,MIN,ATL,-5.5,46.5,26,4300,14,10.3,10.9,10.3,10.8,2.51
Travis,Etienne Jr.,RB,,14,2024-12-08,Thu-Mon,JAX,TEN,+3.5,39.5,18,5600,11,5.1,8.5,8.5,10.7,1.91
Sam,LaPorta,TE,,14,2024-12-05,Thu-Mon,DET,GB,-3.5,51.5,27.5,4200,26,11.5,9.2,9.1,10.1,2.40
Jaylen,Waddle,WR,,14,2024-12-08,Thu-Mon,MIA,NYJ,-5.5,44.5,25,5400,1,12.9,9.8,10.5,10.1,1.87
