Rank,Player ID,Player Name,Team,Opp,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,FG,Pts Agn,Tack,Pts
1,14836,"Jefferson, Justin",MIN,@JAC,WR,0.0,0.0,0.0,0.0,6.9,105.0,0.6,0.0,0.0,0.0,23.8
2,13593,"Jackson, Lamar",BAL,CIN,QB,255.0,2.0,45.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,23.3
3,14783,"Hurts, Jalen",PHI,@DAL,QB,225.0,1.3,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9
4,13589,"Allen, Josh",BUF,@IND,QB,239.0,1.9,24.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,22.1
5,14777,"Burrow, Joe",CIN,@BAL,QB,275.0,2.2,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,21.1
6,15698,"Purdy, Brock",SFO,@TBB,QB,289.0,1.6,17.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0
7,15710,"Williams, Kyren",LAR,MIA,RB,0.0,0.0,86.0,1.0,2.5,16.0,0.2,0.0,0.0,0.0,20.1
8,15281,"Chase, Ja'Marr",CIN,@BAL,WR,0.0,0.0,1.0,0.0,7.0,87.0,0.7,0.0,0.0,0.0,19.9
9,12626,"Henry, Derrick",BAL,CIN,RB,0.0,0.0,96.0,1.1,1.2,12.0,0.1,0.0,0.0,0.0,19.4
10,15287,"St. Brown, Amon-Ra",DET,@HOU,WR,0.0,0.0,1.0,0.0,7.1,79.0,0.7,0.0,0.0,0.0,19.2
11,16161,"Robinson, Bijan",ATL,@NOS,RB,0.0,0.0,74.0,0.4,4.4,36.0,0.2,0.0,0.0,0.0,19.0
12,13604,"Barkley, Saquon",PHI,@DAL,RB,0.0,0.0,97.0,0.5,2.4,18.0,0.2,0.0,0.0,0.0,18.7
13,13132,"Kamara, Alvin",NOS,ATL,RB,0.0,0.0,65.0,0.4,4.9,35.0,0.1,0.0,0.0,0.0,18.0
14,16581,"Daniels, Jayden",WAS,PIT,QB,195.0,1.0,44.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,17.6
15,13592,"Darnold, Sam",MIN,@JAC,QB,236.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
16,15708,"Hall, Breece",NYJ,@ARI,RB,0.0,0.0,64.0,0.3,4.4,38.0,0.2,0.0,0.0,0.0,17.5
17,13131,"Mixon, Joe",HOU,DET,RB,0.0,0.0,73.0,0.7,2.5,21.0,0.2,0.0,0.0,0.0,17.5
18,16618,"Thomas Jr., Brian",JAC,MIN,WR,0.0,0.0,2.0,0.0,4.8,72.0,0.8,0.0,0.0,0.0,17.4
19,13590,"Mayfield, Baker",TBB,SFO,QB,218.0,1.8,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.4
20,16167,"Achane, De'Von",MIA,@LAR,RB,0.0,0.0,61.0,0.4,3.8,31.0,0.3,0.0,0.0,0.0,17.3
21,16162,"Gibbs, Jahmyr",DET,@HOU,RB,0.0,0.0,72.0,0.8,2.6,19.0,0.1,0.0,0.0,0.0,17.2
22,14832,"Lamb, CeeDee",DAL,PHI,WR,0.0,0.0,5.0,0.0,6.0,75.0,0.5,0.0,0.0,0.0,17.2
23,14136,"Samuel, Deebo",SFO,@TBB,WR,0.0,0.0,8.0,0.2,4.8,81.0,0.4,0.0,0.0,0.0,17.2
24,12801,"Hill, Tyreek",MIA,@LAR,WR,0.0,0.0,3.0,0.0,5.8,82.0,0.4,0.0,0.0,0.0,16.8
25,14802,"Taylor, Jonathan",IND,BUF,RB,0.0,0.0,79.0,0.7,2.3,16.0,0.1,0.0,0.0,0.0,16.6
26,12611,"Goff, Jared",DET,@HOU,QB,245.0,1.7,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.6
27,10703,"Wilson, Russell",PIT,@WAS,QB,187.0,1.1,23.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.5
28,13299,"Kittle, George",SFO,@TBB,TE,0.0,0.0,0.0,0.0,5.3,73.0,0.6,0.0,0.0,0.0,16.4
29,16582,"Nix, Bo",DEN,@KCC,QB,188.0,1.0,34.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,16.2
30,14797,"Swift, D'Andre",CHI,NEP,RB,0.0,0.0,71.0,0.5,3.2,26.0,0.0,0.0,0.0,0.0,16.2
31,14779,"Herbert, Justin",LAC,TEN,QB,240.0,1.2,14.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.1
32,14056,"Murray, Kyler",ARI,NYJ,QB,182.0,1.0,37.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0
33,13164,"Kupp, Cooper",LAR,MIA,WR,0.0,0.0,1.0,0.0,6.2,73.0,0.4,0.0,0.0,0.0,16.0
34,13116,"Mahomes, Patrick",KCC,DEN,QB,220.0,1.4,25.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.0
35,16150,"Stroud, C.J.",HOU,DET,QB,234.0,1.2,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.5
36,13319,"Jones, Aaron",MIN,@JAC,RB,0.0,0.0,74.0,0.3,3.3,29.0,0.1,0.0,0.0,0.0,15.5
37,13130,"McCaffrey, Christian",SFO,@TBB,RB,0.0,0.0,64.0,0.6,2.6,21.0,0.2,0.0,0.0,0.0,15.5
38,16615,"Nabers, Malik",NYG,@CAR,WR,0.0,0.0,0.0,0.0,6.3,67.0,0.4,0.0,0.0,0.0,15.3
39,15753,"Wilson, Garrett",NYJ,@ARI,WR,0.0,0.0,0.0,0.0,6.0,72.0,0.4,0.0,0.0,0.0,15.3
40,15237,"Lawrence, Trevor",JAC,MIN,QB,222.0,1.2,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.3
41,16747,"Tracy, Tyrone",NYG,@CAR,RB,0.0,0.0,77.0,0.5,2.9,18.0,0.0,0.0,0.0,0.0,15.2
42,14059,"Jones, Daniel",NYG,@CAR,QB,217.0,0.9,28.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.2
43,11675,"Adams, Davante",NYJ,@ARI,WR,0.0,0.0,0.1,0.0,5.7,67.0,0.4,0.0,0.0,0.0,15.2
44,14104,"Brown, A.J.",PHI,@DAL,WR,0.0,0.0,0.0,0.0,5.0,75.0,0.4,0.0,0.0,0.0,15.0
45,10700,"Cousins, Kirk",ATL,@NOS,QB,226.0,1.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9
46,15715,"Cook, James",BUF,@IND,RB,0.0,0.0,62.0,0.5,2.5,24.0,0.1,0.0,0.0,0.0,14.8
47,13630,"Sutton, Courtland",DEN,@KCC,WR,0.0,0.0,0.0,0.0,5.5,65.0,0.5,0.0,0.0,0.0,14.7
48,14778,"Tagovailoa, Tua",MIA,@LAR,QB,230.0,1.3,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,14.6
49,14800,"Dobbins, J.K.",LAC,TEN,RB,0.0,0.0,65.0,0.6,2.7,15.0,0.0,0.0,0.0,0.0,14.5
50,11644,"Carr, Derek",NOS,ATL,QB,223.0,1.3,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,14.5
51,15282,"Smith, DeVonta",PHI,@DAL,WR,0.0,0.0,0.0,0.0,5.0,66.0,0.5,0.0,0.0,0.0,14.4
