pos,name,salary
Def,Philadelphia Eagles,3500
RB,Kyren Williams,5500
RB,Raheem Mostert,6000
RB,Bijan Robinson,7800
QB,Josh Allen,8100
TE,Sam LaPorta,4000
WR,Keenan Allen,7600
WR,Justin Jefferson,9300
WR,Stefon Diggs,8100
